"","SubjectID","age","gender","sspan.raw","ppvt.raw","wasi.vocab.raw","wasi.matr.raw","wasi.iq","wj3.watt.raw","wj3.wid.raw","wj3.rcomp.raw","wj3.oralcomp.raw","celf.rs.raw","celf.fs.raw","towre.w.ipm","towre.nw.ipm","wj3.rf.ipm","decoding.comp","handedness","vocab.comp"
"198",261,24.88,"Female",24,206,35,20,94,29,69,35,28,79,55,109.33,53.33,"28.67",-0.567924144862406,"right",-0.208307493720558
"199",262,18.26,"Male",52,205,39,20,102,26,65,37,28,84,55,125.33,53.33,"25.33",-0.830041811572178,"right",0.0964266624933469
"200",263,16.51,"Male",31,178,31,18,89,30,63,38,23,62,55,108,45.33,"16.33",-0.871747997301579,"right",-1.34338679128292
"201",264,16.51,"Male",32,169,34,21,98,24,62,35,24,68,55,101.33,56,"18.67",-1.40098073433537,"right",-1.24224963977287
"202",265,18.85,"Male",40,201,43,25,120,30,73,29,23,86,55,120,88.5,"30",0.69449508331287,"right",0.29470964731473
"203",266,24.96,"Male",29,164,30,21,90,28,62,36,25,67,50,89.33,50.67,"19",-1.33898004832287,"right",-1.65673190940617
"204",267,17.41,"Male",40,206,42,22,110,24,65,35,30,79,53,126.67,58.67,"25.33",-0.844038296847168,"right",0.392045532272734
"205",268,20.26,"Female",46,214,48,24,125,32,76,41,29,89,56,168.65,96.67,"37.22",2.35895545932967,"right",1.24640665850201
"206",269,19.26,"Male",32,194,30,18,86,24,63,37,25,78,51,102.67,61.33,"19.67",-1.24889406382158,"left",-1.04307866082028
"207",270,22.67,"Female",42,216,43,24,114,31,76,43,31,91,56,133.33,82.67,"21.33",1.19399036651419,"left",0.912356615835092
"208",271,24.56,"Male",41,221,42,24,112,29,75,43,29,93,55,124,77.33,"35.49",0.537585465020102,"right",1.08227342051754
"209",273,23.02,"Female",49,214,46,23,117,29,75,44,31,94,55,134.67,81.82,"36.98",0.810345242690885,"right",1.07487722250392
"210",274,21.66,"Female",34,206,40,21,102,30,68,36,28,70,54,126.67,69.33,"31",0.0751677711677605,"right",0.22051609627465
"211",276,20.78,"Male",57,220,47,26,129,31,75,42,30,92,52,160,100.54,"25.33",2.00326212016236,"right",1.45774436028506
"212",277,18.94,"Male",44,207,44,17,104,31,69,35,25,91,53,145.71,105.88,"38.8",1.43799898207394,"right",0.602783202311964
"213",278,22.11,"Male",54,217,47,27,134,31,75,37,29,96,56,138.67,83.18,"39.2",1.21072670524299,"right",1.30437266821343
"214",280,22.8,"Female",48,215,42,26,120,31,74,41,28,83,56,134.67,98.92,"34.59",1.41777483805547,"right",0.778687630935606
"215",281,20.97,"Female",42,219,48,23,123,31,72,45,29,95,55,109.33,70.67,"39.73",0.245134769904985,"right",1.49128332697935
"216",282,19.58,"Male",48,212,44,25,122,31,71,42,29,83,56,117.33,70.67,"24",0.297647325970249,"left",0.812643596051788
"217",284,23.42,"Male",49,212,45,25,121,31,74,41,26,87,53,133.33,81.33,"30",0.996604019277925,"right",0.89840831405083
"218",288,20.02,"Female",40,203,43,23,111,32,74,40,26,82,56,134.67,76,"26",1.097251186832,"right",0.365423805178669
"219",294,23.06,"Female",46,221,50,27,144,30,76,44,30,NA,NA,118.67,70.67,"32.67",0.543599276665863,"right",1.76839116450988
"220",295,17.94,"Female",22,177,33,16,86,21,62,33,22,61,47,112,50.67,"25",-1.45412509031743,"right",-1.19112917680342
"221",1002,18.92,"Male",54,223,50,28,149,30,75,44,30,NA,54,137.3333333,77.33333333,"",0.900788209788471,"right",1.87855369555424
"222",1003,20.17,"Male",34,210,38,21,104,30,68,40,31,84,54,129.3333333,70.66666667,"34.39",0.1454861319502,"right",0.211281489609919
"223",1004,17.25,"Male",31,180,32,24,95,27,65,35,21,81,51,85.33333333,42.66666667,"",-1.48899222534908,"right",-1.21752356177886
"224",1005,17.83,"Male",33,202,41,25,108,28,60,35,27,79,49,133.3333333,66.66666667,"30.33",-0.467877410194187,"right",0.158126444244163
"225",1006,13.5,"Male",NA,155,25,17,80,16,41,26,NA,46,32,69.33333333,24,"",-2.84230805369659,NA,-2.19083847832092
"226",1007,22.92,"Male",57,191,38,22,101,31,70,39,22,64,49,109.3333333,61.33333333,"",-0.0653052178621352,"right",-0.441574340287485
"227",1010,23.5,"Male",43,214,46,24,115,31,72,44,29,92,48,117.3333333,82.66666667,"",0.614122614065816,"right",1.07487722250392
"228",1011,25.08,"Male",53,219,47,21,104,30,75,41,27,76,56,116,78.66666667,"",0.578017365849743,"left",1.40551860898031
"229",1012,25,"Male",44,224,49,25,133,30,75,44,29,92,56,136,76,"",0.850092778850785,"right",1.84963771451136
"230",1013,21.67,"Female",41,192,37,25,105,29,73,40,29,88,46,133.3333333,76,"",0.506033318615946,"right",-0.499819981894441
"231",1014,21.17,"Male",44,216,43,25,128,31,71,43,31,91,47,122.6666667,78.66666667,"",0.544619950112518,"right",0.912356615835092
"232",1016,21.33,"Female",43,214,48,27,133,31,74,42,28,87,56,138.6666667,78.66666667,"",1.03263337890117,"right",1.24640665850201
"233",1018,23.83,"Female",39,212,45,22,132,28,75,43,30,95,52,138.6666667,78.66666667,"",0.694805704498858,"right",0.89840831405083
"234",1020,18.08,"Male",31,191,34,20,93,22,61,34,21,68,51,121.3333333,48,"",-1.35717526227329,"right",-0.784633212283652
"235",1022,21.33,"Female",43,200,40,22,115,31,68,36,28,88,55,136,66.66666667,"",0.343886038408941,"left",0.00327600383207767
"236",1024,24.25,"Male",30,201,43,21,102,29,73,44,30,88,53,124,72,"",0.269923527840105,"right",0.29470964731473
"237",1027,22.17,"Female",NA,200,43,24,119,31,71,41,25,87,50,138.6666667,80,"",0.841674938458815,"right",0.260570157829202
"238",1028,22.33,"Male",46,219,41,23,119,31,75,43,28,91,53,138.6666667,82.66666667,"",1.19958256647798,"right",0.890930300986058
"239",1029,21.92,"Female",45,212,43,26,123,30,70,42,32,94,54,125.3333333,78.66666667,"",0.360396378940561,"right",0.726878878052746
"240",1031,19.58,"Female",42,223,50,25,122,29,76,45,29,93,56,134.6666667,81.33333333,"",0.886589054639421,"right",1.87855369555424
"241",1034,18.25,"Male",34,198,37,20,95,28,65,39,22,84,50,133.3333333,68,"27.67",-0.247746348512001,"right",-0.319935695848804
"242",1035,17.42,"Female",31,183,38,24,93,28,64,39,25,83,46,116,62.66666667,"",-0.674191892874005,"left",-0.638736270318918
"243",1036,21.75,"Male",NA,221,39,27,120,30,76,47,31,93,53,138.6666667,81.33333333,"",1.09505219100882,"right",0.82497926652042
"244",1038,20.58,"Female",50,197,37,23,98,28,73,42,25,90,53,129.3333333,72,"",0.239447220491391,"right",-0.351742657033986
"245",1040,23.08,"Female",23,174,29,16,76,22,64,31,18,66,42,136,64,"",-0.720825074104981,"left",-1.58902061283849
"246",1043,24.5,"Male",38,220,43,24,111,32,75,39,31,86,56,112,81.33333333,"",0.925559872168499,"right",1.11468548828889
"247",1044,16.67,"Female",NA,213,47,21,116,31,72,42,32,NA,NA,109.3333333,76,"",0.352486845842291,NA,1.11478994369863
"248",1046,24.58,"Female",NA,214,44,23,114,31,71,44,30,81,55,118.6666667,74.66666667,"",0.398557715620047,"right",0.903347786505841
"249",1048,21.58,"Female",46,217,40,23,107,30,75,39,31,94,56,112,77.33333333,"",0.489316930905077,"right",0.704019642220141
"250",1050,19.67,"Female",59,216,44,27,133,31,75,43,33,94,56,138.6666667,80,"",1.14262869071285,"right",0.998121333834133
"251",1054,18.42,"Male",23,203,34,20,91,25,64,34,25,73,50,78.66666667,40,"",-1.80596635724076,"right",-0.406458656812706
"252",1057,19.75,"Male",27,164,33,10,77,27,62,33,20,NA,NA,81.33333333,56,"",-1.44796472680791,"right",-1.39943775540905
"253",1058,17.58,"Male",NA,198,28,20,92,29,61,39,26,69,45,110.6666667,69.33333333,"",-0.626977320929764,"right",-1.09181815784018
"254",1059,15,"Male",14,167,23,15,74,25,60,30,18,40,37,97.33333333,38.66666667,"",-1.73966147317406,"right",-2.2154418657832
"255",1061,22.92,"Male",40,215,42,26,119,29,75,44,30,94,55,138.6666667,72,"",0.676661971984927,"right",0.778687630935606
"256",1068,17.75,"Male",NA,152,24,20,78,24,59,NA,NA,NA,NA,105.3333333,50.66666667,"",-1.53523783928248,"right",-2.30586453166899
"257",1073,23.17,"Male",49,216,50,26,126,32,76,44,31,95,55,133.3333333,80,"",1.32640734752748,"right",1.51270964182838
"258",1077,21.67,"Female",48,216,47,25,115,29,74,42,31,90,56,138.6666667,76,"",0.67568687908924,NA,1.25541548783126
"259",1081,18.17,"Male",57,214,45,25,129,32,76,46,32,96,56,113.3333333,84,"42.53164557",1.08988381958407,NA,0.989112504504882
"260",1082,14.67,"Female",20,195,39,19,100,30,69,38,25,76,51,102.6666667,72,"",-0.181779893792981,NA,-0.241594319665762
"261",1083,17.25,"Male",NA,212,42,24,114,26,73,40,NA,86,56,122.6666667,69.33333333,"",-0.106054656532572,"right",0.641114160053705
"262",1084,19.42,"Female",26,162,35,20,93,24,64,29,NA,85,49,105.3333333,69.33333333,"",-1.0186413128493,NA,-1.25375454096559
"263",1085,18.75,"Male",37,199,44,22,105,28,66,40,31,85,54,110.6666667,57.33333333,"",-0.759143818890733,"right",0.3129873810028
"264",1087,16.5,"Male",42,159,34,16,81,24,63,34,22,75,45,88,36,"",-1.84783621061377,"right",-1.37558342275584
"265",1088,22.25,"Male",39,186,34,27,105,30,67,36,24,NA,NA,122.6666667,65.33333333,"",-0.120317144307369,"left",-0.912463224871289
"266",1092,17.92,"Male",40,199,38,21,98,22,66,40,27,NA,NA,120,61.33333333,"",-0.943215489584763,NA,-0.20160092699145
"267",1093,19.17,"Female",49,223,47,24,131,31,76,44,32,96,56,128,80,"",1.04735200992415,"left",1.62125954155711
"268",1094,19.75,"Female",35,204,38,21,102,31,72,39,27,89,55,137.3333333,82.66666667,"",0.944055505871968,NA,-0.0267950178171964
"269",1095,18.5,"Male",37,190,34,20,96,26,64,33,22,NA,48,93.33333333,61.33333333,"",-1.20654656083762,"right",-0.811484320576628
"270",1096,18.25,"Male",37,159,30,18,81,28,61,34,23,70,44,122.6666667,73.33333333,"",-0.480076818515377,"left",-1.71864229475201
"271",1097,18.83,"Male",44,202,39,25,111,31,70,39,28,74,55,124,73.33333333,"",0.391787372975013,"right",-0.0134029917539202
"272",1098,18.92,"Male",39,209,38,24,107,32,73,40,27,83,54,128,74.66666667,"",0.8800998488312,"left",0.169326019839741
"273",1099,17.5,"Male",36,145,25,18,77,27,60,32,21,66,47,109.3333333,60,"",-1.07340293434847,NA,-2.27863814943202
"274",1101,20.5,"Male",34,201,34,21,91,28,70,34,27,88,54,105.3333333,77.33333333,"",-0.231515393627188,"right",-0.477172814676645
"275",1103,14.17,"Female",NA,197,34,24,120,31,64,39,27,90,54,108,64,"",-0.349980960091998,NA,-0.609036811031111
"276",1104,17.58,"Female",NA,173,30,17,85,24,60,36,25,NA,NA,0,0,"?",-2.91824975432992,NA,-1.5205734159568
"277",1106,18.58,"Male",31,184,40,19,95,26,61,34,27,84,55,112,65.33333333,"",-0.985648346758462,"right",-0.444681940933489
"278",1108,16.25,"Female",NA,214,42,25,129,30,68,44,33,95,55,100,77.33333333,"",-0.167846060151048,"left",0.731818350507757
"279",1109,19.92,"Male",10,196,33,25,97,27,60,38,22,70,47,117.3333333,64,"",-0.87894958074591,NA,-0.725859560121204
"280",1113,18.08,"Male",22,194,27,13,75,28,62,34,23,81,53,121.3333333,70.66666667,"",-0.518325859542013,"right",-1.30037281481741
"281",1118,21.83,"Female",53,219,53,26,140,32,75,47,33,96,56,134.6666667,76,"",1.1791139464445,"right",1.92010691697456
"282",1119,19.08,"Male",33,217,37,24,102,24,63,38,26,62,51,106.6666667,58.66666667,"",-1.23954097001761,NA,0.446725488223016
"283",1120,22.25,"Male",35,187,31,20,91,31,68,38,28,86,54,125.3333333,60,"",0.0411030824601159,"right",-1.14545151731601
"284",1126,23.5,"Female",52,220,51,22,114,32,75,47,33,94,56,138.6666667,84,"",1.41784337507845,NA,1.80080323228123
"285",1127,19,"Male",47,216,36,23,113,32,71,42,30,83,52,108,72,"",0.372570341536885,NA,0.312003589841801
"286",1128,18.42,"Male",NA,211,43,26,123,28,70,40,32,94,56,122.6666667,62.66666667,"",-0.255108135497973,NA,0.683009227695063
"287",1129,22.67,"Male",40,215,43,24,119,31,76,44,32,84,54,62.66666667,52,"",-0.352674529519177,"right",0.864452348934648
"288",1133,22,"Female",43,205,40,18,97,19,70,36,25,70,53,120,60,"",-0.821745626097227,NA,0.182191380492388
"289",1140,20.33,"Male",45,203,41,23,109,31,68,42,30,75,53,129.3333333,78.66666667,"",0.470825628648266,NA,0.193894369180585
"290",1141,20.92,"Male",NA,216,43,26,118,30,76,43,31,90,55,138.6666667,76,"",0.983295521180717,NA,0.912356615835092
"291",1142,22.17,"",36,195,39,24,108,26,61,37,22,83,55,124,64,"",-0.823322418054639,"right",-0.241594319665762
"292",1146,22,"Female",43,211,45,25,113,32,73,40,30,77,56,129.3333333,78.66666667,"",0.984863483921399,"right",0.854538663693146
"293",1147,21.92,"Female",49,219,47,26,136,31,75,45,32,96,54,138.6666667,82.66666667,"",1.19958256647798,"right",1.40551860898031
"294",1150,20.67,"Female",NA,210,40,21,100,27,68,37,31,NA,NA,98.66666667,69.33333333,"",-0.704233889759572,"left",0.382810925608002
"295",1152,22,"Male",36,213,45,22,106,30,75,43,31,92,56,138.6666667,78.66666667,"",0.951920231952157,"left",0.943260507700543
"296",1153,20,"Male",24,166,26,21,81,28,62,29,21,NA,NA,96,54.66666667,"?",-1.18498052722772,"left",-1.97242346581634
"297",1154,20.67,"Male",31,197,33,18,81,18,55,33,27,69,56,86.66666667,18.66666667,"?",-2.48842615639869,"right",-0.694801529030153
"298",1157,21.5,"Male",40,220,43,24,116,32,75,44,31,93,55,138.6666667,82.66666667,"",1.38896840761201,"right",1.11468548828889
"299",1160,20.42,"Male",51,201,37,26,108,22,62,36,27,90,52,62.66666667,42.66666667,"",-2.16445697169207,"right",-0.21987866067952
"300",1161,21.58,"",36,199,37,23,108,31,63,38,27,77,56,126.6666667,68,"",-0.0254853523583965,"right",-0.287365644990492
"301",1163,22,"Female",51,193,39,21,91,26,67,41,30,92,54,118.6666667,64,"",-0.64966490131056,"right",-0.300090475093413
"302",1164,21.75,"Female",26,178,26,18,84,28,65,35,21,64,46,117.3333333,58.66666667,"",-0.681499539587934,NA,-1.77221038127812
"303",1167,21.92,"Male",57,215,41,24,125,31,74,41,31,95,55,125.3333333,84,"",0.920715972961339,"left",0.692922912936565
"304",1168,20.25,"Female",23,180,35,20,90,26,62,32,20,63,46,112,49.33333333,"?",-1.22924264205057,"right",-0.960229407781739
"305",1169,22.67,"Female",50,223,47,25,120,32,74,46,33,96,56,126.6666667,84,"",1.13193375170946,"right",1.62125954155711
"306",1171,17.42,"",24,178,28,15,78,24,63,32,20,63,55,122.6666667,60,"?",-0.971166290010391,NA,-1.60068094528004
"307",1174,19.08,"Male",39,200,38,22,102,29,67,37,27,82,55,125.3333333,69.33333333,"",-0.139430148187412,"right",-0.168253432166006
"308",1176,21.75,"Female",41,201,39,21,97,28,66,37,27,80,50,118.6666667,62.66666667,"",-0.541065750905126,"right",-0.0483492246814369
"309",1178,22.67,"Male",38,189,32,15,86,28,63,35,24,47,54,109.3333333,66.66666667,"?",-0.741341222551874,NA,-1.00920973998269
"310",1179,20.75,"Female",40,202,40,23,108,32,73,39,31,94,56,101.3333333,82.66666667,"",0.640203080659487,"right",0.0723617262451214
"311",1180,18.5,"Male",34,202,38,20,98,25,70,35,31,88,46,122.6666667,76,"",-0.249051911470593,"left",-0.0991677097529618
"312",1182,22.67,"Male",NA,210,37,20,105,31,69,41,32,88,56,138.6666667,72,"",0.551643151485708,NA,0.125516771610877
"313",1183,16.67,"Male",27,205,39,24,112,30,67,42,29,91,54,138.6666667,78.66666667,"",0.414214199851274,NA,0.0964266624933469
"314",1184,23.08,"Male",37,188,39,22,98,29,67,37,29,77,55,106.6666667,40,"23",-0.925401631359303,"right",-0.434410234264057
"315",1185,23.67,"Male",40,214,43,21,112,32,73,41,31,77,54,137.3333333,74.66666667,"",1.03876252224763,"right",0.817583068506799
"316",1186,18.33,"Female",46,218,42,16,105,29,75,42,33,90,56,136,69.33333333,"",0.57760768896367,"right",0.925577325037084
"317",1188,15.42,"Male",38,202,34,26,111,23,62,36,26,81,54,114.6666667,56,"",-1.25359539377999,"right",-0.442226581749128
"318",1189,21.5,"Male",46,195,38,18,89,31,68,38,23,80,54,133.3333333,80,"",0.566403068226825,"left",-0.327359037664804
"319",1190,18.17,"Male",32,209,41,25,114,29,72,38,29,77,54,105.3333333,58.66666667,"",-0.339585970803222,NA,0.426620173836866
"320",1191,15.83,"Male",NA,174,32,19,89,26,57,29,25,NA,NA,97.33333333,53.33333333,"",-1.53121150337183,NA,-1.33172645884136
"321",1193,19.33,"Male",59,225,53,29,152,30,76,46,32,94,54,138.6666667,84,"",1.15253737339245,NA,2.25074993831384
"322",1197,15.75,"Female",NA,200,32,23,107,22,66,36,28,60,46,117.3333333,53.33333333,"",-1.12499463155942,"right",-0.682841740160255
"323",1198,21.75,"Female",38,204,44,25,118,25,68,40,30,89,56,108,46.66666667,"",-1.12461357832269,NA,0.487793290177053
"324",1199,15.92,"Female",NA,196,36,22,97,24,63,33,NA,NA,NA,112,40,"",-1.46034074449984,NA,-0.46856540612408
"325",1201,25.25,"Male",NA,214,44,24,113,29,73,45,29,NA,NA,118.6666667,68,"",0.106542267683762,NA,0.903347786505841
"326",1203,15.08,"Male",34,195,37,24,106,31,66,37,30,NA,NA,90.66666667,13.33333333,"",-1.19379122544688,NA,-0.413123755663845
"327",1204,17.42,"Female",48,211,44,24,115,30,72,41,28,88,55,94.66666667,70.66666667,"",-0.123424106544075,NA,0.768773945694104
"328",1205,19.5,"Male",52,227,50,28,160,30,74,43,30,88,56,122.6666667,77.33333333,"",0.573215479149532,NA,2.11325667683453
"329",1206,15.42,"Female",36,188,35,20,101,29,64,36,23,77,41,94.66666667,56,"",-0.981540991540382,NA,-0.777469106260224
"330",1209,14.83,"Female",43,201,38,26,112,29,70,39,25,93,55,126.6666667,72,"",0.10697005658743,NA,-0.134113942680479
"331",1210,16,"Female",41,169,32,18,85,22,60,33,24,84,52,97.33333333,57.33333333,"",-1.58963598386577,NA,-1.41377907577096
"332",4001,14.33,"Female",49,212,42,24,122,29,73,39,31,88,54,100,73.33333333,"32",-0.0639432849480595,"right",0.641114160053705
"333",4002,18.67,"Female",54,222,51,25,140,32,76,43,32,70,55,165.7370518,104.8252912,"74.21052632",2.49718322417357,"right",1.90865450637376
"334",4003,18.67,"Female",38,210,40,21,94,30,71,36,29,80,51,130.6666667,73.33333333,"21.66666667",0.403899750835424,"right",0.382810925608002
"335",4004,14.17,"Male",32,212,34,18,98,26,66,40,27,78,51,110.6666667,70.66666667,"20.66666667",-0.694625183195477,"right",-0.045003583938628
"336",4007,16.67,"Male",43,209,40,21,102,28,71,41,31,92,54,104,69.33333333,"25.33333333",-0.346885586100938,"right",0.340855455837825
"337",4009,16.33,"Male",31,205,42,25,122,31,71,40,28,71,53,128,83.18181818,"24.66666667",0.727764049152376,"left",0.353720816490472
"338",4011,18,"Male",32,201,27,18,91,28,68,39,28,87,49,121.3333333,72,"22",-0.215687441132684,"right",-1.07752584066994
"339",4012,14.08,"Male",30,177,37,18,103,18,49,35,28,80,50,109.3333333,46.66666667,"19.33333333",-1.93266540524137,"right",-0.848070304807251
"340",4013,14.92,"Female",39,217,39,24,114,30,71,41,28,91,56,129.3333333,80.27681661,"41.88679245",0.525081831240505,"right",0.618254924221099
"341",4016,15.92,"Male",36,191,38,19,101,31,65,37,27,80,54,110.6666667,57.33333333,"32",-0.386730526032332,"left",-0.441574340287485
"342",4021,18.17,"Female",44,208,46,14,108,30,75,42,31,NA,NA,134.6666667,118.0645161,"39.75460123",1.81898296933005,"right",0.814420363753888
"343",4022,15.33,"Female",36,184,35,15,91,30,68,37,24,82,49,108,82.32789212,"31.90751445",0.0516170250728351,"right",-0.873505530928697
"344",4023,13.92,"Female",30,183,35,13,88,24,64,35,21,64,51,109.3333333,52,"23",-1.27335266572249,"right",-0.896030424316042
"345",4025,16.25,"Female",23,177,30,19,84,25,62,NA,NA,NA,NA,109.3333333,53.33333333,"",-1.27328834925066,"right",-1.44842333080054
"346",4026,17,"Male",46,184,32,18,90,24,61,30,NA,NA,NA,94.66666667,61.33333333,"19.66666667",-1.43350694914162,"right",-1.13079968492582
"347",4030,16.92,"Female",30,201,37,19,92,30,69,38,29,75,56,147.1428571,77.33333333,"31.33333333",0.649598018977132,"left",-0.21987866067952
"348",4035,18,"Female",33,181,37,19,84,28,60,40,25,92,55,77.33333333,32,"",-1.825330590765,"left",-0.767851574262266
"349",4036,17.33,"Male",27,178,33,18,93,27,61,31,22,77,50,112,77.33333333,"19.33333333",-0.663987510562923,"right",-1.17185735528483
"350",4037,13.25,"Male",37,193,40,20,112,29,66,33,24,NA,NA,90.66666667,76,"26.66666667",-0.563409874692846,"right",-0.214325757094371
"351",4038,18.75,"Male",53,219,46,25,126,32,75,44,31,96,56,190.4180653,115.4204158,"64.6875",3.19948059373967,"right",1.31975389098127
"352",4039,18.67,"Female",56,215,52,25,138,30,75,41,33,95,56,132,93.84615385,"39.75460123",1.17209929945373,"right",1.63633481092602
"353",4040,15.5,"Female",48,209,41,26,130,32,71,36,27,88,54,141.5286913,78.66666667,"40",1.05361058157805,"left",0.426620173836866
"354",4041,13.75,"Female",48,208,41,26,134,31,65,42,31,91,53,133.3333333,84.38409311,"44.80519481",0.508975726581714,NA,0.38559677375868
"355",4042,17.83,"Female",49,180,31,14,82,27,60,36,22,79,54,110.6666667,61.33333333,"19",-1.02952875677577,NA,-1.30328827977791
"356",4044,17.42,"Male",42,199,40,23,116,26,69,41,28,80,56,122.6666667,70.66666667,"28.33333333",-0.347287868938154,"right",-0.0300714909933668
"357",4045,15.92,"Male",30,167,29,15,84,27,62,36,24,80,53,120,65.33333333,"21.33333333",-0.742192424042116,"left",-1.70085355778896
"358",4047,16.83,"Male",NA,201,41,21,105,27,61,37,27,79,53,122.6666667,68,"27.66666667",-0.685067303849132,"right",0.123180211316646
"359",4048,18.25,"Male",34,196,37,23,94,30,66,33,27,75,50,140.4545455,73.05080777,"27",0.28000248623684,NA,-0.382800688125038
"360",4050,17.58,"Female",41,193,41,20,102,31,68,37,27,91,55,124,69.33333333,"32.66666667",0.194315693508833,"right",-0.12856103909533
"361",4052,19.67,"Female",38,188,37,22,94,29,66,37,26,76,52,113.3333333,72,"24",-0.326204652858342,"right",-0.60593967026214
"362",4055,17.5,"Female",35,179,30,18,84,26,63,33,26,64,49,134.6666667,86.60785886,"25.66666667",-0.108668543569917,"right",-1.40936498888288
"363",4056,18.67,"Male",34,179,36,23,97,30,70,36,26,86,51,105.3333333,49.33333333,"24",-0.49194571934204,"right",-0.894776680888628
"364",4057,18.17,"Female",42,206,39,20,95,30,68,36,24,79,52,114.6666667,60,"30",-0.290082525454016,"right",0.134751378275609
"365",4059,18.75,"Female",49,209,39,25,105,29,69,37,29,95,56,94.66666667,76,"29.66666667",-0.349458665963909,"right",0.255090737838783
"366",4060,18.67,"Female",48,210,38,26,120,32,71,41,31,90,55,116,78.66666667,"44.12903226",0.629082649552379,"right",0.211281489609919
"367",4062,15.08,"Female",52,213,43,23,126,31,75,42,31,96,55,147.3885047,106.2394604,"29",1.90424270018258,"right",0.77173107170246
"368",4063,18.25,"Female",NA,188,35,22,97,23,63,33,24,73,49,124,62.66666667,"19",-0.948979220612699,"left",-0.777469106260224
"369",4064,15.42,"Female",48,208,39,24,124,27,68,38,29,NA,NA,113.3333333,69.33333333,"28.33333333",-0.492485339062583,"right",0.214067337760596
"370",4065,15.25,"Male",54,213,35,23,112,32,73,40,30,91,56,117.3333333,90.73170732,"25.33333333",1.055094271993,"right",0.0856133277101268
"371",4068,15.17,"Female",53,210,41,25,118,28,72,39,28,93,56,112,78.66666667,"28",0.0278073650094548,"right",0.468575643607044
"372",4070,17.25,"Male",36,175,27,21,92,24,66,32,23,73,47,120,65.33333333,"20",-0.782323472830997,"right",-1.742759308447
"373",4071,16.83,"Male",NA,198,41,24,115,30,71,38,28,81,56,124,73.33333333,"23",0.293902765800473,"right",0.0231231761473621
"374",4075,14.67,"Male",NA,194,32,20,96,26,67,33,NA,NA,NA,114.6666667,45.33333333,"18.33333333",-1.02919308307026,"right",-0.871549224822202
"375",4078,13.75,"Female",35,181,36,14,96,28,66,32,26,81,49,94.66666667,50.66666667,"20.33333333",-1.09758530174677,"right",-0.853616292261308
"376",4081,18.33,"Female",48,216,44,26,120,31,74,42,31,93,56,138.6666667,85.67208272,"27.66666667",1.1831199840405,"left",0.998121333834133
"377",4083,15.33,"Female",NA,202,43,25,125,27,68,45,31,NA,NA,110.6666667,69.33333333,"30.33333333",-0.532563328153929,"right",0.329655880242246
"378",4084,18.33,"Female",39,208,36,25,111,32,71,40,28,78,53,125.3333333,77.86976952,"27.33333333",0.760513101452906,"right",-0.0432268162365286
"379",4085,18.08,"Male",34,184,32,18,81,27,64,36,28,90,51,82.66666667,52,"19.66666667",-1.41938671028663,"left",-1.13079968492582
"380",4090,18.67,"Male",NA,194,36,21,102,32,68,35,24,NA,NA,114.6666667,57.33333333,"4.666666667",0.0146550283569292,"right",-0.528490352826035
"381",4091,16.17,"Male",33,175,35,22,78,30,67,34,25,81,55,122.6666667,72,"19",0.00895177542298578,"left",-1.05664156445467
"382",4092,17.67,"Male",51,206,39,10,90,31,71,38,27,91,55,125.3333333,76,"20.66666667",0.532440416369193,"right",0.134751378275609
"383",4093,14.5,"Female",46,206,41,26,132,28,71,39,30,93,54,125.3333333,97.15242881,"26.66666667",0.580597294760056,"left",0.306280814273692
"384",4104,14.42,"Male",50,199,43,25,126,30,72,38,30,88,56,134.6666667,90.46009878,"32",0.907731270505682,"right",0.227222663003758
"385",4107,15.33,"Male",34,206,40,21,108,29,70,29,26,68,52,109.3333333,77.33333333,"16",-0.0550914653452352,"right",0.22051609627465
"386",4108,15,"Female",43,205,43,23,112,32,72,38,27,79,53,117.3333333,78.66666667,"21.66666667",0.718479315496661,"right",0.439485534489513
"387",4109,16.58,"Female",44,213,45,24,112,26,69,40,28,82,54,134.6666667,68.18181818,"36.62337662",-0.196283816599611,"right",0.943260507700543
"388",4110,16.67,"Female",59,215,43,23,112,31,74,40,30,77,56,110.6666667,73.33333333,"29",0.468304140535094,"right",0.864452348934648
"389",4114,17.67,"Female",41,195,32,18,93,27,65,38,22,92,52,117.3333333,54.66666667,"18.66666667",-0.850901633915593,"right",-0.841947345659053
"390",4119,17.83,"Male",48,200,40,26,115,30,69,40,31,96,55,122.6666667,72,"28.33333333",0.120030232254822,"right",0.00327600383207767
"391",4121,16.25,"Male",49,212,25,24,106,30,70,38,27,91,56,113.3333333,53.33333333,"23.66666667",-0.308061907470352,"left",-0.816886045930003
"392",4122,15.33,"Male",32,220,38,23,116,28,73,42,32,93,56,124,64,"28.66666667",-0.00247169683089626,"right",0.685861898293687
"393",4123,16.25,"Male",36,196,37,24,106,26,66,32,25,67,50,108,65.33333333,"22.33333333",-0.836852396311919,"right",-0.382800688125038
"394",4124,14.08,"Female",34,206,38,23,112,28,65,35,30,77,53,110.6666667,77.33333333,"27.33333333",-0.423278319374048,"right",0.0489866602765672
"395",4125,18.33,"Male",21,175,33,19,89,29,66,30,24,79,54,117.3333333,62.66666667,"19.66666667",-0.443741072208788,"right",-1.22817100045275
"396",4126,18.25,"Male",30,211,39,17,102,31,67,32,NA,NA,NA,136.576657,94.83488569,"25",0.898507048199694,"right",0.339950355698896
