"","SubjectID","OC.LM1","OC.RLM1","PPVT.LM2","PPVT.RLM2","age","gender","sspan.raw","ppvt.raw","wasi.vocab.raw","wasi.matr.raw","wasi.iq","wj3.watt.raw","wj3.wid.raw","wj3.rcomp.raw","wj3.oralcomp.raw","celf.rs.raw","celf.fs.raw","towre.w.ipm","towre.nw.ipm","wj3.rf.ipm","decoding.comp","handedness","vocab.comp","sspan.tf","wasi.matr.tf","wasi.iq.tf","wj3.watt.tf","wj3.wid.tf","wj3.rcomp.tf","wj3.oralcomp.tf","celf.rs.tf","celf.fs.tf","towre.w.tf","towre.nw.tf","wj3.rf.tf","age.c","sspan.cs","wasi.matr.cs","wasi.iq.cs","wj3.watt.cs","wj3.wid.cs","wj3.rcomp.cs","wj3.oralcomp.cs","celf.rs.cs","celf.fs.cs","towre.w.cs","towre.nw.cs","wj3.rf.cs"
"182",250,"EAC","EAC","NSC","NSC",18.95,"Female",40,214,47,21,122,31,75,42,31,95,55,148.57,80,36.3,1.32099430961257,"right",1.16064194050297,0.0189986240229878,-0.257555094141849,1.03798333319969,0.951822372174088,1.22470370101385,0.86012317590078,1.17993866161485,1.43047081828096,0.640938222376512,1.52383011751701,0.594124078187342,1.00609133393895,-0.808782816229119,0.0872014857279783,-0.119343902011703,1.03925692499761,0.762614896072597,1.05802484514526,0.860378019547866,1.10286828350321,1.13599474500849,0.596487870568606,1.42691040164046,0.608294750464675,0.976829423137495
"183",251,"UGC","UGC","UGC","UGC",16.27,"Female",53,212,47,24,134,28,68,44,30,89,54,97.33,61.33,29.67,-0.773440042635506,"left",1.06993775004891,1.51785050002062,0.669363476148038,1.68973105145232,-0.448546366580239,-0.367120892959059,1.41979784066822,0.797492858018725,0.497781445098861,0.0669387761394801,-1.21431320545311,-0.623867985804019,0.260178519942426,-3.48878281622912,1.40693740405888,0.684791480527042,1.77387893088653,-0.121372931941637,-0.174869742538872,1.33452174027431,0.800528970132307,0.551003347600755,0.268336465450779,-1.19142626756288,-0.545195947679562,0.167091353086391
"184",252,"NSC","NSC","UPC","UPC",24.22,"Male",39,200,36,23,101,19,65,35,24,64,50,112,40,28.33,-1.53826541616628,"right",-0.339782868164089,-0.0866836607712414,0.340499645878137,-0.202302169006719,-2.03086200196369,-0.863871399597716,-0.841074874503874,-1.0539424222927,-1.68657179860702,-1.32413455511096,-0.497635104660698,-1.77859438016657,0.0964146848117403,4.46121718377088,-0.0143166618359369,0.416746353014127,-0.246331585307989,-2.77333641598434,-0.703253137260641,-0.799125002994691,-1.01350691009309,-1.88646080826481,-1.04426915502053,-0.441797092363564,-1.86302972333123,0.00343388493126557
"185",253,"NSC","UGC","NSC","NSC",23.15,"Female",52,219,47,25,125,30,75,44,30,91,55,113.33,74.67,32,0.454668601049623,"right",1.40551860898031,1.39464996882066,1.01868139115073,1.20440217147591,0.408983417827933,1.22470370101385,1.41979784066822,0.797492858018725,0.786592216628896,0.640938222376512,-0.429878362709463,0.228178842247601,0.533753783282898,3.39121718377088,1.30541925649496,0.952836608039957,1.22291242646984,0.467952286734519,1.05802484514526,1.33452174027431,0.800528970132307,0.74600048007,0.596487870568606,-0.373834801769488,0.278990764331371,0.451659935774034
"186",254,"EPC","EPC","EPC","EPC",24.48,"Male",36,190,33,16,85,25,58,34,24,74,51,84,41.33,21.67,-1.93422119954928,"right",-0.897249038575669,-0.394989124686561,-1.42530047493406,-1.25547795703912,-1.29397563816855,-1.6968831853185,-1.05223057979554,-1.0539424222927,-1.08064741389013,-1.08026951836234,-1.81468884048567,-1.71474684468931,-0.80306721406824,4.72121718377088,-0.318871104527682,-1.45956953957628,-1.22582759315987,-1.00536075995587,-1.93614772494477,-1.03619686335791,-1.01350691009309,-0.911475145918582,-0.7161177499027,-1.872582157502,-1.78085818457751,-0.80996815828749
"187",255,"NSC","NSC","UPC","NSC",24.75,"Female",48,215,40,24,109,24,74,39,29,86,54,125.33,62.67,33.07,-0.240083647100467,"right",0.607158194937523,0.914700128557153,0.669363476148038,0.286922352969609,-1.48718177037573,0.954666834177817,0.0825807554130022,0.437168998918181,0.102910410238195,0.0669387761394801,0.201642706279889,-0.542550735768896,0.655012918250952,4.99121718377088,0.899346666239299,0.684791480527042,0.243416418617954,-1.30002336929395,0.881897046904666,0.149162438458199,0.498189656761408,0.258507648896888,0.268336465450779,0.239358797575558,-0.462406577807399,0.58234164542029
"188",256,"NSC","NSC","UPC","NSC",21.3,"Male",NA,222,43,24,114,30,75,41,28,88,55,128,74.67,27,0.687402005425676,"right",1.22253676238143,NA,0.669363476148038,0.581834819032337,0.408983417827933,1.22470370101385,0.592740323391485,0.0983610789803018,0.36117784864502,0.640938222376512,0.347005350901697,0.228178842247601,-0.0712171377387439,1.54121718377088,NA,0.684791480527042,0.549508921071668,0.467952286734519,1.05802484514526,0.623306159184644,0.195850343390509,0.453504781366133,0.596487870568606,0.375794373429831,0.278990764331371,-0.159002258834642
"189",258,"NSC","NSC","EAC","EAC",22.31,"Male",48,218,44,21,109,31,74,42,30,93,53,130.67,80,23.67,0.923276617630618,"right",1.09710676103517,0.914700128557153,-0.257555094141849,0.286922352969609,0.951822372174088,0.954666834177817,0.86012317590078,0.797492858018725,1.09711603347462,-0.399230700666065,0.494098511034332,0.594124078187342,-0.516021121148612,2.55121718377088,0.899346666239299,-0.119343902011703,0.243416418617954,0.762614896072597,0.881897046904666,0.860378019547866,0.800528970132307,0.940997612539245,-0.0598149396670472,0.512229949284103,0.608294750464675,-0.56570328044402
"190",260,"EAC","EAC","EAC","EAC",22.83,"Male",NA,203,39,18,96,24,61,37,27,91,48,110.67,45.33,20.33,-1.47633228057822,"right",0.0223649331825021,NA,-1.01203081214324,-0.519954185053878,-1.48718177037573,-1.38915182077876,-0.395186268563264,-0.21954000549557,0.786592216628896,-1.67397210897167,-0.564937404044854,-1.51587049547013,-1.00512485126646,3.07121718377088,NA,-0.923479284550448,-0.552424087761703,-1.30002336929395,-1.407764330223,-0.324981282268246,-0.106488969980391,0.74600048007,-1.70057196525618,-0.50975938295764,-1.53372573719792,-0.973625626442616
"191",261,"UPC","UPC","UPC","UPC",24.88,"Female",24,206,35,20,94,29,69,35,28,79,55,109.33,53.33,28.67,-0.567924144862406,"right",-0.208307493720558,-1.48780907468548,-0.527612998317522,-0.649785432017812,-0.0546451861840314,-0.179170573938824,-0.841074874503874,0.0983610789803018,-0.657479355324975,0.640938222376512,-0.632283812887123,-1.08851912504257,0.138438657100664,5.12121718377088,-1.53708887529466,-0.387389029524618,-0.674861088743189,0.173289677396441,0.00125805570171771,-0.799125002994691,0.195850343390509,-0.42398231474547,0.596487870568606,-0.578232668217837,-1.03946084243874,0.0449589141646559
"192",262,"EAC","EAC","NSC","NSC",18.26,"Male",52,205,39,20,102,26,65,37,28,84,55,125.33,53.33,25.33,-0.830041811572178,"right",0.0964266624933469,1.39464996882066,-0.527612998317522,-0.139908905473481,-1.06079832772832,-0.863871399597716,-0.395186268563264,0.0983610789803018,-0.136299434816816,0.640938222376512,0.201642706279889,-1.08851912504257,-0.289521707740286,-1.49878281622912,1.30541925649496,-0.387389029524618,-0.185113084817246,-0.710698150617793,-0.703253137260641,-0.324981282268246,0.195850343390509,0.0635105164276427,0.596487870568606,0.239358797575558,-1.03946084243874,-0.36296343183394
"193",263,"EPC","EPC","EPC","EPC",16.51,"Male",31,178,31,18,89,30,63,38,23,62,55,108,45.33,16.33,-0.871747997301579,"right",-1.34338679128292,-0.878620929163059,-1.01203081214324,-0.981769009080224,0.408983417827933,-1.14444029872323,-0.160320117218132,-1.29437370385504,-1.77589027958865,0.640938222376512,-0.698666796257916,-1.51587049547013,-1.66474248049574,-3.24878281622912,-0.826461842347258,-0.923479284550448,-0.980953591196903,0.467952286734519,-1.05550873374182,-0.0879094219050235,-1.31584622346399,-2.08145794073405,0.596487870568606,-0.646194958811913,-1.53372573719792,-1.46215538212956
"194",264,"EPC","EPC","EPC","EPC",16.51,"Male",32,169,34,21,98,24,62,35,24,68,55,101.33,56,18.67,-1.40098073433537,"right",-1.24224963977287,-0.785005929962515,-0.257555094141849,-0.3917318029077,-1.48718177037573,-1.2710440630342,-0.841074874503874,-1.0539424222927,-1.47827710615693,0.640938222376512,-1.02456928655305,-0.937472929994822,-1.26773227869844,-3.24878281622912,-0.724943694783343,-0.119343902011703,-0.429987086780217,-1.30002336929395,-1.23163653198241,-0.799125002994691,-1.01350691009309,-1.49646654332632,0.596487870568606,-0.987028401114534,-0.874499933812866,-1.1763654750527
"195",265,"UPC","UPC","UPC","UPC",18.85,"Male",40,201,43,25,120,30,73,29,23,86,55,120,88.5,30,0.69449508331287,"right",0.29470964731473,0.0189986240229878,1.01868139115073,0.925669577100933,0.408983417827933,0.6999360661747,-1.99290751015998,-1.29437370385504,0.102910410238195,0.640938222376512,-0.0833002926066038,1.20634508707832,0.299762008195389,-0.908782816229117,0.0872014857279783,0.952836608039957,0.916819924016126,0.467952286734519,0.705769248664076,-2.22155616517402,-1.31584622346399,0.258507648896888,0.596487870568606,-0.0330013594668667,1.1334512011463,0.207395057930563
"196",266,"NSC","NSC","EPC","EPC",24.96,"Male",29,164,30,21,90,28,62,36,25,67,50,89.33,50.67,19,-1.33898004832287,"right",-1.65673190940617,-1.06103343653189,-0.257555094141849,-0.914496439016871,-0.448546366580239,-1.2710440630342,-0.622082519145794,-0.795074325874776,-1.53428016461165,-1.32413455511096,-1.58063350523653,-1.23487238321514,-1.21436405502429,5.20121718377088,-1.02949813747509,-0.119343902011703,-0.91973509070616,-0.121372931941637,-1.23163653198241,-0.562053142631468,-0.711167596722189,-1.59396510956094,-1.04426915502053,-1.60022200045958,-1.20380391994617,-1.13606177020852
"197",267,"UPC","UPC","UPC","UPC",17.41,"Male",40,206,42,22,110,24,65,35,30,79,53,126.67,58.67,25.33,-0.844038296847168,"right",0.392045532272734,0.0189986240229878,0.0316697425533037,0.346543552258461,-1.48718177037573,-0.863871399597716,-0.841074874503874,0.797492858018725,-0.657479355324975,-0.399230700666065,0.274378970813372,-0.782361527364638,-0.289521707740286,-2.34878281622912,0.0872014857279783,0.148701225501212,0.304634919108697,-1.30002336929395,-0.703253137260641,-0.799125002994691,0.800528970132307,-0.42398231474547,-0.0598149396670472,0.307832082835755,-0.70953902518699,-0.36296343183394
"198",268,"NSC","NSC","NSC","NSC",20.26,"Female",46,214,48,24,125,32,76,41,29,89,56,168.65,96.67,37.22,2.35895545932967,"right",1.24640665850201,0.682597696519674,0.669363476148038,1.20440217147591,1.58428105882695,1.51074668234039,0.592740323391485,0.437168998918181,0.497781445098861,1.34508990488873,2.7657400708167,1.82676323029897,1.10229898377685,0.501217183770883,0.696310371111469,0.684791480527042,1.22291242646984,1.05727750541068,1.23415264338584,0.623306159184644,0.498189656761408,0.551003347600755,0.924639275686433,2.45298769121117,1.63821922491912,1.08919126694549
"199",269,"EPC","EPC","NSC","NSC",19.26,"Male",32,194,30,18,86,24,63,37,25,78,51,102.67,61.33,19.67,-1.24889406382158,"left",-1.04307866082028,-0.785005929962515,-1.01203081214324,-1.18634101498345,-1.48718177037573,-1.14444029872323,-0.395186268563264,-0.795074325874776,-0.749498595352974,-1.08026951836234,-0.960042418030742,-0.623867985804019,-1.10781783713631,-0.498782816229117,-0.724943694783343,-0.923479284550448,-1.16460909266913,-1.30002336929395,-1.05550873374182,-0.324981282268246,-0.711167596722189,-0.521480880980092,-0.7161177499027,-0.918555115854337,-0.545195947679562,-1.05423303613096
"200",270,"EAC","EAC","NSC","NSC",22.67,"Female",42,216,43,24,114,31,76,43,31,91,56,133.33,82.67,21.33,1.19399036651419,"left",0.912356615835092,0.234637283922601,0.669363476148038,0.581834819032337,0.951822372174088,1.51074668234039,1.13578914998184,1.17993866161485,0.786592216628896,1.34508990488873,0.642346551888406,0.782695352417139,-0.85355288574366,2.91121718377088,0.290237780855809,0.684791480527042,0.549508921071668,0.762614896072597,1.23415264338584,1.09744987991109,1.10286828350321,0.74600048007,0.924639275686433,0.648154530472256,0.773255659090551,-0.85149318752088
"201",271,"NSC","NSC","EAC","EAC",24.56,"Male",41,221,42,24,112,29,75,43,29,93,55,124,77.33,35.49,0.537585465020102,"right",1.08227342051754,0.126110735883901,0.669363476148038,0.46481879274892,-0.0546451861840314,1.22470370101385,1.13578914998184,0.437168998918181,1.09711603347462,0.640938222376512,0.129884124090036,0.409043802799406,0.920047357889611,4.80121718377088,0.188719633291893,0.684791480527042,0.427071920090183,0.173289677396441,1.05802484514526,1.09744987991109,0.498189656761408,0.940997612539245,0.596487870568606,0.171396506981482,0.443333841838798,0.87790214761089
"202",273,"NSC","NSC","UGC","UGC",23.02,"Female",49,214,46,23,117,29,75,44,31,94,55,134.67,81.82,36.98,0.810345242690885,"right",1.07487722250392,1.03273722599909,0.340499645878137,0.755073884055869,-0.0546451861840314,1.22470370101385,1.41979784066822,1.17993866161485,1.26086842955686,0.640938222376512,0.717668166393816,0.722287526464237,1.07735388767863,3.26121718377088,1.00086481380321,0.416746353014127,0.733164422543897,0.173289677396441,1.05802484514526,1.33452174027431,1.10286828350321,1.03849617877387,0.596487870568606,0.716627815732451,0.720740014022388,1.05987948160427
"203",274,"UPC","UPC","UPC","UPC",21.66,"Female",34,206,40,21,102,30,68,36,28,70,54,126.67,69.33,31,0.0751677711677605,"right",0.22051609627465,-0.593068198170423,-0.257555094141849,-0.139908905473481,0.408983417827933,-0.367120892959059,-0.622082519145794,0.0983610789803018,-1.35785742845381,0.0669387761394801,0.274378970813372,-0.124081406821314,0.417996138135394,1.90121718377088,-0.521907399655513,-0.119343902011703,-0.185113084817246,0.467952286734519,-0.174869742538872,-0.562053142631468,0.195850343390509,-1.30146941085707,0.268336465450779,0.307832082835755,-0.0509310529203821,0.329527496852299
"204",276,"NSC","NSC","NSC","NSC",20.78,"Male",57,220,47,26,129,31,75,42,30,92,52,160,100.54,25.33,2.00326212016236,"right",1.45774436028506,2.02318502893815,1.38886536093685,1.42260837766821,0.951822372174088,1.22470370101385,0.86012317590078,0.797492858018725,0.939070876238383,-0.776371583828048,2.21981126544354,2.13123503304343,-0.289521707740286,1.02121718377088,1.81300999431454,1.22088173555287,1.46778642843281,0.762614896072597,1.05802484514526,0.860378019547866,0.800528970132307,0.843499046304623,-0.387966344784874,2.01097730501662,1.87731986775887,-0.36296343183394
"205",277,"NSC","UPC","UPC","UPC",18.94,"Male",44,207,44,17,104,31,69,35,25,91,53,145.71,105.88,38.8,1.43799898207394,"right",0.602783202311964,0.455874706473175,-1.22731948719366,-0.0162124880709243,0.951822372174088,-0.179170573938824,-0.841074874503874,-0.795074325874776,0.786592216628896,-0.399230700666065,1.35430141336766,2.56225564694874,1.26392886749001,-0.818782816229117,0.493274075983639,-1.19152441206336,-0.0626760838357602,0.762614896072597,0.00125805570171771,-0.799125002994691,-0.711167596722189,0.74600048007,-0.0598149396670472,1.28076592712989,2.20724168501062,1.28216052044183
"206",278,"UPC","UPC","UPC","UPC",22.11,"Male",54,217,47,27,134,31,75,37,29,96,56,138.67,83.18,39.2,1.21072670524299,"right",1.30437266821343,1.64231450665315,1.78031963366276,1.68973105145232,0.951822372174088,1.22470370101385,-0.395186268563264,0.437168998918181,1.60606797315974,1.34508990488873,0.945038897960902,0.81910759515876,1.30415626067726,2.35121718377088,1.50845555162279,1.48892686306579,1.77387893088653,0.762614896072597,1.05802484514526,-0.324981282268246,0.498189656761408,1.23349331124311,0.924639275686433,0.9210256821808,0.804765046131449,1.33101349601053
"207",280,"NSC","NSC","NSC","NSC",22.8,"Female",48,215,42,26,120,31,74,41,28,83,56,134.67,98.92,34.59,1.41777483805547,"right",0.778687630935606,0.914700128557153,1.38886536093685,0.925669577100933,0.951822372174088,0.954666834177817,0.592740323391485,0.0983610789803018,-0.249073685432781,1.34508990488873,0.717668166393816,2.00296611037267,0.822912092489243,3.04121718377088,0.899346666239299,1.22088173555287,0.916819924016126,0.762614896072597,0.881897046904666,0.623306159184644,0.195850343390509,-0.0339880498069798,0.924639275686433,0.716627815732451,1.77723122657014,0.767982952581328
"208",281,"UGC","UGC","UGC","UGC",20.97,"Female",42,219,48,23,123,31,72,45,29,95,55,109.33,70.67,39.73,0.245134769904985,"right",1.49128332697935,0.234637283922601,0.340499645878137,1.09372630487803,0.951822372174088,0.459833213798869,1.71220791790996,0.437168998918181,1.43047081828096,0.640938222376512,-0.632283812887123,-0.0370630242572242,1.35704215391228,1.21121718377088,0.290237780855809,0.416746353014127,1.10047542548835,0.762614896072597,0.529641450423487,1.57159360063753,0.498189656761408,1.13599474500849,0.596487870568606,-0.578232668217837,0.0318583169517808,1.39574368863905
"209",282,"NSC","NSC","NSC","NSC",19.58,"Male",48,212,44,25,122,31,71,42,29,83,56,117.33,70.67,24,0.297647325970249,"left",0.812643596051788,0.914700128557153,1.01868139115073,1.03798333319969,0.951822372174088,0.233701526615042,0.86012317590078,0.437168998918181,-0.249073685432781,1.34508990488873,-0.223382722537249,-0.0370630242572242,-0.470189910255278,-0.17878281622912,0.899346666239299,0.952836608039957,1.03925692499761,0.762614896072597,0.353513652182897,0.860378019547866,0.498189656761408,-0.0339880498069798,0.924639275686433,-0.169436935321139,0.0318583169517808,-0.525399575599847
"210",284,"NSC","NSC","NSC","NSC",23.42,"Male",49,212,45,25,121,31,74,41,26,87,53,133.33,81.33,30,0.996604019277925,"right",0.89840831405083,1.03273722599909,1.01868139115073,0.981965631498564,0.951822372174088,0.954666834177817,0.592740323391485,-0.51714658018286,0.229597766107407,-0.399230700666065,0.642346551888406,0.687623310654085,0.299762008195389,3.66121718377088,1.00086481380321,0.952836608039957,0.978038424506869,0.762614896072597,0.881897046904666,0.623306159184644,-0.40882828335129,0.35600621513151,-0.0598149396670472,0.648154530472256,0.690466289218388,0.207395057930563
"211",288,"NSC","NSC","NSC","EAC",20.02,"Female",40,203,43,23,111,32,74,40,26,82,56,134.67,76,26,1.097251186832,"right",0.365423805178669,0.0189986240229878,0.340499645878137,0.405840822586838,1.58428105882695,0.954666834177817,0.333580035710489,-0.51714658018286,-0.357458747445781,1.34508990488873,0.717668166393816,0.318168621726055,-0.20084278571085,0.261217183770881,0.0872014857279783,0.416746353014127,0.36585341959944,1.05727750541068,0.881897046904666,0.386234298821421,-0.40882828335129,-0.131486616041602,0.924639275686433,0.716627815732451,0.361162303085085,-0.281134697756377
"212",294,"NSC","NSC","NSC","NSC",23.06,"Female",46,221,50,27,144,30,76,44,30,NA,NA,118.67,70.67,32.67,0.543599276665863,"right",1.76839116450988,0.682597696519674,1.78031963366276,2.20655837280635,0.408983417827933,1.51074668234039,1.41979784066822,0.797492858018725,NA,NA,-0.153302559075424,-0.0370630242572242,0.60998839828805,3.30121718377088,0.696310371111469,1.48892686306579,2.38606393579395,0.467952286734519,1.23415264338584,1.33452174027431,0.800528970132307,NA,NA,-0.100963650060943,0.0318583169517808,0.533488669851596
"213",295,"EPC","EPC","EPC","EPC",17.94,"Female",22,177,33,16,86,21,62,33,22,61,47,112,50.67,25,-1.45412509031743,"right",-1.19112917680342,-1.64622679645631,-1.42530047493406,-1.18634101498345,-1.88046564378137,-1.2710440630342,-1.25561817852385,-1.51699482892275,-1.81714398262689,-1.79668019246372,-0.497635104660698,-1.23487238321514,-0.333761924408226,-1.81878281622912,-1.74012517042249,-1.45956953957628,-1.16460909266913,-2.18401119730818,-1.23163653198241,-1.27326872372114,-1.61818553683489,-2.17895650696867,-2.02872337037401,-0.441797092363564,-1.20380391994617,-0.403267136678112
"214",1002,"NSC","UGC","EAC","NSC",18.92,"Male",54,223,50,28,149,30,75,44,30,NA,54,137.3333333,77.33333333,NA,0.900788209788471,"right",1.87855369555424,1.64231450665315,2.19344115877033,2.45690450419184,0.408983417827933,1.22470370101385,1.41979784066822,0.797492858018725,NA,0.0669387761394801,0.868639252666189,0.409272666701817,NA,-0.838782816229116,1.50845555162279,1.7569719905787,2.69215643824767,0.467952286734519,1.05802484514526,1.33452174027431,0.800528970132307,NA,0.268336465450779,0.852722726772661,0.443539785339004,NA
"215",1003,"NSC","NSC","EAC","EAC",20.17,"Male",34,210,38,21,104,30,68,40,31,84,54,129.3333333,70.66666667,34.39,0.1454861319502,"right",0.211281489609919,-0.593068198170423,-0.257555094141849,-0.0162124880709243,0.408983417827933,-0.367120892959059,0.333580035710489,1.17993866161485,-0.136299434816816,0.0669387761394801,0.420244751388851,-0.0372806410752919,0.801101105035861,0.411217183770884,-0.521907399655513,-0.119343902011703,-0.0626760838357602,0.467952286734519,-0.174869742538872,0.386234298821421,1.10286828350321,0.0635105164276427,0.268336465450779,0.443926993875964,0.0316523734515746,0.743556464796981
"216",1004,"EPC","EPC","EPC","EPC",17.25,"Male",31,180,32,24,95,27,65,35,21,81,51,85.33333333,42.66666667,NA,-1.48899222534908,"right",-1.21752356177886,-0.878620929163059,0.669363476148038,-0.584665350746804,-0.78133227313127,-0.863871399597716,-0.841074874503874,-1.72243646430137,-0.461575640655752,-1.08026951836234,-1.75690323623916,-1.64942325513097,NA,-2.50878281622912,-0.826461842347258,0.684791480527042,-0.613642588252446,-0.416035541279715,-0.703253137260641,-0.799125002994691,-1.92052485020579,-0.228985182276225,-0.7161177499027,-1.80444953552289,-1.69827475820556,NA
"217",1005,"UPC","UPC","UPC","UPC",17.83,"Male",33,202,41,25,108,28,60,35,27,79,49,133.3333333,66.66666667,30.33,-0.467877410194187,"right",0.158126444244163,-0.689814688382933,1.01868139115073,0.226972486014179,-0.448546366580239,-1.49921034787061,-0.841074874503874,-0.21954000549557,-0.657479355324975,-1.51898363956198,0.642533386498272,-0.294252962419461,0.339061149001315,-1.92878281622912,-0.623425547219428,0.952836608039957,0.182197918127211,-0.121372931941637,-1.58389212846359,-0.799125002994691,-0.106488969980391,-0.42398231474547,-1.37242056013835,0.648324860324313,-0.215480073928016,0.247698762774736
"218",1007,"UGC","UGC","NSC","NSC",22.92,"Male",57,191,38,22,101,31,70,39,22,64,49,109.3333333,61.33333333,NA,-0.0653052178621352,"right",-0.441574340287485,2.02318502893815,0.0316697425533037,-0.202302169006719,0.951822372174088,0.0209052893051829,0.0825807554130022,-1.51699482892275,-1.68657179860702,-1.51898363956198,-0.632116863394078,-0.623666922499006,NA,3.16121718377088,1.81300999431454,0.148701225501212,-0.246331585307989,0.762614896072597,0.177385853942307,0.149162438458199,-1.61818553683489,-1.88646080826481,-1.37242056013835,-0.578062338365778,-0.544990004179356,NA
"219",1010,"UGC","UGC","UGC","UGC",23.5,"Male",43,214,46,24,115,31,72,44,29,92,48,117.3333333,82.66666667,NA,0.614122614065816,"right",1.07487722250392,0.344563399400807,0.669363476148038,0.639881613957736,0.951822372174088,0.459833213798869,1.41979784066822,0.437168998918181,0.939070876238383,-1.67397210897167,-0.223208955746059,0.78245777687442,NA,3.74121718377088,0.391755928419724,0.684791480527042,0.610727421562411,0.762614896072597,0.529641450423487,1.33452174027431,0.498189656761408,0.843499046304623,-1.70057196525618,-0.169266605469081,0.773049715590345,NA
"220",1011,"NSC","NSC","NSC","NSC",25.08,"Male",53,219,47,21,104,30,75,41,27,76,56,116,78.66666667,NA,0.578017365849743,"left",1.40551860898031,1.51785050002062,-0.257555094141849,-0.0162124880709243,0.408983417827933,1.22470370101385,0.592740323391485,-0.21954000549557,-0.922238574124271,1.34508990488873,-0.292492669506716,0.501259964177463,NA,5.32121718377088,1.40693740405888,-0.119343902011703,-0.0626760838357602,0.467952286734519,1.05802484514526,0.623306159184644,-0.106488969980391,-0.716478013449337,0.924639275686433,-0.237399225915215,0.525917268210755,NA
"221",1012,"NSC","NSC","EAC","NSC",25,"Male",44,224,49,25,133,30,75,44,29,92,56,136,76,NA,0.850092778850785,"right",1.84963771451136,0.455874706473175,1.01868139115073,1.63679126014217,0.408983417827933,1.22470370101385,1.41979784066822,0.437168998918181,0.939070876238383,1.34508990488873,0.792849479679329,0.318168621726055,NA,5.24121718377088,0.493274075983639,0.952836608039957,1.71266043039578,0.467952286734519,1.05802484514526,1.33452174027431,0.498189656761408,0.843499046304623,0.924639275686433,0.784590106326528,0.361162303085085,NA
"222",1013,"NSC","NSC","NSC","NSC",21.67,"Female",41,192,37,25,105,29,73,40,29,88,46,133.3333333,76,NA,0.506033318615946,"right",-0.499819981894441,0.126110735883901,1.01868139115073,0.0451017657612659,-0.0546451861840314,0.6999360661747,0.333580035710489,0.437168998918181,0.36117784864502,-1.89335990205065,0.642533386498272,0.318168621726055,NA,1.91121718377088,0.188719633291893,0.952836608039957,-0.00145758334501736,0.173289677396441,0.705769248664076,0.386234298821421,0.498189656761408,0.453504781366133,-2.35687477549183,0.648324860324313,0.361162303085085,NA
"223",1014,"NSC","NSC","NSC","NSC",21.17,"Male",44,216,43,25,128,31,71,43,31,91,47,122.6666667,78.66666667,NA,0.544619950112518,"right",0.912356615835092,0.455874706473175,1.01868139115073,1.36844181263884,0.951822372174088,0.233701526615042,1.13578914998184,1.17993866161485,0.786592216628896,-1.79668019246372,0.0583825555611816,0.501259964177463,NA,1.41121718377088,0.493274075983639,0.952836608039957,1.40656792794207,0.762614896072597,0.353513652182897,1.09744987991109,1.10286828350321,0.74600048007,-2.02872337037401,0.103263886535348,0.525917268210755,NA
"224",1016,"NSC","NSC","EAC","EAC",21.33,"Female",43,214,48,27,133,31,74,42,28,87,56,138.6666667,78.66666667,NA,1.03263337890117,"right",1.24640665850201,0.344563399400807,1.78031963366276,1.63679126014217,0.951822372174088,0.954666834177817,0.86012317590078,0.0983610789803018,0.229597766107407,1.34508990488873,0.944847854977852,0.501259964177463,NA,1.57121718377088,0.391755928419724,1.48892686306579,1.71266043039578,0.762614896072597,0.881897046904666,0.860378019547866,0.195850343390509,0.35600621513151,0.924639275686433,0.920855352328743,0.525917268210755,NA
"225",1018,"NSC","NSC","UGC","NSC",23.83,"Female",39,212,45,22,132,28,75,43,30,95,52,138.6666667,78.66666667,NA,0.694805704498858,"right",0.89840831405083,-0.0866836607712414,0.0316697425533037,1.58361202158228,-0.448546366580239,1.22470370101385,1.13578914998184,0.797492858018725,1.43047081828096,-0.776371583828048,0.944847854977852,0.501259964177463,NA,4.07121718377088,-0.0143166618359369,0.148701225501212,1.65144192990504,-0.121372931941637,1.05802484514526,1.09744987991109,0.800528970132307,1.13599474500849,-0.387966344784874,0.920855352328743,0.525917268210755,NA
"226",1020,"EPC","EPC","EPC","NSC",18.08,"Male",31,191,34,20,93,22,61,34,21,68,51,121.3333333,48,NA,-1.35717526227329,"right",-0.784633212283652,-0.878620929163059,-0.527612998317522,-0.715321358423915,-1.77567614423077,-1.38915182077876,-1.05223057979554,-1.72243646430137,-1.47827710615693,-1.08026951836234,-0.012679601794032,-1.37754174593416,NA,-1.67878281622912,-0.826461842347258,-0.387389029524618,-0.736079589233932,-1.88934858797011,-1.407764330223,-1.03619686335791,-1.92052485020579,-1.49646654332632,-0.7161177499027,0.0351312609792677,-1.36876482857205,NA
"227",1022,"UPC","UPC","UPC","UPC",21.33,"Female",43,200,40,22,115,31,68,36,28,88,55,136,66.66666667,NA,0.343886038408941,"left",0.00327600383207767,0.344563399400807,0.0316697425533037,0.639881613957736,0.951822372174088,-0.367120892959059,-0.622082519145794,0.0983610789803018,0.36117784864502,0.640938222376512,0.792849479679329,-0.294252962419461,NA,1.57121718377088,0.391755928419724,0.148701225501212,0.610727421562411,0.762614896072597,-0.174869742538872,-0.562053142631468,0.195850343390509,0.453504781366133,0.596487870568606,0.784590106326528,-0.215480073928016,NA
