"","SubjectID","composite1","handedness"
"183",235,-0.0649302274138869,"left"
"184",236,-0.767268689242249,"right"
"185",237,1.57233889095772,"right"
"186",238,1.5176796685953,"left"
"187",239,1.19844878301959,"right"
"188",240,-0.377562641431912,"right"
"189",241,0.477761449359108,"right"
"190",242,-0.334363871845064,"right"
"191",243,-0.177616175396489,"right"
"192",244,-2.43871302407258,"right"
"193",245,0.903058253071729,"right"
"194",247,1.19239195434891,"right"
"195",248,-1.11793952884506,"right"
"196",249,-2.11410641543913,"right"
"197",250,1.32099430961257,"right"
"198",251,-0.773440042635506,"left"
"199",252,-1.53826541616628,"right"
"200",253,0.454668601049623,"right"
"201",254,-1.93422119954928,"right"
"202",255,-0.240083647100467,"right"
"203",256,0.687402005425676,"right"
"204",258,0.923276617630618,"right"
"205",260,-1.47633228057822,"right"
"206",261,-0.567924144862406,"right"
"207",262,-0.830041811572178,"right"
"208",263,-0.871747997301579,"right"
"209",264,-1.40098073433537,"right"
"210",265,0.69449508331287,"right"
"211",266,-1.33898004832287,"right"
"212",267,-0.844038296847168,"right"
"213",268,2.35895545932967,"right"
"214",269,-1.24889406382158,"left"
"215",270,1.19399036651419,"left"
"216",271,0.537585465020102,"right"
"217",273,0.810345242690885,"right"
"218",274,0.0751677711677605,"right"
"219",275,-0.00906023607282773,"right"
"220",276,2.00326212016236,"right"
"221",277,1.43799898207394,"right"
"222",278,1.21072670524299,"right"
"223",280,1.41777483805547,"right"
"224",281,0.245134769904985,"right"
"225",282,0.297647325970249,"left"
"226",284,0.996604019277925,"right"
"227",286,0.0302452970471455,"right"
"228",287,0.556419631068727,"right"
"229",288,1.097251186832,"right"
"230",292,-0.139454720038121,"right"
"231",294,0.543599276665863,"right"
"232",295,-1.45412509031743,"right"
"233",1000,-0.587751020230836,NA
"234",1001,-2.20286370082765,NA
"235",1002,0.900788209788471,"right"
"236",1003,0.1454861319502,"right"
"237",1004,-1.48899222534908,"right"
"238",1005,-0.467877410194187,"right"
"239",1006,-2.84230805369659,NA
"240",1007,-0.0653052178621352,"right"
"241",1010,0.614122614065816,"right"
"242",1011,0.578017365849743,"left"
"243",1012,0.850092778850785,"right"
"244",1013,0.506033318615946,"right"
"245",1014,0.544619950112518,"right"
"246",1016,1.03263337890117,"right"
"247",1018,0.694805704498858,"right"
"248",1020,-1.35717526227329,"right"
"249",1022,0.343886038408941,"left"
"250",1024,0.269923527840105,"right"
"251",1027,0.841674938458815,"right"
"252",1028,1.19958256647798,"right"
"253",1029,0.360396378940561,"right"
"254",1031,0.886589054639421,"right"
"255",1034,-0.247746348512001,"right"
"256",1035,-0.674191892874005,"left"
"257",1036,1.09505219100882,"right"
"258",1038,0.239447220491391,"right"
"259",1040,-0.720825074104981,"left"
"260",1042,0.352439639760663,NA
"261",1043,0.925559872168499,"right"
"262",1044,0.352486845842291,NA
"263",1046,0.398557715620047,"right"
"264",1048,0.489316930905077,"right"
"265",1050,1.14262869071285,"right"
"266",1054,-1.80596635724076,"right"
"267",1057,-1.44796472680791,"right"
"268",1058,-0.626977320929764,"right"
"269",1059,-1.73966147317406,"right"
"270",1061,0.676661971984927,"right"
"271",1068,-1.53523783928248,"right"
"272",1069,-1.46501171122448,NA
"273",1073,1.32640734752748,"right"
"274",1074,1.03863326622282,"right"
"275",1077,0.67568687908924,NA
"276",1081,1.08988381958407,NA
"277",1082,-0.181779893792981,NA
"278",1083,-0.106054656532572,"right"
"279",1084,-1.0186413128493,NA
"280",1085,-0.759143818890733,"right"
"281",1087,-1.84783621061377,"right"
"282",1088,-0.120317144307369,"left"
"283",1091,-0.920732984342286,NA
"284",1092,-0.943215489584763,NA
"285",1093,1.04735200992415,"left"
"286",1094,0.944055505871968,NA
"287",1095,-1.20654656083762,"right"
"288",1096,-0.480076818515377,"left"
"289",1097,0.391787372975013,"right"
"290",1098,0.8800998488312,"left"
"291",1099,-1.07340293434847,NA
"292",1101,-0.231515393627188,"right"
"293",1102,1.01082828570207,"right"
"294",1103,-0.349980960091998,NA
"295",1104,-2.91824975432992,NA
"296",1106,-0.985648346758462,"right"
"297",1108,-0.167846060151048,"left"
"298",1109,-0.87894958074591,NA
"299",1113,-0.518325859542013,"right"
"300",1118,1.1791139464445,"right"
"301",1119,-1.23954097001761,NA
"302",1120,0.0411030824601159,"right"
"303",1124,-1.56295028145888,NA
"304",1125,-1.80200568883762,NA
"305",1126,1.41784337507845,NA
"306",1127,0.372570341536885,NA
"307",1128,-0.255108135497973,NA
"308",1129,-0.352674529519177,"right"
"309",1132,-1.6064515583067,NA
"310",1133,-0.821745626097227,NA
"311",1140,0.470825628648266,NA
"312",1141,0.983295521180717,NA
"313",1142,-0.823322418054639,"right"
"314",1146,0.984863483921399,"right"
"315",1147,1.19958256647798,"right"
"316",1150,-0.704233889759572,"left"
"317",1152,0.951920231952157,"left"
"318",1153,-1.18498052722772,"left"
"319",1154,-2.48842615639869,"right"
"320",1157,1.38896840761201,"right"
"321",1160,-2.16445697169207,"right"
"322",1161,-0.0254853523583965,"right"
"323",1163,-0.64966490131056,"right"
"324",1164,-0.681499539587934,NA
"325",1165,-0.0935458976510553,NA
"326",1167,0.920715972961339,"left"
"327",1168,-1.22924264205057,"right"
"328",1169,1.13193375170946,"right"
"329",1171,-0.971166290010391,NA
"330",1174,-0.139430148187412,"right"
"331",1175,0.622515129690567,"right"
"332",1176,-0.541065750905126,"right"
"333",1178,-0.741341222551874,NA
"334",1179,0.640203080659487,"right"
"335",1180,-0.249051911470593,"left"
"336",1182,0.551643151485708,NA
"337",1183,0.414214199851274,NA
"338",1184,-0.925401631359303,"right"
"339",1185,1.03876252224763,"right"
"340",1186,0.57760768896367,"right"
"341",1187,0.228631226119282,"right"
"342",1188,-1.25359539377999,"right"
"343",1189,0.566403068226825,"left"
"344",1190,-0.339585970803222,NA
"345",1191,-1.53121150337183,NA
"346",1193,1.15253737339245,NA
"347",1197,-1.12499463155942,"right"
"348",1198,-1.12461357832269,NA
"349",1199,-1.46034074449984,NA
"350",1201,0.106542267683762,NA
"351",1202,-1.54602348937717,NA
"352",1203,-1.19379122544688,NA
"353",1204,-0.123424106544075,NA
"354",1205,0.573215479149532,NA
"355",1206,-0.981540991540382,NA
"356",1209,0.10697005658743,NA
"357",1210,-1.58963598386577,NA
"358",1211,-0.973825018631814,NA
"359",4001,-0.0639432849480595,"right"
"360",4002,2.49718322417357,"right"
"361",4003,0.403899750835424,"right"
"362",4004,-0.694625183195477,"right"
"363",4007,-0.346885586100938,"right"
"364",4009,0.727764049152376,"left"
"365",4010,-0.20834389166857,"right"
"366",4011,-0.215687441132684,"right"
"367",4012,-1.93266540524137,"right"
"368",4013,0.525081831240505,"right"
"369",4016,-0.386730526032332,"left"
"370",4021,1.81898296933005,"right"
"371",4022,0.0516170250728351,"right"
"372",4023,-1.27335266572249,"right"
"373",4024,1.63352476010832,"left"
"374",4025,-1.27328834925066,"right"
"375",4026,-1.43350694914162,"right"
"376",4030,0.649598018977132,"left"
"377",4035,-1.825330590765,"left"
"378",4036,-0.663987510562923,"right"
"379",4037,-0.563409874692846,"right"
"380",4038,3.19948059373967,"right"
"381",4039,1.17209929945373,"right"
"382",4040,1.05361058157805,"left"
"383",4041,0.508975726581714,NA
"384",4042,-1.02952875677577,NA
"385",4044,-0.347287868938154,"right"
"386",4045,-0.742192424042116,"left"
"387",4047,-0.685067303849132,"right"
"388",4048,0.28000248623684,NA
"389",4050,0.194315693508833,"right"
"390",4051,0.255704625646784,"right"
"391",4052,-0.326204652858342,"right"
"392",4053,-0.655916088904016,NA
"393",4054,-0.188616644184181,"right"
"394",4055,-0.108668543569917,"right"
"395",4056,-0.49194571934204,"right"
"396",4057,-0.290082525454016,"right"
"397",4059,-0.349458665963909,"right"
"398",4060,0.629082649552379,"right"
"399",4062,1.90424270018258,"right"
"400",4063,-0.948979220612699,"left"
"401",4064,-0.492485339062583,"right"
"402",4065,1.055094271993,"right"
"403",4068,0.0278073650094548,"right"
"404",4070,-0.782323472830997,"right"
"405",4071,0.293902765800473,"right"
"406",4075,-1.02919308307026,"right"
"407",4078,-1.09758530174677,"right"
"408",4081,1.1831199840405,"left"
"409",4083,-0.532563328153929,"right"
"410",4084,0.760513101452906,"right"
"411",4085,-1.41938671028663,"left"
"412",4090,0.0146550283569292,"right"
"413",4091,0.00895177542298578,"left"
"414",4092,0.532440416369193,"right"
"415",4093,0.580597294760056,"left"
"416",4095,0.143766576554673,NA
"417",4102,-0.86642266581185,"right"
"418",4104,0.907731270505682,"right"
"419",4106,0.405829817877968,"right"
"420",4107,-0.0550914653452352,"right"
"421",4108,0.718479315496661,"right"
"422",4109,-0.196283816599611,"right"
"423",4110,0.468304140535094,"right"
"424",4111,0.825266744490362,"right"
"425",4114,-0.850901633915593,"right"
"426",4119,0.120030232254822,"right"
"427",4121,-0.308061907470352,"left"
"428",4122,-0.00247169683089626,"right"
"429",4123,-0.836852396311919,"right"
"430",4124,-0.423278319374048,"right"
"431",4125,-0.443741072208788,"right"
"432",4126,0.898507048199694,"right"
"433",4128,0.428447956157595,"right"
"434",4130,-0.537934369594502,"left"
"435",4131,0.189392902922633,"right"
"436",4132,-0.432380444135357,"right"
"437",4134,-0.373109682330883,"right"
"438",4138,-0.671003709033203,NA
"439",4142,0.330063541148221,"right"
"440",4143,0.412343073004561,"right"
"441",4144,-0.203567470383865,"right"
"442",4148,0.293271395719261,"right"
"443",4151,-0.849892864102017,"right"
"444",4155,0.0159113193666142,"left"
"445",4156,-0.168167759861728,"right"
"446",4158,0.903954892375013,"right"
"447",4159,0.161316150217784,"right"
"448",4162,0.187673450300585,"right"
"449",4163,0.285802639864107,"right"
"450",4165,0.344016641217643,"right"
"451",4167,0.168459598565827,"left"
"452",4172,-0.503439671620216,"right"
"453",4173,0.697855068232485,"right"
"454",4174,-0.0533658411247118,"right"
"455",4178,-0.649816836427146,"left"
"456",4179,0.0682070744996286,"right"
"457",4180,-0.29460632739935,"left"
"458",4181,0.655714701993245,"right"
"459",4182,0.394857679614553,"right"
"460",4183,-0.516923899870272,"right"
"461",4184,1.26649515994171,"right"
