,SubjectID,cohort,age,gender,sspan.raw,ppvt.raw,wasi.vocab.raw,wasi.matr.raw,wasi.iq,wj3.watt.raw,wj3.wid.raw,wj3.rcomp.raw,wj3.oralcomp.raw,celf.rs.raw,celf.fs.raw,towre.w.ipm,towre.nw.ipm,wj3.rf.ipm,composite1,wasi.matr.tf,ppvt.tf,wj3.rcomp.tf,age.c,Pred,stdPred,resid,CI_group
127,201,a197,22.88,Female,20,191,35,16,88,25,66,38,25,89,54,106.67,62.67,21.67,-1.067801823,-1.35607372,-0.763701079,-0.121346107,3.024942966,-0.696151598,-0.896477596,0.574805491,UGC
128,202,a197,22.84,Female,37,176,36,20,95,20,58,29,23,73,52,109.33,28,11,-2.04427279,-0.479893109,-1.385884116,-1.982409255,2.984942966,-1.072131311,-1.366816513,-0.910277944,EPC
129,203,a197,20.92,Male,54,215,43,20,106,29,68,45,28,84,56,129.33,66.67,28.67,-0.156382281,-0.479893109,0.905268994,1.824372936,1.064942966,0.477953464,0.57229129,1.346419472,UGC
130,205,a197,17.07,Male,14,152,NA,8,NA,19,58,32,18,49,53,88,32,15.67,-2.317813974,-2.29801674,-1.957282011,-1.438202875,-2.785057034,-1.850618385,-2.340679611,0.41241551,EPC
131,207,a197,23.35,Female,46,220,47,29,140,30,76,43,31,88,56,147.52,93.02,44.89,1.429820168,2.761587075,1.392534331,1.221716636,3.494942966,1.494958994,1.844533552,-0.273242358,NSC
132,208,a197,23.51,Male,59,213,46,21,113,26,74,42,32,96,56,129.33,107.63,47.8,0.805352971,-0.210920598,0.725784687,0.934593585,3.654942966,0.608136482,0.735146194,0.326457103,NSC
133,209,a197,22.44,Female,32,197,40,22,104,27,67,37,27,89,54,113.33,64,27.67,-0.736252653,0.07936044,-0.435602776,-0.362666052,2.584942966,-0.269814696,-0.363143402,-0.092851356,EAC
134,212,a197,19.04,Female,51,224,50,23,130,32,76,44,29,93,56,129.33,101.67,39.73,1.67606404,0.391601268,1.824815785,1.518279674,-0.815057034,1.337608808,1.647693367,0.180670866,NSC
135,214,a197,20.63,Female,53,213,43,24,114,29,75,43,30,95,55,121.33,66.67,26.67,0.229808636,0.726444066,0.725784687,1.221716636,0.774942966,0.585465661,0.706785702,0.636250975,UGC
136,215,a197,22.35,Male,28,198,39,18,96,24,68,29,24,75,53,126.67,69.33,26.33,-0.590688752,-0.956566383,-0.375794034,-1.982409255,2.494942966,-0.362066738,-0.478547835,-1.620342517,UPC
137,216,a197,16.95,Female,30,204,40,20,104,31,69,35,29,85,52,109.33,77.33,28.33,0.102285897,-0.479893109,0.016678043,-0.818789783,-2.905057034,-0.113704086,-0.167853888,-0.705085697,UPC
138,217,a197,23.23,Male,27,176,35,17,89,25,61,37,17,79,54,120,61.33,18.67,-1.086425352,-1.165620368,-1.385884116,-0.362666052,3.374942966,-1.028325844,-1.312017237,0.665659791,EPC
139,218,a197,22.4,Female,51,217,45,22,113,32,73,42,29,92,55,138.67,77.73,34.24,1.058094648,0.07936044,1.093399475,0.934593585,2.544942966,0.869481705,1.062080932,0.06511188,EAC
140,219,a197,22.03,Male,55,201,38,25,109,30,71,38,29,90,55,108,61.33,23,-0.253377061,1.084522427,-0.186958519,-0.121346107,2.174942966,0.070981049,0.063181467,-0.192327156,NSC
141,220,a197,18.92,Male,42,216,40,25,115,30,71,41,30,87,54,129.33,72,40,0.275750352,1.084522427,0.99823297,0.656819093,-0.935057034,0.756654228,0.920937271,-0.099835135,EAC
142,221,a197,18.02,Male,48,216,48,19,121,29,74,40,30,88,54,121.33,69.33,32,0.188781689,-0.728217989,0.99823297,0.388300498,-1.835057034,0.468063921,0.55991978,-0.079763422,EAC
143,223,a197,19.03,Female,52,203,38,25,111,32,73,40,27,95,56,121.33,93.85,31,1.105590333,1.084522427,-0.052901166,0.388300498,-0.825057034,0.254112554,0.29227328,0.134187944,EAC
144,224,a197,21.88,Female,32,116,31,13,78,28,62,29,22,67,53,120,73.33,19.33,-0.572545824,-1.822962398,-2.279651934,-1.982409255,2.024942966,-1.61133817,-2.04134751,-0.371071085,EPC
145,227,a197,22.94,Female,44,202,29,24,94,24,68,40,24,73,52,114.67,64,28.67,-0.877689431,0.726444066,-0.120768691,0.388300498,3.084942966,-0.000432559,-0.026154734,0.388733058,NSC
146,228,a197,20.73,Female,34,193,30,24,96,29,69,43,28,76,56,117.33,64,32.33,-0.337834292,0.726444066,-0.659991859,1.221716636,0.874942966,-0.302540523,-0.404082393,1.524257159,UGC
147,229,a197,18.94,Female,58,225,48,26,140,32,75,43,30,96,56,156,90.73,41.41,1.799675048,1.466461809,1.93915502,1.221716636,-0.915057034,1.568920622,1.937057246,-0.347203986,NSC
148,230,a197,22.61,Male,43,199,39,24,108,31,72,36,24,80,54,124,52,20.33,0.077027523,0.726444066,-0.314438474,-0.595114078,2.754942966,0.005973244,-0.018141273,-0.601087322,UPC
149,231,a197,16.85,Female,47,194,38,20,101,28,68,37,25,80,54,124,58.67,28,-0.506524169,-0.479893109,-0.606060444,-0.362666052,-3.005057034,-0.564318516,-0.731558513,0.201652464,NSC
150,232,a197,20.19,Male,47,201,33,21,94,28,66,39,26,76,53,129.33,66.67,33.84,-0.38233102,-0.210920598,-0.186958519,0.128943857,0.334942966,-0.175806208,-0.245541709,0.304750064,NSC
151,233,a197,21.52,Female,37,208,37,20,97,30,74,40,30,79,54,116,98.31,36.84,0.837927103,-0.479893109,0.312809657,0.388300498,1.664942966,0.279953253,0.324599189,0.108347246,EAC
152,236,a197,19.94,Female,29,170,33,23,99,26,68,35,21,78,53,110.67,61.33,22.33,-0.855844973,0.391601268,-1.569810968,-0.818789783,0.084942966,-0.974472876,-1.244648851,0.155683093,EPC
153,237,a197,17.96,Female,47,214,42,25,118,31,76,40,29,89,55,134.67,98.33,33.79,1.49381208,1.084522427,0.814466416,0.388300498,-1.895057034,0.787823395,0.959928929,-0.399522897,NSC
154,239,a197,20.18,Male,48,219,47,21,116,31,75,41,33,92,54,141.82,80,29.67,1.134257006,-0.210920598,1.290507542,0.656819093,0.324942966,0.896516554,1.095900687,-0.239697461,NSC
155,240,a197,20.97,Female,35,147,28,17,81,26,67,30,21,77,49,124,73.64,16,-0.475943776,-1.165620368,-2.030605912,-1.809183084,1.114942966,-1.384189481,-1.75719157,-0.424993603,EPC
156,241,a197,23.32,Male,46,206,36,19,94,29,67,41,27,69,55,141.82,85.5,31.67,0.36462202,-0.728217989,0.161110048,0.656819093,3.464942966,0.13970751,0.14915613,0.517111583,UGC
157,242,a197,20.1,Female,42,131,33,21,94,30,62,33,26,89,53,120,68,24,-0.407757391,-0.210920598,-2.19476501,-1.240230528,0.244942966,-1.361019935,-1.728207189,0.120789406,EPC
158,243,a197,18.66,Male,44,196,37,24,107,28,68,40,28,88,54,125.33,70.67,28.67,-0.268563566,0.726444066,-0.493896176,0.388300498,-1.195057034,-0.250164733,-0.33856191,0.638465232,UGC
159,244,a197,19.33,Male,16,164,27,13,74,17,58,25,22,53,49,62.67,40,17.67,-2.550900679,-1.822962398,-1.723711029,-2.596199089,-0.525057034,-1.618991794,-2.050921955,-0.977207295,EPC
160,245,a197,24.03,Male,43,218,45,19,108,31,76,44,31,95,55,114.67,83.18,31.67,0.853221355,-0.728217989,1.190810228,1.518279674,4.174942966,0.829223024,1.011718576,0.68905665,UGC
161,247,a197,18.11,Female,44,209,43,21,110,31,75,40,26,84,54,138.67,82.33,40.99,1.127384283,-0.210920598,0.391475369,0.388300498,-1.745057034,0.312945434,0.365871381,0.075355064,EAC
162,248,a197,23.55,Male,37,195,36,15,87,23,60,35,28,77,53,118.67,64,18.33,-1.197954153,-1.528632788,-0.550705229,-0.818789783,3.694942966,-0.595046268,-0.769997975,-0.223743515,NSC
163,249,a197,19.52,Female,38,206,38,22,103,18,55,38,29,86,50,98.67,37.33,18.67,-2.178050269,0.07936044,0.161110048,-0.121346107,-0.335057034,-0.190844392,-0.26435401,0.069498285,EAC
164,250,a197,18.95,Female,40,214,47,21,122,31,75,42,31,95,55,148.57,80,36.3,1.251108015,-0.210920598,0.814466416,0.934593585,-0.905057034,0.600247972,0.725277913,0.334345613,NSC
165,252,a197,24.22,Male,39,200,36,23,101,19,65,35,24,64,50,112,40,28.33,-1.625179417,0.391601268,-0.251504124,-0.818789783,4.364942966,-0.191155093,-0.264742687,-0.62763469,UPC
166,253,a197,23.15,Female,52,219,47,25,125,30,75,44,30,91,55,113.33,74.67,32,0.399225951,1.084522427,1.290507542,1.518279674,3.294942966,1.056459272,1.295984049,0.461820402,NSC
167,254,a197,24.48,Male,36,190,33,16,85,25,58,34,24,74,51,84,41.33,21.67,-2.017686484,-1.35607372,-0.81353662,-1.033794334,4.624942966,-0.811480956,-1.040751032,-0.222313378,EPC
168,255,a197,24.75,Female,48,215,40,24,109,24,74,39,29,86,54,125.33,62.67,33.07,-0.308999457,0.726444066,0.905268994,0.128943857,4.894942966,0.726724993,0.883496729,-0.597781137,UPC
169,256,a197,21.3,Male,NA,222,43,24,114,30,75,41,28,88,55,128,74.67,27,0.630752002,0.726444066,1.603751013,0.656819093,1.444942966,1.172965368,1.441729549,-0.516146275,UPC
170,258,a197,22.31,Male,48,218,44,21,109,31,74,42,30,93,53,130.67,80,23.67,0.857094564,-0.210920598,1.190810228,0.934593585,2.454942966,0.8566643,1.046046758,0.077929285,EAC
171,260,a197,22.83,Male,NA,203,39,18,96,24,61,37,27,91,48,110.67,45.33,20.33,-1.55357971,-0.956566383,-0.052901166,-0.362666052,2.974942966,-0.289716369,-0.388039775,-0.072949684,EAC
172,261,a197,24.88,Female,24,206,35,20,94,29,69,35,28,79,55,109.33,53.33,28.67,-0.644390268,-0.479893109,0.161110048,-0.818789783,5.024942966,0.079294429,0.073581246,-0.898084212,UPC
173,262,a197,18.26,Male,52,205,39,20,102,26,65,37,28,84,55,125.33,53.33,25.33,-0.91446231,-0.479893109,0.088003439,-0.362666052,-1.595057034,-0.174528027,-0.243942744,-0.188138026,NSC
174,263,a197,16.51,Male,31,178,31,18,89,30,63,38,23,62,55,108,45.33,16.33,-0.940037036,-0.956566383,-1.317132734,-0.121346107,-3.345057034,-1.116048331,-1.421755338,0.994702224,EPC
175,264,a197,16.51,Male,32,169,34,21,98,24,62,35,24,68,55,101.33,56,18.67,-1.486076946,-0.210920598,-1.597430673,-0.818789783,-3.345057034,-1.250276709,-1.58967086,0.431486926,EPC
176,265,a197,18.85,Male,40,201,43,25,120,30,73,29,23,86,55,120,88.5,30,0.606372449,1.084522427,-0.186958519,-1.982409255,-1.005057034,0.103240035,0.103536454,-2.08564929,UPC
177,266,a197,24.96,Male,29,164,30,21,90,28,62,36,25,67,50,89.33,50.67,19,-1.423926871,-0.210920598,-1.723711029,-0.595114078,5.104942966,-1.093424045,-1.393453061,0.498309968,EPC
178,267,a197,17.41,Male,40,206,42,22,110,24,65,35,30,79,53,126.67,58.67,25.33,-0.932985661,0.07936044,0.161110048,-0.818789783,-2.445057034,-0.078384165,-0.123669766,-0.740405618,UPC
179,268,a197,20.26,Female,46,214,48,24,125,32,76,41,29,89,56,168.65,96.67,37.22,2.255097019,0.726444066,0.814466416,0.656819093,0.404942966,0.90117674,1.101730435,-0.244357647,NSC
180,271,a197,24.56,Male,41,221,42,24,112,29,75,43,29,93,55,124,77.33,35.49,0.474518642,0.726444066,1.496934111,1.221716636,4.704942966,1.175027107,1.444308719,0.046689529,EAC
181,273,a197,23.02,Female,49,214,46,23,117,29,75,44,31,94,55,134.67,81.82,36.98,0.738074699,0.391601268,0.814466416,1.518279674,3.164942966,0.72237609,0.878056388,0.795903584,UGC
182,274,a197,21.66,Female,34,206,40,21,102,30,68,36,28,70,54,126.67,69.33,31,-0.007002554,-0.210920598,0.161110048,-0.595114078,1.804942966,0.118046148,0.122058441,-0.713160226,UPC
183,276,a197,20.78,Male,57,220,47,26,129,31,75,42,30,92,52,160,100.54,25.33,1.887459253,1.466461809,1.392534331,0.934593585,0.924942966,1.308158427,1.610851856,-0.373564842,NSC
184,277,a197,18.94,Male,44,207,44,17,104,31,69,35,25,91,53,145.71,105.88,38.8,1.296916443,-1.165620368,0.236033425,-0.818789783,-0.915057034,0.133070862,0.14085389,-0.951860645,UPC
185,278,a197,22.11,Male,54,217,47,27,134,31,75,37,29,96,56,138.67,83.18,39.2,1.144582506,1.87287995,1.093399475,-0.362666052,2.254942966,1.123968647,1.380436175,-1.486634699,UPC
186,280,a197,22.8,Female,48,215,42,26,120,31,74,41,28,83,56,134.67,98.92,34.59,1.319958092,1.466461809,0.905268994,0.656819093,2.944942966,0.998556585,1.22354959,-0.341737492,NSC
187,281,a197,20.97,Female,42,219,48,23,123,31,72,45,29,95,55,109.33,70.67,39.73,0.178084967,0.391601268,1.290507542,1.824372936,1.114942966,0.872409004,1.065742893,0.951963932,UGC
188,284,a197,23.42,Male,49,212,45,25,121,31,74,41,26,87,53,133.33,81.33,30,0.927598751,1.084522427,0.639183836,0.656819093,3.564942966,0.752295805,0.91548502,-0.095476712,EAC
189,288,a197,20.02,Female,40,203,43,23,111,32,74,40,26,82,56,134.67,76,26,1.041183489,0.391601268,-0.052901166,0.388300498,0.164942966,0.174741644,0.192982741,0.213558855,NSC
190,294,a197,23.06,Female,46,221,50,27,144,30,76,44,30,NA,NA,118.67,70.67,32.67,0.502270719,1.87287995,1.496934111,1.518279674,3.204942966,1.299343442,1.599824585,0.218936232,NSC
191,295,a197,17.94,Female,22,177,33,16,86,21,62,33,22,61,47,112,50.67,25,-1.535175621,-1.35607372,-1.351999042,-1.240230528,-1.915057034,-1.234970006,-1.570522652,-0.005260522,EPC
192,1003,a182,20.17,Male,34,210,38,21,104,30,68,40,31,84,54,168.65,81.82,34.39,0.967539703,-0.210920598,0.472067731,0.388300498,0.314942966,0.392988397,0.466002637,-0.004687899,EAC
193,1005,a182,17.83,Male,33,202,41,25,108,28,60,35,27,79,49,132,78.67,30.33,-0.339500701,1.084522427,-0.120768691,-0.818789783,-2.025057034,-0.012425466,-0.041157487,-0.806364317,UPC
194,1034,a182,18.25,Male,34,198,37,20,95,28,65,39,22,84,50,133.33,68,27.67,-0.338404938,-0.479893109,-0.375794034,0.128943857,-1.605057034,-0.369477446,-0.4878184,0.498421303,UGC
195,1154,a182,20.67,Male,31,197,33,18,81,18,55,33,27,69,56,86.66666667,18.66666667,?,-2.573120925,-0.956566383,-0.435602776,-1.240230528,0.814942966,-0.709046725,-0.912608997,-0.531183804,UPC
196,1168,a182,20.25,Female,23,180,35,20,90,26,62,32,20,63,46,112,49.33333333,?,-1.306857249,-0.479893109,-1.244365245,-1.438202875,0.394942966,-0.957709197,-1.22367801,-0.480493679,EPC
197,1184,a182,23.08,Male,37,188,39,22,98,29,67,37,29,77,55,106.67,40,23,-1.003827805,0.07936044,-0.909310483,-0.362666052,3.224942966,-0.567330079,-0.735325886,0.204664027,NSC
198,4001,a40-4,14.33,Female,49,212,42,24,122,29,73,39,31,88,54,100,73.33333333,32,-0.142046785,0.726444066,0.639183836,0.128943857,-5.525057034,0.318409546,0.372706815,-0.189465689,NSC
199,4002,a40-4,18.67,Female,54,222,51,25,140,32,76,43,32,70,55,165.7370518,104.8252912,74.21052632,2.381699765,1.084522427,1.603751013,1.221716636,-1.185057034,1.390010526,1.713246285,-0.16829389,NSC
200,4003,a40-4,18.67,Female,38,210,40,21,94,30,71,36,29,80,51,130.6666667,73.33333333,21.66666667,0.323054313,-0.210920598,0.472067731,-0.595114078,-1.185057034,0.266475414,0.307738833,-0.861589492,UPC
201,4004,a40-4,14.17,Male,32,212,34,18,98,26,66,40,27,78,51,110.6666667,70.66666667,20.66666667,-0.790107249,-0.956566383,0.639183836,0.388300498,-5.685057034,-0.008301517,-0.035998555,0.396602015,NSC
202,4007,a40-4,16.67,Male,43,209,40,21,102,28,71,41,31,92,54,104,69.33333333,25.33333333,-0.432429298,-0.210920598,0.391475369,0.656819093,-3.185057034,0.06446517,0.055030305,0.592353923,UGC
203,4011,a40-4,18,Male,32,201,27,18,91,28,68,39,28,87,49,121.3333333,72,22,-0.307212757,-0.956566383,-0.186958519,0.128943857,-1.855057034,-0.327494472,-0.435299006,0.456438328,NSC
204,4012,a40-4,14.08,Male,30,177,37,18,103,18,49,35,28,80,50,109.3333333,46.66666667,19.33333333,-1.96938109,-0.956566383,-1.351999042,-0.818789783,-5.775057034,-1.339493098,-1.701277786,0.520703315,EPC
205,4013,a40-4,14.92,Female,39,217,39,24,114,30,71,41,28,91,56,129.3333333,80.27681661,41.88679245,0.436931338,0.726444066,1.093399475,0.656819093,-4.935057034,0.678915573,0.823688633,-0.02209648,EAC
206,4021,a40-4,18.17,Female,44,208,46,14,108,30,75,42,31,NA,NA,134.6666667,118.0645161,39.75460123,1.680619726,-1.684017479,0.312809657,0.934593585,-1.685057034,0.13728213,0.146122055,0.797311455,UGC
207,4022,a40-4,15.33,Female,36,184,35,15,91,30,68,37,24,82,49,108,82.32789212,31.90751445,-0.045031116,-1.528632788,-1.086030285,-0.362666052,-4.525057034,-0.97046724,-1.239637925,0.607801188,EPC
208,4023,a40-4,13.92,Female,30,183,35,13,88,24,64,35,21,64,51,109.3333333,52,23,-1.358516768,-1.822962398,-1.127274515,-0.818789783,-5.935057034,-1.250237181,-1.589621412,0.431447398,EPC
209,4036,a40-4,17.33,Male,27,178,33,18,93,27,61,31,22,77,50,112,77.33333333,19.33333333,-0.754790319,-0.956566383,-1.317132734,-1.62781767,-2.525057034,-1.069438758,-1.363448213,-0.558378912,EPC
210,4037,a40-4,13.25,Male,37,193,40,20,112,29,66,33,24,NA,NA,90.66666667,76,26.66666667,-0.666541489,-0.479893109,-0.659991859,-1.240230528,-6.605057034,-0.712450744,-0.91686732,-0.527779784,UPC
211,4038,a40-4,18.75,Male,53,219,46,25,126,32,75,44,31,96,56,190.4180653,115.4204158,64.6875,3.002786058,1.084522427,1.290507542,1.518279674,-1.105057034,1.291947598,1.590572615,0.226332076,NSC
212,4039,a40-4,18.67,Female,56,215,52,25,138,30,75,41,33,95,56,132,93.84615385,39.75460123,1.087310457,1.084522427,0.905268994,0.656819093,-1.185057034,0.805000859,0.981417401,-0.148181766,EAC
213,4044,a40-4,17.42,Male,42,199,40,23,116,26,69,41,28,80,56,122.6666667,70.66666667,28.33333333,-0.44103802,0.391601268,-0.314438474,0.656819093,-2.435057034,-0.247459676,-0.335177967,0.904278769,UGC
214,4047,a40-4,16.83,Male,NA,201,41,21,105,27,61,37,27,79,53,122.6666667,68,27.66666667,-0.766584016,-0.210920598,-0.186958519,-0.362666052,-3.025057034,-0.31620152,-0.421171875,-0.046464532,EAC
215,4050,a40-4,17.58,Female,41,193,41,20,102,31,68,37,27,91,55,124,69.33333333,32.66666667,0.118490227,-0.479893109,-0.659991859,-0.362666052,-2.275057034,-0.49240178,-0.641592916,0.129735728,EAC
216,4052,a40-4,19.67,Female,38,188,37,22,94,29,66,37,26,76,52,113.3333333,72,24,-0.414518158,0.07936044,-0.909310483,-0.362666052,-0.185057034,-0.577634323,-0.748216173,0.21496827,NSC
217,4055,a40-4,17.5,Female,35,179,30,18,84,26,63,33,26,64,49,134.6666667,86.60785886,25.66666667,-0.222227038,-0.956566383,-1.281262497,-1.240230528,-2.355057034,-0.972005191,-1.241561853,-0.268225338,EPC
218,4056,a40-4,18.67,Male,34,179,36,23,97,30,70,36,26,86,51,105.3333333,49.33333333,24,-0.562334411,0.391601268,-1.281262497,-0.595114078,-1.185057034,-0.798821022,-1.024913849,0.203706944,EPC
219,4057,a40-4,18.17,Female,42,206,39,20,95,30,68,36,24,79,52,114.6666667,60,30,-0.364895994,-0.479893109,0.161110048,-0.595114078,-1.685057034,-0.059776873,-0.100392624,-0.535337204,UPC
220,4059,a40-4,18.75,Female,49,209,39,25,105,29,69,37,29,95,56,94.66666667,76,29.66666667,-0.448354041,1.084522427,0.391475369,-0.362666052,-1.105057034,0.29802072,0.347201028,-0.660686772,UPC
221,4060,a40-4,18.67,Female,48,210,38,26,120,32,71,41,31,90,55,116,78.66666667,44.12903226,0.557808361,1.466461809,0.472067731,0.656819093,-1.185057034,0.532398015,0.640399729,0.124421078,EAC
222,4062,a40-4,15.08,Female,52,213,43,23,126,31,75,42,31,96,55,147.3885047,106.2394604,29,1.790678769,0.391601268,0.725784687,0.934593585,-4.775057034,0.603155702,0.728915392,0.331437883,NSC
223,4064,a40-4,15.42,Female,48,208,39,24,124,27,68,38,29,NA,NA,113.3333333,69.33333333,28.33333333,-0.584348659,0.726444066,0.312809657,-0.121346107,-4.435057034,0.09571233,0.09411953,-0.217058438,NSC
224,4065,a40-4,15.25,Male,54,213,35,23,112,32,73,40,30,91,56,117.3333333,90.73170732,25.33333333,0.976498991,0.391601268,0.725784687,0.388300498,-4.605057034,0.497739426,0.597042913,-0.109438928,EAC
225,4068,a40-4,15.17,Female,53,210,41,25,118,28,72,39,28,93,56,112,78.66666667,28,-0.06069613,1.084522427,0.472067731,0.128943857,-4.685057034,0.303359902,0.353880179,-0.174416046,NSC
226,4070,a40-4,17.25,Male,36,175,27,21,92,24,66,32,23,73,47,120,65.33333333,20,-0.875014275,-0.210920598,-1.418810259,-1.438202875,-2.605057034,-1.043375826,-1.330844297,-0.394827049,EPC
227,4071,a40-4,16.83,Male,NA,198,41,24,115,30,71,38,28,81,56,124,73.33333333,23,0.214965005,0.726444066,-0.375794034,-0.121346107,-3.025057034,-0.163742126,-0.230449918,0.042396018,EAC
228,4078,a40-4,13.75,Female,35,181,36,14,96,28,66,32,26,81,49,94.66666667,50.66666667,20.33333333,-1.185126991,-1.684017479,-1.206417492,-1.438202875,-6.105057034,-1.258399517,-1.59983224,-0.179803358,EPC
229,4083,a40-4,15.33,Female,NA,202,43,25,125,27,68,45,31,NA,NA,110.6666667,69.33333333,30.33333333,-0.624906043,1.084522427,-0.120768691,1.824372936,-4.525057034,-0.116819156,-0.171750743,1.941192092,UGC
230,4084,a40-4,18.33,Female,39,208,36,25,111,32,71,40,28,78,53,125.3333333,77.86976952,27.33333333,0.689409922,1.084522427,0.312809657,0.388300498,-1.525057034,0.39431712,0.467664828,-0.006016622,EAC
231,4090,a40-4,18.67,Male,NA,194,36,21,102,32,68,35,24,NA,NA,114.6666667,57.33333333,4.666666667,-0.04591711,-0.210920598,-0.606060444,-0.818789783,-1.185057034,-0.41663306,-0.546808605,-0.402156723,NSC
232,4092,a40-4,17.67,Male,51,206,39,10,90,31,71,38,27,91,55,125.3333333,76,20.66666667,0.456190212,-2.148754202,0.161110048,-0.121346107,-2.185057034,-0.195169578,-0.269764682,0.07382347,EAC
233,4104,a40-4,14.42,Male,50,199,43,25,126,30,72,38,30,88,56,134.6666667,90.46009878,32,0.806900057,1.084522427,-0.314438474,-0.121346107,-5.435057034,-0.061299301,-0.102297133,-0.060046807,EAC
234,4107,a40-4,15.33,Male,34,206,40,21,108,29,70,29,26,68,52,109.3333333,77.33333333,16,-0.146440923,-0.210920598,0.161110048,-1.982409255,-4.525057034,-0.067559065,-0.110127903,-1.914850191,UPC
235,4108,a40-4,15,Female,43,205,43,23,112,32,72,38,27,79,53,117.3333333,78.66666667,21.66666667,0.651441667,0.391601268,0.088003439,-0.121346107,-4.855057034,0.072636527,0.065252419,-0.193982635,NSC
236,4109,a40-4,16.58,Female,44,213,45,24,112,26,69,40,28,82,54,134.6666667,68.18181818,36.62337662,-0.291837323,0.726444066,0.725784687,0.388300498,-3.275057034,0.408345197,0.485213514,-0.020044698,EAC
237,4110,a40-4,16.67,Female,59,215,43,23,112,31,74,40,30,77,56,110.6666667,73.33333333,29,0.4112314,0.391601268,0.905268994,0.388300498,-3.185057034,0.564287134,0.680292024,-0.175986636,NSC
238,4114,a40-4,17.67,Female,41,195,32,18,93,27,65,38,22,92,52,117.3333333,54.66666667,18.66666667,-0.933004892,-0.956566383,-0.550705229,-0.121346107,-2.185057034,-0.634326201,-0.819135948,0.512980094,UGC
239,4119,a40-4,17.83,Male,48,200,40,26,115,30,69,40,31,96,55,122.6666667,72,28.33333333,0.037456809,1.466461809,-0.251504124,0.388300498,-2.025057034,0.014994988,-0.006855353,0.373305511,NSC
240,4122,a40-4,15.33,Male,32,220,38,23,116,28,73,42,32,93,56,124,64,28.66666667,-0.072013109,0.391601268,1.392534331,0.934593585,-4.525057034,0.74997936,0.912587219,0.184614225,NSC
241,4123,a40-4,16.25,Male,36,196,37,24,106,26,66,32,25,67,50,108,65.33333333,22.33333333,-0.928737906,0.726444066,-0.493896176,-1.438202875,-3.605057034,-0.402772246,-0.529469158,-1.03543063,UPC
242,4124,a40-4,14.08,Female,34,206,38,23,112,28,65,35,30,77,53,110.6666667,77.33333333,27.33333333,-0.520160985,0.391601268,0.161110048,-0.818789783,-5.775057034,-0.066799419,-0.10917761,-0.751990364,UPC
243,4125,a40-4,18.33,Male,21,175,33,19,89,29,66,30,24,79,54,117.3333333,62.66666667,19.66666667,-0.524458371,-0.728217989,-1.418810259,-1.809183084,-1.525057034,-1.039840217,-1.32642136,-0.769342866,EPC
244,4128,a40-4,17.33,Female,40,205,39,19,95,29,72,39,26,88,56,146.513266,63.87410322,26.33333333,0.34502839,-0.728217989,0.088003439,0.128943857,-2.525057034,-0.063706762,-0.105308792,0.192650619,NSC
245,4132,a40-4,15.83,Male,37,167,31,25,94,29,68,35,25,73,56,116,58.66666667,20.66666667,-0.510923747,1.084522427,-1.650249443,-0.818789783,-4.025057034,-0.986696013,-1.259939615,0.16790623,EPC
246,4134,a40-4,16.08,Male,36,204,34,24,104,30,68,35,27,82,56,98.66666667,68,21,-0.458591634,0.726444066,0.016678043,-0.818789783,-3.775057034,-0.043874927,-0.080499784,-0.774914856,UPC
247,4142,a40-4,16.33,Male,39,216,37,19,97,30,73,34,28,83,53,112,77.33333333,19.33333333,0.256459109,-0.728217989,0.99823297,-1.033794334,-3.525057034,0.432670313,0.515643478,-1.466464647,UPC
248,4143,a40-4,16.42,Female,43,209,42,23,116,31,72,37,31,96,54,113.3333333,76,21.33333333,0.340776554,0.391601268,0.391475369,-0.362666052,-3.435057034,0.246381558,0.282602044,-0.609047611,UPC
249,4144,a40-4,13.75,Female,51,207,NA,25,NA,30,72,41,30,94,54,100,62.66666667,23.66666667,-0.274021926,1.084522427,0.236033425,0.656819093,-6.105057034,0.098501892,0.097609185,0.558317201,UGC
250,4148,a40-4,17.42,Male,43,207,37,24,107,30,74,37,30,80,55,108,74.66666667,26.33333333,0.228397211,0.726444066,0.236033425,-0.362666052,-2.435057034,0.213011395,0.240857009,-0.575677448,UPC
251,4151,a40-4,15.25,Female,28,172,33,13,92,28,63,32,23,72,47,105.3333333,64,24.33333333,-0.932958688,-1.822962398,-1.5120524,-1.438202875,-4.605057034,-1.383776826,-1.756675352,-0.054426049,EPC
252,4156,a40-4,17.42,Male,40,203,33,23,103,29,70,39,29,83,52,105.3333333,74.66666667,22,-0.257874687,0.391601268,-0.052901166,0.128943857,-2.435057034,-0.069106599,-0.11206382,0.198050455,NSC
253,4158,a40-4,15.67,Female,46,201,38,19,109,32,70,37,28,87,52,128,85.54572271,32.69662921,0.819095323,-0.728217989,-0.186958519,-0.362666052,-4.185057034,-0.204972782,-0.282028186,-0.15769327,NSC
254,4159,a40-4,17.17,Female,29,172,32,18,87,30,65,33,23,78,49,122.6666667,84,26.33333333,0.064420554,-0.956566383,-1.5120524,-1.240230528,-2.685057034,-1.077578146,-1.373630334,-0.162652382,EPC
255,4162,a40-4,18.83,Female,46,213,40,24,112,29,71,38,28,84,52,122.6666667,76,31.66666667,0.101677474,0.726444066,0.725784687,-0.121346107,-1.025057034,0.520744111,0.625821058,-0.642090219,UPC
