"","sct_data.subject","sct_data.resid"
"80",114,3.15829544744758
"81",115,-2.50092876644667
"82",117,-0.342467896515731
"83",118,3.39930175819602
"84",119,0.0286393187585515
"85",120,-2.59324008687995
"86",121,1.58857940681467
"87",122,-0.900691864700797
"88",123,2.64558370774228
"89",124,3.99362323490411
"90",125,0.356220597475937
"91",126,-0.316725867622701
"92",127,0.0415187252002576
"93",128,-0.170893437134558
"94",129,1.43080113009354
"95",130,-0.160941198093458
"96",131,0.324328449996654
"97",132,2.21469033998229
"98",133,-1.3642562101637
"99",134,0.0695479111975202
"100",136,1.59826444339013
"101",137,0.655613213896569
"102",138,-1.23980913262398
"103",141,2.27341892292141
"104",143,-0.0530903328607824
"105",144,-0.529863550987967
"106",145,5.01400415969882
"107",146,-0.476138556026643
"108",147,1.2309090729963
"109",148,-2.08530135359324
"110",150,-2.01343350330434
"111",152,1.02302524902178
"112",153,1.7996365144995
"113",154,-4.0209839722269
"114",155,5.36821471464394
"115",157,1.96289452528363
"116",158,0.51228439267801
"117",159,0.488105206092932
"118",160,1.36541659572787
"119",161,1.52106771857321
"120",162,1.64009582318572
"121",163,2.26947488751638
"122",164,-1.92731863828261
"123",165,2.84574893202579
"124",166,0.300003126551064
"125",167,2.50992403780111
"126",168,1.24953479095416
"127",169,2.87003649598061
"128",171,-0.442926706284344
"129",172,-0.804224879992678
"130",173,-0.342328953468565
"131",174,1.86327031517695
"132",176,-1.38433917163325
"133",177,-3.86789958171058
"134",178,5.69547668855692
"135",180,-1.5996982361788
"136",181,2.55119353796507
"137",182,0.621989537780762
"138",183,5.13197779969172
"139",184,1.81298547231747
"140",185,2.8355569612669
"141",186,2.67355305228883
"142",187,-1.8281460172642
"143",188,1.04618442840128
"144",189,2.97884510570688
"145",190,2.81970997484139
"146",193,-3.30925730755065
"147",194,-3.01250182205333
"148",195,-0.720858386564837
"149",201,2.9310989896132
"150",202,-6.06819915479202
"151",203,5.05547722348087
"152",204,1.30904492851283
"153",207,-0.785814786656178
"154",208,-0.684286376661644
"155",209,-1.05247324080695
"156",210,-0.423237908451217
"157",212,0.830214855945035
"158",214,0.991983558519126
"159",215,-8.04053755575226
"160",216,-2.31682882101078
"161",217,2.34465942260395
"162",218,0.0751564426597338
"163",219,-2.70200639936282
"164",220,1.33647139661275
"165",221,-1.21520069935546
"166",223,-0.527729776489596
"167",224,-4.73963847133922
"168",225,1.53107500122888
"169",226,-3.24748542667292
"170",227,2.77121935232614
"171",228,6.20884621607496
"172",229,-0.498925515900162
"173",230,-4.26402228777827
"174",231,-0.754079666017605
"175",232,1.9652988462618
"176",233,0.949580662662873
"177",234,6.26518029559719
"178",235,-0.939583477136414
"179",236,-1.39457998778982
"180",237,-1.40467802284886
"181",238,-1.25346993443424
"182",239,-0.991225682834584
"183",240,-4.86207285668762
"184",241,2.97159369655584
"185",242,-2.85343466794267
"186",243,1.73831914685952
"187",244,-5.03559703355844
"188",245,2.19761001750897
"189",247,-0.574479334822007
"190",248,0.00824483695509639
"191",249,3.47146025101992
"192",250,0.77942142937795
"193",251,3.53977047992759
"194",252,-2.42662814987433
"195",253,0.663490463716762
"196",254,-0.277866966585782
"197",255,-2.31402635911953
"198",258,0.468253204218566
"199",261,-2.14194479187798
"200",262,-0.946402009926536
"201",263,4.14402508183832
"202",264,0.504398223788333
"203",265,-11.5461711427901
"204",1002,0.171018586363114
"205",1004,-0.419280978653267
"206",1005,-1.49542062025871
"207",1007,-1.35076940348157
"208",1010,2.21661387174849
"209",1011,-2.11496497311471
"210",1012,0.526221560475659
"211",1013,0.13177579604334
"212",1014,2.1903804902281
"213",1016,-0.725358080712696
"214",1018,1.40240585321949
"215",1020,-0.224435159722048
"216",1022,-3.04420402497856
"217",1024,3.918698165318
"218",1028,1.65982430669599
"219",1029,1.10885653553154
"220",1031,2.18697467770379
"221",1035,2.55827871786578
"222",1038,2.02765222763142
"223",1040,-2.56641102551937
"224",1048,-1.97743352222281
"225",1050,-0.0186813819453162
"226",1054,-0.517103765344619
"227",1059,0.504288273850772
"228",1061,2.41339596949093
"229",1082,2.15508031933109
"230",1085,1.59811850318205
"231",1087,-0.657291479488702
"232",1092,3.10911127234042
"233",1093,1.41780445617054
"234",1094,0.430182768620567
"235",1095,-2.55984812276787
"236",1096,0.16012607443044
"237",1097,-0.414087099926412
"238",1098,0.557946694052558
"239",1099,-0.398521351694865
"240",1100,4.86165485674899
"241",1106,-1.49982870189288
"242",1118,2.39387115602916
"243",1119,1.73298042216697
"244",1120,1.43853731502702
"245",1126,3.19437723382942
"246",1127,2.97472612099882
"247",1129,2.25670883538418
"248",1133,-2.47791103194223
"249",1140,2.63075439763369
"250",1146,-1.75947017066818
"251",1147,1.87942732895961
"252",1152,1.83168944441932
"253",1154,0.365486420503631
"254",1157,2.63201593513863
"255",1160,-1.75566348921081
"256",1161,0.963110933973221
"257",1163,2.06766468411287
"258",1167,-0.977172179058125
"259",1168,-2.6102783294298
"260",1169,3.01999542755564
"261",1174,-0.688385940430861
"262",1176,-1.04699704893436
"263",1178,-0.021589695565733
"264",1179,-1.05385636711944
"265",1180,-2.43483283140436
"266",1183,5.01070415008804
"267",1185,0.182023225047411
"268",1186,2.2867065315023
"269",1188,0.533924171243484
"270",1189,-0.277329207361754
"271",1190,-1.21405530320127
"272",1193,0.784901177710562
"273",1198,0.249425175529023
"274",1205,-0.559832782240798
"275",1206,0.696830480298378
"276",1209,0.446180017368471
"277",1210,-0.66158182986245
"278",4001,-1.04322403520426
"279",4002,-0.832034369115947
"280",4003,-2.72768006962644
"281",4004,5.36839823618213
"282",4007,2.33615244041096
"283",4009,1.10410168004234
"284",4010,-2.14009247025211
"285",4011,4.57261999453818
"286",4012,4.08823049708601
"287",4013,2.55776450592708
"288",4014,3.34251984829438
"289",4016,0.870372817187924
"290",4021,1.93493468965585
"291",4022,1.54056414907022
"292",4023,1.65651581999238
"293",4024,-3.87474752686783
"294",4026,-4.48897609777606
"295",4030,1.469593328836
"296",4034,3.20191478684949
"297",4036,-2.52797890744314
"298",4037,-3.44267958906602
"299",4038,1.42931338491923
"300",4039,-2.85964029561369
"301",4040,-3.95711385371275
"302",4041,3.7203327489098
"303",4042,2.06906826606661
"304",4044,2.50875719571445
"305",4045,3.51462733104911
"306",4048,-3.97455355838626
"307",4050,-1.171072241966
"308",4052,-0.295404259220552
"309",4055,-0.937913453329856
"310",4056,-1.74485704721533
"311",4057,-1.90469481414445
"312",4059,-2.44394669198644
"313",4060,1.10600080624807
"314",4062,1.04522400602581
"315",4064,-0.35913283777046
"316",4065,0.849736441227377
"317",4068,-1.15514723803646
"318",4070,-2.42735804396436
"319",4076,6.08239721480861
"320",4078,-2.63615084751409
"321",4081,0.356423879525909
"322",4082,0.74301739640791
"323",4084,1.34233374319387
"324",4085,1.37781386711274
"325",4088,-3.20249395195346
"326",4091,-2.23827899608203
"327",4092,0.364834758554747
"328",4093,-0.480211677440372
"329",4104,-2.29663553985504
"330",4107,-8.62595194664223
"331",4108,-1.67711397910903
"332",4109,0.373296333152853
"333",4114,2.72805135835497
"334",4119,0.386659575482909
"335",4121,1.60057017987439
"336",4122,3.96975757235849
"337",4123,-4.76769794614076
"338",4124,-1.1707775826694
"339",4125,-4.63032678037415
"340",4126,-4.42951408405427
"341",4128,0.674837449818367
"342",4130,-1.0015455096638
"343",4132,-1.32253494429387
"344",4134,-1.77033281512639
"345",4142,-3.96391754895248
"346",4143,-2.67364189146413
"347",4148,-2.41871334962292
"348",4151,-0.976895181808303
"349",4156,1.66966895788802
"350",4157,-2.36002207415173
"351",4158,-0.956698455417328
"352",4159,-1.47100806488146
"353",4161,2.16647928153298
"354",4162,-1.73643368525849
"355",4163,-2.3322412029686
"356",4165,-1.2858149660749
"357",4174,0.0927542891053841
