"","sct_data.subject","sct_data.resid"
"1",1,-0.510398801337597
"2",2,-1.73314166976745
"3",3,-3.22939077782935
"4",11,-0.916504241710764
"5",12,4.45284067996028
"6",14,-0.0361667671496764
"7",15,-1.63206251574765
"8",17,2.5520637536956
"9",18,-2.31916724932983
"10",19,-0.506150701139185
"11",20,-0.0228730445199572
"12",21,-3.36195885208565
"13",22,-2.05771468538917
"14",23,-0.9446711675886
"15",24,-4.38088810430902
"16",25,2.28416075301945
"17",27,0.381711631999986
"18",28,-1.7441788101846
"19",30,-4.98155330922327
"20",31,-0.392282062122573
"21",32,-0.864368043369475
"22",33,-6.65760252183318
"23",34,-6.87385410435946
"24",35,5.2741088916603
"25",36,-3.58976907484657
"26",37,-2.95014000622313
"27",39,3.72985307880988
"28",40,-0.290114394867762
"29",41,5.03407813283159
"30",42,-3.63276441923593
"31",43,-1.88295610275214
"32",45,1.57917701870582
"33",46,0.925733257003904
"34",47,1.41600599134593
"35",50,-3.64853608761602
"36",51,0.0561137075039346
"37",52,0.972884914612331
"38",54,0.484266865576251
"39",56,2.15573559027615
"40",61,-0.577397336864183
"41",62,0.934328242033745
"42",65,1.70066688251224
"43",66,-1.27780243577859
"44",68,-1.31309749249993
"45",69,-0.675311485323325
"46",70,-5.24039821796814
"47",71,3.29669716931021
"48",72,0.858246871152179
"49",73,-0.355362447145405
"50",75,-0.319843641912333
"51",76,-0.407588657363266
"52",77,-3.28067817666964
"53",78,-1.74484285703678
"54",79,-0.701349839020162
"55",80,-2.32671493249555
"56",81,2.2742085636134
"57",82,-0.354802571892874
"58",83,0.569674390574135
"59",84,4.86920815603966
"60",85,-3.28599879603186
"61",86,-1.53242325799067
"62",87,3.12433760010779
"63",88,-1.77098361568252
"64",90,-0.481474303290592
"65",91,-2.39333988103823
"66",92,0.357735915620977
"67",94,-3.23223591151831
"68",95,-3.11468545637045
"69",97,-3.93759863574346
"70",98,-0.397649787508165
"71",99,-4.39182085075442
"72",100,-0.909095812096921
"73",102,-0.629440381508874
"74",103,0.727477707711457
"75",105,-1.08155826589823
"76",106,-3.43492152407744
"77",108,2.95494400864481
"78",111,-0.835544945713938
"79",112,1.20625989510965
"80",113,0.186211811936016
"81",114,2.92176616225898
"82",115,-2.64152189220245
"83",117,-0.846019266384322
"84",118,3.69947790839953
"85",119,-0.84065197474048
"86",120,-2.361299007564
"87",121,1.10407199111758
"88",122,-1.07706820698236
"89",123,3.05089602742136
"90",124,4.05156912455224
"91",125,-0.229106520555943
"92",126,-0.375353431203067
"93",127,-0.119028821399046
"94",128,-0.0459134619539937
"95",129,0.82974508645331
"96",130,-0.574553977277166
"97",131,0.769184404777932
"98",132,1.33541384042666
"99",133,-1.7140586632501
"100",134,0.609532646751359
"101",136,1.18960960145711
"102",137,0.589069408927029
"103",138,-2.20820052493119
"104",141,0.419124204068166
"105",143,0.752297848562606
"106",144,-1.1245544297673
"107",145,5.180297941542
"108",146,0.0703647586371804
"109",147,-0.0403906012918059
"110",148,-2.2121100403632
"111",150,-2.21256290126967
"112",152,0.873772429590386
"113",153,2.28652921810608
"114",154,-4.27632987191828
"115",155,5.4829984752512
"116",157,2.69094950019535
"117",158,0.64661273495436
"118",159,0.0669466043429145
"119",160,0.900581490816094
"120",161,1.6687639104285
"121",162,1.06183043190002
"122",163,1.41099875622435
"123",164,-2.23142889643883
"124",165,3.19346540620518
"125",166,0.594220962519394
"126",167,1.74906180033939
"127",168,0.825272153474998
"128",169,3.03736253137718
"129",171,-0.0933434870378909
"130",172,-0.762369486694563
"131",173,-0.457973738060614
"132",174,1.66124957129231
"133",176,-1.54032617509671
"134",177,-3.86271602070745
"135",178,5.41136686304013
"136",180,-1.08077897723728
"137",181,3.47595565901897
"138",182,0.721232434357826
"139",183,4.06851241392564
"140",184,2.38894394581711
"141",185,2.67615691821797
"142",186,2.35516156608896
"143",187,-1.84080573817697
"144",188,1.60752298533198
"145",189,3.12459119989534
"146",190,3.0911238557999
"147",191,-1.70845089272068
"148",193,-3.00681324631473
"149",194,-2.64931396655931
"150",195,-1.15415747616537
"151",201,2.11384852931931
"152",202,-5.8411763060643
"153",203,6.01132308552535
"154",204,0.93972443125781
"155",207,-1.1986998728368
"156",208,0.385297692432904
"157",209,-1.61214280113374
"158",210,-0.297550769073332
"159",212,0.947181222415873
"160",214,1.50352802705182
"161",215,-8.6186622812754
"162",216,-3.02336541125563
"163",217,2.05216126042542
"164",218,0.562048501019768
"165",219,-1.82074441126678
"166",220,1.16696458527932
"167",221,-0.971324310312026
"168",223,0.0552393829458191
"169",224,-4.31492571522363
"170",225,0.972695628209208
"171",226,-2.73077726698433
"172",227,3.34989470350899
"173",228,5.99212628977791
"174",229,0.0201456638102658
"175",230,-4.21099252951918
"176",231,-0.172621605742146
"177",232,2.77511186504899
"178",233,0.848009178120951
"179",234,6.27628441233158
"180",235,-0.927232058400624
"181",236,-2.01885210034757
"182",237,-1.40314297541132
"183",238,-1.10633702278749
"184",239,-0.807879941399777
"185",240,-4.46197355408937
"186",241,3.75861197780809
"187",242,-2.32641088213857
"188",243,1.93300592187841
"189",244,-5.57416232659438
"190",245,2.28288625708147
"191",247,-0.556128431598042
"192",248,0.52605239948379
"193",249,3.55635182644702
"194",250,0.376074461656637
"195",251,3.93639899750267
"196",252,-2.3410352458059
"197",253,0.934425864647855
"198",254,0.27826277502506
"199",255,-1.95173655488675
"200",256,-0.634681732603732
"201",258,0.824385622075216
"202",260,0.996682978548058
"203",261,-2.93486594237551
"204",262,0.0423115113781007
"205",263,4.07626805868123
"206",264,0.215122846000665
"207",265,-12.0093403165456
"208",266,0.746166903853432
"209",1002,0.204080282632209
"210",1004,-0.921251203384313
"211",1005,-2.17004140021372
"212",1006,0.0344688170615911
"213",1007,-0.108052371259105
"214",1010,2.0136003874586
"215",1011,-1.49079664743692
"216",1012,0.189443667942989
"217",1013,0.0229992162308874
"218",1014,2.0875842783287
"219",1016,-1.26572595900813
"220",1018,1.03047685309149
"221",1020,-0.478624138093831
"222",1022,-2.86056477711985
"223",1024,3.09537002958665
"224",1027,0.155686904927704
"225",1028,1.85138491180393
"226",1029,1.04450221212348
"227",1031,1.55308449064684
"228",1035,1.84452156755994
"229",1036,5.34471976716088
"230",1038,2.65589234600784
"231",1040,-2.9036155623258
"232",1044,1.43143189156095
"233",1046,2.78115472336289
"234",1048,-1.76183636446393
"235",1050,0.676897193535321
"236",1054,-1.37734468382167
"237",1058,5.71457649404045
"238",1059,-0.246594085338632
"239",1061,1.966013306588
"240",1082,0.801883521611329
"241",1085,1.18721282319717
"242",1087,0.0502229645551734
"243",1091,1.78041895229904
"244",1092,3.18257649194949
"245",1093,1.4507951776449
"246",1094,0.0915136276653013
"247",1095,-2.43052394102943
"248",1096,0.61838576713544
"249",1097,-0.386632418546184
"250",1098,0.284592566898081
"251",1099,0.186160362322077
"252",1100,4.5944261824882
"253",1102,-1.0276927291994
"254",1103,3.13873115761249
"255",1104,3.33960400468851
"256",1106,-1.91168526712782
"257",1108,4.81324015518225
"258",1118,2.4187833927411
"259",1119,1.2418564199604
"260",1120,1.54867764626362
"261",1124,0.0658681353337993
"262",1125,0.762810455990623
"263",1126,3.50426443789269
"264",1127,3.44097471523107
"265",1128,-0.357006785520878
"266",1129,1.87460059599695
"267",1133,-2.0837609131904
"268",1140,2.83645431745733
"269",1146,-2.02882584104723
"270",1147,1.85618366332599
"271",1150,-1.38230274628867
"272",1152,1.21733500065227
"273",1154,0.419988958509001
"274",1157,2.24708541528526
"275",1160,-1.06221525960613
"276",1161,0.799199893211749
"277",1163,2.93948101656212
"278",1165,-0.944191289272903
"279",1167,-0.0621685418348786
"280",1168,-3.44029055600647
"281",1169,3.16121365744536
"282",1174,-0.73501578129423
"283",1175,-0.841224151318389
"284",1176,-0.864983268623709
"285",1178,0.660741597063715
"286",1179,-1.23935776085424
"287",1180,-2.77754194057372
"288",1182,2.83604029352829
"289",1183,3.91292050704824
"290",1185,0.0566552041043571
"291",1186,2.79680394355
"292",1187,-2.46983059750018
"293",1188,0.337753205506627
"294",1189,0.445933852435985
"295",1190,-2.15932344596196
"296",1191,-3.66152910715932
"297",1193,0.982103534062547
"298",1197,0.480689571260238
"299",1198,-0.259955948416622
"300",1199,-2.62675955766717
"301",1201,3.06680364588783
"302",1203,-0.182953192382621
"303",1204,0.420606539930994
"304",1205,-0.639897093844899
"305",1206,0.6642455953382
"306",1209,0.304961707899529
"307",1210,-0.0300117415094298
"308",4001,-0.854431782001613
"309",4002,-0.67188474509034
"310",4003,-2.93623586034588
"311",4004,5.1554100060361
"312",4007,2.44123755760551
"313",4009,0.0356126294968912
"314",4010,-2.37337617860817
"315",4011,4.66947757455988
"316",4012,3.9003763009849
"317",4013,2.20484333088305
"318",4014,3.08523186316612
"319",4016,0.777119852028882
"320",4021,2.27036975028863
"321",4022,1.74742238740195
"322",4023,1.60035522335296
"323",4024,-3.76911658276959
"324",4026,-3.50162285935053
"325",4030,0.940113702652605
"326",4034,3.79926985148578
"327",4036,-2.90929996486189
"328",4037,-3.6733725389945
"329",4038,1.73220180068641
"330",4039,-2.58249696234256
"331",4040,-3.86405203055031
"332",4041,3.88409000758272
"333",4042,3.59005755228421
"334",4044,2.46558221739719
"335",4045,3.64282997221969
"336",4047,0.639003284076778
"337",4048,-4.39319768518223
"338",4050,-1.11200372919605
"339",4052,-0.345588329510211
"340",4055,-0.671287647568437
"341",4056,-2.1861353546284
"342",4057,-1.68778910204121
"343",4059,-2.05057875247302
"344",4060,1.37349897754686
"345",4062,1.44988001211014
"346",4063,-2.69380360724507
"347",4064,-0.0202059706554925
"348",4065,1.7454314427471
"349",4068,-0.675896624447267
"350",4070,-2.2178245587003
"351",4071,-1.54634228423933
"352",4075,-2.12088408634721
"353",4076,5.46483934386271
"354",4078,-2.47345420191676
"355",4081,0.331270007964149
"356",4082,0.812031963394803
"357",4083,5.83809428624497
"358",4084,1.10880053719463
"359",4085,1.49062125328221
"360",4088,-3.263402964228
"361",4090,-2.3550577819854
"362",4091,-2.64299848378473
"363",4092,1.77452033359474
"364",4093,-0.551140363456004
"365",4104,-2.11792769530519
"366",4107,-9.16122896354036
"367",4108,-1.8552757676169
"368",4109,0.199512987675956
"369",4114,3.3095499701935
"370",4119,0.593261084896392
"371",4121,2.53865306573734
"372",4122,3.19457561259888
"373",4123,-5.14838864468693
"374",4124,-1.68938101779064
"375",4125,-5.56228979020829
"376",4126,-4.85314255448427
"377",4128,0.726889056163066
"378",4130,-0.257769850771455
"379",4132,-1.49982220141631
"380",4134,-2.06723727179285
"381",4142,-3.93888373878519
"382",4143,-2.78823581598956
"383",4148,-2.41821102062065
"384",4151,-1.04994099850343
"385",4155,2.72996770760259
"386",4156,1.74407245488614
"387",4157,-3.269003579267
"388",4158,-0.434849317405948
"389",4159,-1.74095245979035
"390",4161,2.49499486934793
"391",4162,-1.5647624652483
"392",4163,-2.63243188182305
"393",4165,-1.51925588607782
"394",4167,-1.6025889217275
"395",4174,0.345632071891918
