"","SubjectID","composite1"
"1",1,0.717349743507401
"2",2,0.232873866429864
"3",11,1.09112533244841
"4",12,0.269531207936814
"6",15,-0.0705168312967891
"7",17,-0.959294625488061
"9",19,0.0938750760687933
"11",21,-0.344881737012326
"13",25,-0.61781719211439
"14",31,1.91219255535159
"15",33,-1.17581148790204
"17",37,0.64049691668967
"18",39,-2.85860711381291
"19",40,-1.07036471392599
"20",42,-0.947713711020247
"21",43,-0.701233662914877
"22",45,-1.10426882615208
"23",46,-0.320260585099622
"24",50,2.11618975789179
"25",51,-0.313141890909444
"26",54,1.17055133285253
"27",61,0.912166318205276
"28",62,-0.990010005081553
"31",71,0.334958700562625
"32",73,0.360706810553288
"33",77,-0.438095778457577
"34",78,-1.49514483078159
"35",80,-1.82212953713582
"36",81,-1.69753137450282
"37",82,-0.342993664892046
"38",83,1.02042050105739
"39",84,-2.11335294701709
"40",85,0.43171564752416
"41",86,-0.805805752575153
"42",87,-0.829383713119731
"43",88,0.912676737451525
"47",94,0.928376205099389
"48",95,1.06356290551423
"50",98,-0.864068677547537
"51",99,-0.369476936618979
"52",100,0.0861771781259105
"53",102,0.299261184599088
"54",103,-0.285867031779653
"55",106,0.0923081502248882
"57",108,-2.18778436456427
"59",110,0.297508153358459
"60",112,0.0213167653524424
"63",117,1.16503814398824
"64",121,0.0368453394639498
"65",123,-0.139679256129658
"66",124,1.16575615454139
"67",130,-0.143384003141943
"68",131,0.844785646363034
"69",133,1.01319769405692
"70",136,1.87485235365812
"72",142,-0.21384166899916
"73",144,0.972431129992492
"74",146,0.331755240811678
"76",161,0.128409905984694
"77",162,1.63970994081401
"78",164,-0.0363264120063782
"79",165,0.817495522312002
"80",166,-1.97239557921291
"81",167,-0.555359919554936
"83",170,-0.301459550312157
"84",171,-2.03971305561502
"85",172,0.370592769109555
"86",173,1.19386332815851
"87",175,0.0131906173890068
"88",177,0.516850138450175
"89",178,0.161638343224006
"91",181,-1.20972044690828
"92",184,1.17123535212229
"93",185,0.919938957048989
"94",186,1.47051362882758
"95",189,1.10846648414066
"98",195,-0.240516768857236
"99",203,-0.197219076239257
"100",207,1.32371361825415
"101",212,1.57459818906689
"102",214,0.175556696459193
"103",219,-0.280429837494563
"104",221,0.138144518857739
"105",229,1.67845751709195
"106",284,0.850287947981846
"107",293,-0.872564522666326
"108",305,-0.493502938801197
"109",306,0.662896267890848
"110",307,0.504214017663971
"111",315,-0.333904481731891
"112",317,0.521423118674268
"113",320,0.345496348256042
"114",321,0.706490865158786
"115",323,1.06690297540168
"117",325,1.36113746758249
"118",327,1.10341662371798
"119",329,0.154282943463767
"120",333,0.491871488594087
"121",338,-1.56478078524058
"122",341,-0.103537648147003
"123",342,0.183354800999016
"124",343,0.526828093415668
"125",349,-0.416100507562302
"126",357,0.850587818321476
"129",1002,0.757019559946507
"130",1003,0.0164275803405941
"131",1004,-1.56806672643379
"132",1005,-0.572815325387875
"134",1007,-0.162852828120324
"136",1010,0.483690504919089
"138",1012,0.710722542885914
"139",1013,0.362980902398465
"140",1014,0.413380966869467
"142",1016,0.881200021998133
"144",1018,0.544664319429201
"146",1020,-1.44616343005009
"150",1024,0.146682367672302
"151",1027,0.682213689198848
"152",1028,1.04555863882244
"153",1029,0.224205885021266
"155",1031,0.745771534425806
"156",1034,-0.374414693275158
"158",1036,0.947944490995533
"160",1038,0.107415955293089
"163",1043,0.81422874698182
"166",1046,0.278438777931684
"168",1048,0.381852357698308
"170",1050,0.993322735780259
"173",1054,-1.88386113052104
"176",1057,-1.51117718653972
"177",1058,-0.707587255019174
"178",1059,-1.80701239940168
"179",1061,0.536611969076625
"186",1068,-1.59680644308666
"191",1073,1.19391449099884
"192",1074,1.48907128636734
