"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","Pred","stdPred","resid","CI_group"
"96","124",20.42,1.766085409,151.13,1.085657929,77.33,0.907436919,73,1.421900249,32,1.567141763,213,1.631487019,23,0.904086171,88,1.474234252,44,1.678754225,1.245534215,1.442110721,1.48483517770219,1.66633090567592,-0.0106009257021879,"EAC"
"98","126",24.91,1.846085409,126.67,0.437474103,72,0.011751027,72,-0.828317379,31,1.102549013,204,-0.006129261,20,0.591254207,79.96226415,0.234823476,40,0.14476127,0.180864191,0.209409092,0.188521553546421,0.211565092039838,0.0463019224535797,"EAC"
"99","127",20.56,2.266085409,148.11,0.005351553,91.29,-0.21994689,76,-0.200995735,30,-0.610761311,205,-0.370349867,27,0.013034742,87.26415094,0.943056631,43,0.884210536,-0.256588096,-0.297084126,-0.212560284981065,-0.238542147664665,1.15561691598107,"UGC"
"101","129",22.36,2.186085409,128,0.365093576,74.67,0.992026858,73,1.189390714,30,1.102549013,210,1.185291298,25,0.904086171,85.56603774,1.614725431,44,0.884210536,0.91226504,1.05624332,1.14567235389743,1.28571122218785,0.469053077102573,"UGC"
"102","130",20.24,0.516085409,100,-0.354930623,74.67,-1.018965338,71,-0.968234398,30,-0.610761311,203,-1.02798239,21,-0.252693548,80,-1.828841462,40,-1.16894812,-0.738222918,-0.85473299,-0.824968896781086,-0.925807247576898,-1.00387256521891,"UPC"
"104","132",19.07,-0.653914591,140.6,0.365093576,68,0.090023366,76,-0.200995735,29,0.304076256,218,0.058661198,25,0.294292934,87.39622642,0.021240794,44,-0.089482551,0.139549366,0.161573752,0.0927553502220359,0.104093106787219,-0.0715145562220352,"EAC"
"106","134",21.17,2.016085409,121.33,0.005351553,68,-0.295729157,68,-0.368379615,25,-0.035776103,206,0.124662443,20,0.013034742,79.69811321,0.57602551,39,-0.089482551,-0.173633331,-0.20103702,0.0964427449247632,0.108231222483106,0.479582765075237,"UGC"
"107","136",23.14,2.936085409,167.2,-0.499151524,100.22,-0.065910865,75,-0.828317379,31,-0.035776103,222,-0.590963,25,-1.354899639,88.50943396,-0.081489395,45,-0.539616645,-0.357288968,-0.413678119,-0.54723897435721,-0.614129587913956,0.465749579357211,"UGC"
"110","140",22.92,-1.233914591,134.67,0.221412828,66.67,0.491533654,76,0.346288694,31,-0.851164447,219,0.19189094,26,-0.252693548,87.16981132,0.57602551,43,-0.539616645,0.052017682,0.060227376,0.0515697554288951,0.0578732767994338,0.524455754571105,"UGC"
"111","141",17.1,2.936085409,118.67,1.085657929,60,0.248971844,67,0.1561256,30,1.102549013,188,0.775922446,20,-0.252693548,71.98113208,0.641014808,37,0.884210536,0.648326097,0.750648198,0.689243263992421,0.773491475384473,-0.0482284559924195,"EAC"
"112","142",16.15,-3.063914591,137.33,1.085657929,68,0.656333036,69,-0.200995735,27,0.682542295,212,0.401106703,22,0.904086171,88,-0.555921765,39,1.142935739,0.555884381,0.643616864,0.415735162521962,0.466551682145116,-0.971656927521962,"UPC"
"114","144",24.99,-1.403914591,137.33,0.941437028,80,0.090023366,75,1.421900249,31,0.304076256,215,1.448440159,26,-1.163993086,84.8490566,1.474234252,42,1.142935739,0.689359225,0.798157382,0.829181358692871,0.930534610935998,0.64505289330713,"UGC"
"116","146",21.2,-4.313914591,118.67,-0.210709722,83.18,-0.665955136,75,-0.968234398,28,-1.250106035,217,0.19189094,25,1.578007153,87.75471698,-0.555921765,43,-0.317608215,-0.773751323,-0.895868668,0.00406612021184277,0.00456313390695833,-0.559987885211845,"UPC"
"118","148",21.72,0.226085409,110.67,-0.426770997,64,-1.902534679,66,-0.026231123,28,-0.610761311,191,-0.537405506,18,-0.252693548,74.56603774,0.092555124,35,-0.317608215,-0.741574528,-0.858613568,-0.542246432023557,-0.608526792591289,0.634801556023557,"UGC"
"119","150",21.7,-1.563914591,156,-0.715212799,82.33,-0.519754225,73,0.750905434,31,0.304076256,209,0.698266199,23,1.232951274,82.83018868,0.57602551,40,0.14476127,-0.044996334,-0.052097882,0.533762334815682,0.599005659433876,0.0422631751843182,"EAC"
"120","151",19.87,-3.903914591,114.67,-1.147335349,72,-0.809399903,66,-1.576149195,29,-0.610761311,188,-1.277718366,22,-0.503071129,73,-2.004878027,37,-1.74326023,-1.03591144,-1.199404219,-1.23011508622096,-1.38047563564225,-0.774762940779037,"EPC"
"121","152",16.18,-0.403914591,112,1.085657929,81.61,0.992026858,76,1.663562087,30,0.682542295,220,2.116875805,24,2.711830181,87.32075472,1.905187469,42,2.239068699,1.105947292,1.280493484,1.93083917673246,2.16685127238638,-0.0256517077324544,"EAC"
