"SubjectID","wj3.watt.cs","wj3.wid.cs","towre.w.cs","towre.nw.cs","decoding_comp"
"1",0.388545074998472,1.07341241543376,1.62938348669062,0.623067407132192,1.06571631724612
"2",0.149218599384098,0.576011244150427,0.873874552734313,0.853517989290603,0.703692062351946
"3",1.10652450184159,1.23921280586154,-0.35831160070378,0.825908995340084,0.807185529428316
"11",0.86719802622722,1.07341241543376,1.62938348669062,0.825908995340084,1.2612467424601
"12",0.149218599384098,0.244410463294871,1.55165846686634,0.75097029747439,0.773594517484308
"14",0.86719802622722,1.23921280586154,1.26249965185572,0.60052945288687,1.13888847789094
"15",0.86719802622722,0.0786100728670934,-0.648013947321558,0.450652057155483,0.21473980642971
"17",-0.0901078762302761,-1.24779305055513,-0.0686092540860014,-0.150547872338467,-0.446741984871445
"18",0.627871550612846,-0.0871903175606843,0.22163662413894,-0.0756091744727732,0.19702643669169
"19",0.388545074998472,0.907612025005982,-0.286021896951126,0.60052945288687,0.462122477626092
"20",-0.32943435184465,-0.41879109841624,-0.690960189563744,-0.619528796902484,-0.590674298784802
"21",0.149218599384098,0.410210853722649,-0.720847182681375,0.60052945288687,0.125987366012737
"22",-1.52606672991652,-1.08199266012735,-0.9382598255465,-1.27744558460454,-1.38400636825942
"23",-1.28674025430215,-0.0871903175606843,0.439049267004064,0.300211212567962,-0.182095828851103
"24",1.10652450184159,1.23921280586154,1.26249965185572,1.6705188306835,1.51454972055987
"25",0.149218599384098,-0.916192269699573,0.148803388779123,0.225272514702268,-0.112727928059698
"27",1.10652450184159,1.40501319628932,1.62938348669062,1.70432576205149,1.677084048168
"28",0.86719802622722,1.40501319628932,1.7071085065149,0.825908995340084,1.37868810585553
"30",0.388545074998472,0.244410463294871,0.22163662413894,0.60052945288687,0.417494978634172
"31",1.10652450184159,1.07341241543376,2.47946692029326,1.84800522036541,1.86706772616398
"32",-0.0901078762302761,-0.916192269699573,0.22163662413894,-0.375927414791681,-0.332989959856577
"33",-0.808087303073398,-0.584591488844018,-0.140898957838655,-0.526368259379202,-0.591027654333105
"34",0.627871550612846,-0.41879109841624,-0.286021896951126,0.0748316701147475,-0.000605324193443057
"35",-3.91933148606026,-2.40839578354957,-1.08283923305181,-2.85510238177704,-2.94536564260588
"36",0.627871550612846,0.576011244150427,0.439049267004064,1.03945611181451,0.769615117683811
"37",0.86719802622722,1.23921280586154,0.00422398127381547,0.60052945288687,0.777871385797043
"40",-0.808087303073398,-0.750391879271795,0.22163662413894,-0.375927414791681,-0.491417937685701
"41",0.627871550612846,0.410210853722649,-0.648013947321558,0.60052945288687,0.284216555424052
"42",0.388545074998472,-0.41879109841624,0.148984564169739,0.225272514702268,0.0987016389109756
"43",-0.0901078762302761,-0.41879109841624,-0.213188661591309,0.225272514702268,-0.142543287356176
"45",0.149218599384098,-0.584591488844018,-0.0686092540860014,-1.42788642919206,-0.554280425778962
"46",-0.0901078762302761,0.907612025005982,0.439049267004064,-0.601306957244896,0.187999479442915
"47",0.149218599384098,-0.41879109841624,-0.0686092540860014,-0.450866112657375,-0.2263889962153
"50",1.10652450184159,1.07341241543376,2.72079495387355,2.18494763633297,2.03298169956461
"51",0.388545074998472,0.0786100728670934,0.511338970756718,-0.300988716925988,0.194385885157573
