"","X","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","rc.comp","Pred","stdPred","resid","CI_group"
"222",222,"213",16.85,3.646085409,120,1.255806183,65.33,0.573339531,63,1.421900249,27,-0.035776103,167,0.621974035,14,0.904086171,53,1.232697108,36,1.40778337,0.803817465,0.93068,-1.07994562060234,0.307914575637537,0.789994997659495,-1.38786019623988,"UPC"
"223",223,"214",20.63,0.876085409,121.33,0.509314477,66.67,-0.44592234,75,0.965801985,29,0.682542295,213,0.935398336,24,1.232951274,87.49056604,1.10321734,43,1.142935739,0.427934104,0.495472828,1.48290336742739,0.319931253985262,0.820804221765079,1.16297211344213,"UGC"
"224",224,"215",22.35,3.006085409,126.67,0.509314477,69.33,3.06236478,68,1.663562087,24,1.102549013,198,1.271509916,18,0.294292934,75.35849057,1.293445839,29,1.40778337,1.584447589,1.834513117,-0.943138872618323,0.526955766447049,1.35158855460792,-1.47009463906537,"UPC"
"225",225,"216",16.95,1.926085409,109.33,-0.354930623,77.33,-1.417772325,69,-1.350555732,31,-1.947077367,204,-1.462865546,20,-0.738283726,77.37735849,-0.587497319,35,-0.317608215,-1.267584012,-1.467640528,-0.196440542122291,-0.776081927820104,-1.98923319155285,0.579641385697814,"EPC"
"228",228,"219",22.03,4.416085409,108,-0.138869348,61.33,-1.727349402,71,-1.680715639,30,-2.062177804,201,-1.748770706,25,-0.252693548,79.88679245,-1.239519683,38,-0.755508785,-1.402278048,-1.623592658,0.311814215921722,-1.07384336266148,-2.75265537117412,1.38565757858321,"EPC"
"229",229,"22",18.16,1.936085409,101.33,0.797216126,44,0.491533654,61,0.965801985,21,0.304076256,177,-0.427114091,9,1.232951274,61.26415094,1.071302565,29,0.63160695,0.639657005,0.740610907,-1.5724836068579,0.0677309051762995,0.174194830956795,-1.6402145120342,"UPC"
"230",230,"220",18.92,4.956085409,129.33,-0.426770997,72,-0.21994689,71,0.5444753,30,-0.339824306,216,2.427941224,25,0.591254207,84.50943396,1.095836296,41,0.63160695,-0.110516723,-0.127959031,0.997987646116776,0.796361395621082,2.04231008050279,0.201626250495695,"EAC"
"233",233,"224",21.88,-0.023914591,120,-0.067028974,73.33,-0.21994689,62,-1.229160995,28,-0.339824306,116,-0.069725257,13,1.232951274,50.30188679,-1.043557637,29,0.14476127,-0.463990291,-0.537219584,-1.90125663545961,0.0606573483196482,0.156059137205667,-1.96191398377926,"UPC"
"234",234,"225",18.46,-3.703914591,113.33,-0.283090249,76,0.16949459,76,0.1561256,30,0.304076256,215,-1.277718366,25,-0.738283726,87.90566038,-1.623613789,45,-1.16894812,0.086651549,0.100327335,1.80217097230142,0.168977696501123,0.433778635535225,1.6331932758003,"UGC"
"235",235,"226",21.5,2.126085409,80,-1.795519174,76,0.410299723,74,-1.576149195,30,-1.250106035,197,-1.53146455,18,-1.354899639,79.83018868,-1.449193157,36,-1.16894812,-1.05286867,-1.219037726,0.0645286409413164,-0.806257311030917,-2.06659900903683,0.870785951972234,"EPC"
"238",238,"229",18.94,-0.493914591,156,0.293253202,90.73,0.491533654,75,0.346288694,32,0.304076256,225,0.260363295,26,0.904086171,86.94339623,0.349985956,43,-0.089482551,0.358787952,0.41541368,1.44351085719834,0.169578246741066,0.435318369427874,1.27393261045727,"UGC"
"244",244,"234",20.18,-0.763914591,97.33,-0.067028974,61.33,-0.065910865,70,-1.229160995,31,-0.610761311,205,-1.53146455,15,-0.503071129,78.86792453,-1.249772242,43,-0.96528561,-0.493215536,-0.571057305,0.917025186142788,-0.297760693727645,-0.762878813980315,1.21478587987043,"UGC"
"251",251,"240",20.97,-1.043914591,124,1.181805196,73.64,1.850574169,67,1.189390714,26,1.567141763,147,0.775922446,17,0.591254207,64,1.202557614,30,1.40778337,1.447227961,1.675636793,-1.37206479748162,0.228151656977891,0.585493090793888,-1.60021645445951,"UPC"
"253",253,"242",20.1,-0.393914591,120,0.725375752,68,-0.065910865,62,1.421900249,30,1.102549013,131,1.820803717,21,0.904086171,58.03773585,1.336856578,33,1.40778337,0.795978537,0.921603894,-1.27221201780909,0.417896456164856,1.07197445210342,-1.69010847397395,"UPC"
"254",254,"243",18.66,3.216085409,125.33,0.437474103,70.67,1.364534528,68,1.189390714,28,1.567141763,196,1.917861794,24,1.232951274,78.47169811,1.474234252,40,2.239068699,1.139635277,1.319498277,0.484379946002544,0.510627465502977,1.30972488242729,-0.0262475195004331,"EAC"
"255",255,"244",19.33,5.626085409,62.67,-0.283090249,40,0.573339531,58,0.965801985,17,0.304076256,164,0.547028348,13,0.013034742,57.98113208,0.729778981,25,0.63160695,0.390031881,0.451588684,-2.04311027281186,0.344776206747415,0.88450349833652,-2.38788647955928,"UPC"
"256",256,"245",24.03,1.896085409,114.67,0.221412828,83.18,1.188687111,76,0.1561256,31,0.682542295,218,0.698266199,19,0.591254207,87.35849057,0.479059999,44,0.884210536,0.562191959,0.650919935,1.61626409841973,0.277886378947906,0.713006547563173,1.33837771947182,"UGC"
"260",260,"249",19.52,2.396085409,98.67,0.653535379,37.33,-0.44592234,55,0.1561256,18,0.304076256,206,-0.253507611,22,0.013034742,72.09433962,0.106567163,38,0.14476127,0.166953724,0.193303204,-0.116165367174931,0.0124819661306867,0.0325436279041446,-0.128647333305618,"EAC"
"263",263,"251",16.27,0.666085409,112,-0.293893313,61.33,0.00882032,68,-0.528591259,28,-0.610761311,212,-0.983252354,24,-0.252693548,81,-0.370320551,44,-0.755508785,-0.356106391,-0.412308901,1.18920314192091,-0.239442612723637,-0.613358724062938,1.42864575464455,"UGC"
"264",264,"252",24.22,3.146085409,112,-0.642832272,40,-0.295729157,65,-0.368379615,19,-0.851164447,200,-0.482794231,23,-1.163993086,78.73584906,-0.098668887,35,0.14476127,-0.539526373,-0.624677152,-0.117846894486074,-0.278613220689769,-0.71378714564992,0.160766326203694,"EAC"
"265",265,"253",23.15,3.106085409,113.33,-0.499151524,74.67,-2.014627359,75,-1.466156694,30,-1.67740746,219,-1.197935015,25,-0.252693548,87.96226415,-1.013966521,44,-1.74326023,-1.414335759,-1.637553378,1.66016858273915,-0.739625977798334,-1.89576480522334,2.39979456053748,"EPC"
"266",266,"254",24.48,1.186085409,84,0.581154851,41.33,-0.065910865,58,-0.026231123,25,0.304076256,190,1.185291298,16,-0.252693548,66.39622642,0.720602567,34,1.955849081,0.19827228,0.229564613,-0.851550429295678,0.303030089265572,0.77747180024005,-1.15458051856125,"UPC"
"267",267,"255",24.75,2.446085409,125.33,-1.219175723,62.67,-0.143532136,74,-1.10178426,24,-1.554992181,215,-0.694976298,24,-0.503071129,86.83018868,-0.628559877,39,-0.317608215,-1.004871075,-1.163464908,0.896056254415748,-0.41761279326113,-1.07016424571119,1.31366904767688,"EPC"
"268",268,"256",21.3,-2.663914591,128,-1.651298273,74.67,-1.845227782,75,-1.466156694,30,-1.782380296,222,-1.957597081,24,-2.303374349,87.35849057,-1.514925663,41,-1.16894812,-1.686265761,-1.952400748,1.19721035548641,-0.858570246676236,-2.20072267543443,2.05578060216265,"EPC"
"272",272,"262",18.26,2.706085409,125.33,-0.283090249,53.33,-0.21994689,65,-0.200995735,26,-0.339824306,205,-0.132142974,20,0.294292934,76.81132075,0.128682119,37,-0.089482551,-0.260964295,-0.302150999,0.00901021502074068,-0.0319695393016542,-0.0814243383728932,0.0409797543223954,"EAC"
"273",273,"263",16.51,0.566085409,108,-0.715212799,45.33,0.573339531,63,0.346288694,30,-0.035776103,178,0.124662443,18,0.013034742,75,0.817785013,38,-0.755508785,0.042159831,0.048813708,0.0333699946342598,0.0783472216488602,0.201413706582341,-0.0449772270146002,"EAC"
"274",274,"264",16.51,4.366085409,101.33,-2.227641725,56,-2.793042779,62,-2.522069701,24,-2.216040637,169,-2.047843313,21,-2.458033425,70,-2.044587804,35,-2.262582622,-2.439698711,-2.824744293,-0.57780329426871,-1.96955551916226,-5.04914661153025,1.39175222489355,"EPC"
"275",275,"265",18.85,-0.693914591,120,0.581154851,88.5,2.165244969,73,1.663562087,30,1.567141763,201,2.01654588,25,0.591254207,78,1.471613511,29,1.678754225,1.494275918,1.730110096,-0.795571969279582,0.298788567064889,0.766597080600543,-1.09436053634447,"UPC"
"278",278,"268",20.26,2.616085409,168.65,0.437474103,96.67,0.090023366,76,-0.026231123,32,-1.063496366,214,-0.069725257,24,-0.738283726,90,-0.044969388,41,-1.74326023,-0.140557505,-0.162741001,1.39373374858959,-0.014419944140045,-0.0364294242501699,1.40815369272963,"UGC"
"280",280,"27",23.71,4.096085409,148.57,0.221412828,96.92,0.98501017,76,-0.681836275,32,-0.610761311,222,0.854960526,25,0.294292934,88.98113208,0.57602551,45,-0.317608215,-0.021543647,-0.024943774,1.88176014593329,0.31431896655839,0.806415035662565,1.5674411793749,"UGC"
"281",281,"270",22.67,3.496085409,133.33,0.077191927,82.67,-0.371433657,76,-1.10178426,31,-0.851164447,216,-1.197935015,24,-0.958524173,86,-0.672293284,43,-0.089482551,-0.561797609,-0.650463348,1.37673197137119,-0.579055158597799,-1.48408179179701,1.95578712996899,"EPC"
"282",282,"271",24.56,2.666085409,124,1.085657929,77.33,0.598053804,75,0.965801985,29,1.567141763,221,1.359219943,24,0.294292934,90,0.974236542,43,1.142935739,1.05416387,1.220537341,1.66987358010605,0.4810810543838,1.23397166882323,1.18879252572225,"UGC"
"283",283,"272",19.6,2.296085409,125.33,-0.570991898,77.33,-0.371433657,68,0.5444753,32,0.682542295,198,0.124662443,20,1.232951274,78,0.446452116,38,0.14476127,0.07114801,0.082376949,0.20019808596014,0.107910296403459,0.277209643613223,0.0922877895566823,"EAC"
"284",284,"273",23.02,-1.573914591,134.67,-0.931274074,81.82,-1.287800979,75,-1.10178426,29,-1.554992181,214,-1.156765001,23,-2.207588062,88,-1.238234621,44,-1.74326023,-1.218962874,-1.411345756,1.66293243900402,-0.561914461516386,-1.44013523997746,2.22484690052041,"EPC"
"286",286,"275",21.71,-1.713914591,130.67,0.149032301,74.67,0.090023366,68,1.189390714,28,0.304076256,200,1.271509916,25,-0.503071129,80,1.01285823,36,0.63160695,0.433130659,0.501489529,0.074818634066442,0.0477712888837315,0.12302093134621,0.0270473451827104,"EAC"
"287",287,"276",20.78,-0.703914591,160,0.149032301,100.54,1.634970912,75,0.965801985,31,1.567141763,220,0.260363295,26,1.232951274,89,0.732075678,42,0.63160695,1.07923674,1.249567338,1.45443137526981,0.205330292643344,0.526982035755842,1.24910108262647,"UGC"
"288",288,"277",18.94,2.146085409,145.71,0.077191927,105.88,0.329039454,69,-0.968234398,31,-0.035776103,207,-2.508873107,17,-1.693910723,83,-1.861604596,35,-1.74326023,-0.14944478,-0.173030911,0.146710034384653,-0.777042942356843,-1.99169710973176,0.923752976741495,"EPC"
"292",292,"281",20.97,3.206085409,109.33,-0.210709722,70.67,-0.21994689,72,-0.026231123,31,-1.063496366,219,0.19189094,23,0.904086171,88,0.722895115,45,0.63160695,-0.380096025,-0.440084701,1.80907623030012,0.0481662534444701,0.124033569890193,1.76090997685565,"UGC"
"293",293,"282",19.58,0.996085409,117.33,-0.067028974,70.67,-0.21994689,71,0.1561256,31,0.304076256,212,-0.370349867,25,0.904086171,85,0.226564663,42,1.40778337,0.043306498,0.050141348,1.16782155897748,0.000769621233182603,0.00251467578382747,1.1670519377443,"UGC"
"296",296,"286",16.41,2.876085409,121.33,0.293253202,65.33,-0.879800747,70,0.750905434,30,1.102549013,206,-0.006129261,26,0.904086171,76,0.347865282,38,-0.317608215,0.316726726,0.366714138,0.0875514065685726,0.103316174169091,0.265430902650761,-0.0157647676005177,"EAC"
