"","Model","P-Val","Sig"
"1","WJ3NoImputeInt-20_70",1.40624258300258e-12,"*"
"2","WJ3NoImputeNoInt-20_70",1.89060149735389e-13,"*"
"3","WJ3NoImputeInt-15_70",2.30459206197002e-12,"*"
"4","WJ3NoImputeNoInt-15_70",1.13766492567734e-12,"*"
"5","WJ3NoImputeInt-15_60",5.77878904675023e-15,"*"
"6","WJ3NoImputeNoInt-15_60",7.09602550116582e-16,"*"
"7","WJ3NoImputeInt-15_65",2.23263432748587e-15,"*"
"8","WJ3NoImputeNoInt-15_65",8.00182496448355e-14,"*"
