"","Model","P-Val","Sig"
"1","WJ3NoImputeInt-20_70",0.501354779862291,NA
"2","WJ3NoImputeNoInt-20_70",0.715846968147693,NA
"3","WJ3NoImputeInt-15_70",0.565340532248381,NA
"4","WJ3NoImputeNoInt-15_70",0.725746031325617,NA
"5","WJ3NoImputeInt-15_60",0.336300079516516,NA
"6","WJ3NoImputeNoInt-15_60",0.32668034021911,NA
"7","WJ3NoImputeInt-15_65",0.336973418150292,NA
"8","WJ3NoImputeNoInt-15_65",0.363710612322324,NA
