"","X","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","rc.comp","Pred","stdPred","resid","CI_group"
"4",4,"1002",18.92,1.976085409,137.33,1.013277401,77.33,0.853660502,75,0.965801985,30,0.682542295,223,0.547028348,28,0.591254207,90,0.817785013,44,0.63160695,0.878820546,1.017520447,1.8127874915229,0.255091214243393,0.732746479083354,1.55769627727951,"UGC"
"7",7,"1006",13.5,0.366085409,69.33,0.797216126,24,1.866810698,41,0.965801985,16,1.567141763,155,-0.132142974,17,-1.354899639,28,0.57602551,26,0.385124145,1.299242643,1.504295684,-2.51769308501348,0.129371988160806,0.37191822781977,-2.64706507317429,"UPC"
"9",9,"101",24.35,3.766085409,108,1.085657929,29.33,0.992026858,48,1.421900249,0,1.567141763,184,1.631487019,19,0.294292934,63.62264151,1.758364907,27,2.528413821,1.2666817,1.466595808,-1.67031691456054,0.478361334921005,1.37355671721343,-2.14867824948155,"UPC"
"10",10,"1010",23.5,3.276085409,117.33,1.358435288,82.67,0.410299723,72,1.421900249,31,0.682542295,214,1.271509916,24,1.232951274,88,1.202557614,44,0.884210536,0.968294389,1.121115504,1.66293243900402,0.416671606194122,1.19650029051523,1.2462608328099,"UGC"
"11",11,"1011",25.08,2.006085409,116,0.077191927,78.67,0.011751027,75,0.346288694,30,-0.339824306,219,-0.006129261,21,0.591254207,88,1.202557614,41,0.385124145,0.023851836,0.027616253,1.2438786960707,-0.00125346118103131,-0.00299143337693572,1.24513215725173,"UGC"
"12",12,"1012",25,0.496085409,136,0.221412828,76,-0.44592234,75,-0.968234398,30,-0.339824306,224,-1.597090709,25,-1.354899639,90,-1.38696219,44,-0.96528561,-0.383142054,-0.44361147,1.8127874915229,-0.446485237701045,-1.28085646909677,2.25927272922394,"EPC"
"14",14,"1014",21.17,2.626085409,122.67,1.255806183,78.67,1.184803967,71,0.5444753,31,0.682542295,216,1.185291298,25,0.013034742,91,0.57602551,43,0.884210536,0.916906936,1.061617824,1.74731016741012,0.338385832636143,0.971811357470211,1.40892433477398,"UGC"
"16",16,"1018",23.83,-0.663914591,138.67,2.021743403,78.67,1.58900867,75,0.965801985,28,0.304076256,212,0.124662443,22,-0.503071129,90,0.57602551,43,0.884210536,1.220157579,1.412729015,1.66987358010605,0.226926272697551,0.651909944198458,1.4429473074085,"UGC"
"19",19,"1020",18.08,-1.203914591,121.33,1.013277401,48,1.694456319,61,1.663562087,22,1.102549013,191,0.935398336,20,1.232951274,74,1.202557614,34,0.884210536,1.368461205,1.58443867,-0.494223441114957,0.506420405365704,1.45408939018734,-1.00064384648066,"UPC"
"21",21,"1024",24.25,2.086085409,124,1.255806183,72,0.93345571,73,1.421900249,29,1.102549013,201,0.854960526,21,0.591254207,86,1.071302565,44,0.884210536,1.178427789,1.364413219,1.51964588278804,0.364004973548873,1.04534115957337,1.15564090923917,"UGC"
"23",23,"1028",22.33,-0.573914591,138.67,1.434056735,82.67,0.47377203,75,0.1561256,31,-0.035776103,219,-0.069725257,23,-1.163993086,89,0.817785013,43,0.385124145,0.507044566,0.587068902,1.59411581654555,0.0265958361635817,0.0769391673187369,1.56751998038197,"UGC"
"24",24,"1029",21.92,-0.603914591,125.33,-0.138869348,78.67,-0.593468235,70,-0.681836275,30,-1.063496366,212,-1.690163863,26,-0.252693548,90,-0.555921765,42,-1.74326023,-0.619417556,-0.717177166,1.5301891388303,-0.427646997662434,-1.22678861152381,1.95783613649273,"EPC"
"26",26,"1031",19.58,2.316085409,134.67,1.085657929,81.33,0.739269791,76,1.189390714,29,1.102549013,223,1.017253918,25,-0.503071129,89,1.202557614,45,0.884210536,1.029216862,1.191653069,1.8831735192585,0.305329865455849,0.876937031536511,1.57784365380265,"UGC"
"28",28,"1036",21.75,0.616085409,138.67,1.085657929,81.33,-0.065910865,76,1.189390714,30,0.682542295,221,1.017253918,27,0.294292934,89,1.202557614,47,0.385124145,0.722920018,0.83701491,2.18515233603961,0.32364931108032,0.929515891069528,1.86150302495929,"UGC"
"29",29,"1037",20.25,2.576085409,136,1.940720425,72,1.38026943,67,0.5444753,25,0.682542295,208,0.401106703,21,0.294292934,79.41509434,0.459468012,38,1.142935739,1.137001863,1.316449244,0.283416646764751,0.247419504942158,0.710727814654504,0.0359971418225926,"EAC"
"31",31,"1040",23.08,-2.333914591,136,2.705037185,64,2.683823582,64,1.663562087,22,1.102549013,174,1.359219943,16,0.294292934,53,1.071302565,31,1.40778337,2.038742967,2.360507687,-1.63314503694225,0.675692754282812,1.93991997911346,-2.30883779122506,"UPC"
"33",33,"1046",24.58,2.136085409,118.67,-0.499151524,74.67,-1.417772325,71,-0.368379615,31,-1.554992181,214,-0.132142974,23,0.591254207,83,0.234823476,44,-0.539616645,-0.960073911,-1.111597629,1.31671081520432,-0.202848477825279,-0.58159169672418,1.5195592930296,"UGC"
"36",36,"1050",19.67,-0.403914591,138.67,-0.283090249,80,0.011751027,75,-0.528591259,31,0.682542295,216,-1.071802117,27,-0.252693548,88,-0.639959234,43,-1.557934351,-0.029347047,-0.033978746,1.52001852758717,-0.2106264621728,-0.603915382431789,1.73064498975997,"UGC"
"40",40,"1059",15,1.176085409,97.33,0.581154851,38.67,0.090023366,60,0.5444753,25,1.567141763,167,0.124662443,15,0.013034742,61,0.57602551,30,0.385124145,0.69569882,0.805497524,-1.48419140417349,0.127418918622806,0.366312699628484,-1.6116103227963,"UPC"
"43",43,"1064",21.5,0.206085409,121.33,0.437474103,62.67,0.656333036,61,1.421900249,25,1.102549013,189,0.19189094,21,1.939406956,86,0.943056631,35,0.63160695,0.9045641,1.047326979,0.349645101968375,0.297061825358072,0.853206830971179,0.0525832766103033,"EAC"
"44",44,"1066",13.5,2.006085409,92,0.581154851,56,0.248971844,59,0.346288694,22,1.102549013,178,0.775922446,22,1.578007153,62.32075472,0.817785013,34,0.63160695,0.569741101,0.659660521,-1.01291693639836,0.294383373607633,0.84551937463439,-1.30730031000599,"UPC"
"45",45,"1068",17.75,1.086085409,105.33,0.293253202,50.67,0.090023366,59,-0.368379615,24,-1.41322975,152,-0.482794231,20,0.294292934,52,0.459468012,34,-0.089482551,-0.349583199,-0.404756187,-1.3374519025288,-0.155939349179878,-0.446957246729241,-1.18151255334892,"UPC"
"46",46,"1070",23.75,4.766085409,70.67,-0.787053173,30.67,0.410299723,59,0.965801985,23,1.567141763,181,1.017253918,25,0.591254207,63.64150943,0.57602551,33,1.40778337,0.539047575,0.624122787,-1.07345102363144,0.231636721108435,0.665429458402675,-1.30508774473988,"UPC"
"47",47,"1073",23.17,0.846085409,133.33,0.221412828,80,-0.44592234,76,0.346288694,32,-0.610761311,216,0.058661198,26,0.294292934,90,-0.081489395,44,0.14476127,-0.122245532,-0.14153894,1.8127874915229,-0.0101023114331078,-0.0283886240982069,1.82288980295601,"UGC"
"48",48,"1074",24.08,1.816085409,155.22,-1.074954822,94.91,-2.463626105,76,-1.963638924,30,-2.187652688,218,-1.02798239,26,-2.207588062,86,-1.113937277,47,-0.539616645,-1.922468135,-2.225881774,1.96776849086524,-0.684534988407845,-1.96408589977144,2.65230347927308,"EPC"
"50",50,"1082",14.67,2.266085409,102.67,2.705037185,72,2.813243579,69,0.965801985,30,1.102549013,195,0.854960526,19,0.013034742,80,0.943056631,38,1.40778337,1.896657941,2.195998084,0.31867899685222,0.458354993860569,1.31613627895622,-0.13967599700835,"EAC"
"51",51,"1083",17.25,0.856085409,122.67,-0.210709722,69.33,0.573339531,73,0.750905434,26,0.682542295,212,1.10054546,24,1.232951274,78,0.943056631,40,0.385124145,0.449019385,0.519885893,0.456967523392522,0.33574918942496,0.964243896320932,0.121218333967562,"EAC"
"53",53,"1087",16.5,1.296085409,88,1.434056735,36,1.332461579,63,1.189390714,24,1.102549013,159,0.547028348,16,0.904086171,52,1.202557614,34,0.884210536,1.26461451,1.464202365,-1.3374519025288,0.352898500720141,1.01346433934967,-1.69035040324894,"UPC"
"54",54,"1091",22.92,1.056085409,118.67,0.149032301,49.33,-1.154657797,68,-0.828317379,25,-1.250106035,196,-1.02798239,18,-0.503071129,86,-1.187508851,40,-0.755508785,-0.771012228,-0.892697275,0.967365371735278,-0.374608594965813,-1.07456245892036,1.34197396670109,"EPC"
"56",56,"1093",19.17,1.326085409,128,1.255806183,80,0.656333036,76,0.965801985,31,1.102549013,223,0.473411677,24,0.591254207,90,0.234823476,44,0.63160695,0.995122554,1.152177826,1.8127874915229,0.273886552578681,0.786691203965561,1.53890093894422,"UGC"
"58",58,"1095",18.5,1.916085409,93.33,0.941437028,61.33,0.347785989,64,0.346288694,26,1.102549013,190,0.260363295,20,0.904086171,64,0.57602551,33,0.63160695,0.684515181,0.792548827,-1.0594931781136,0.184659671208803,0.530600066805312,-1.2441528493224,"UPC"
"62",62,"1099",17.5,-2.663914591,109.33,1.737082673,60,1.229524939,60,0.346288694,27,0.304076256,145,0.698266199,18,0.013034742,67,0.57602551,32,0.385124145,0.904243141,1.046955364,-1.04396901943052,0.340892502085369,0.979005779374031,-1.38486152151589,"UPC"
"67",67,"1104",17.58,0.776085409,100.66,0.725375752,60.54,1.28676567,60,1.189390714,24,1.567141763,173,0.935398336,17,1.578007153,63.33962264,0.943056631,36,0.884210536,1.192168475,1.38032253,-0.743491390075444,0.457498249279395,1.31367732610837,-1.20098963935484,"UPC"
"69",69,"1108",16.25,2.496085409,100,0.509314477,77.33,0.248971844,68,0.965801985,30,1.567141763,214,0.935398336,25,-0.738283726,89,0.817785013,44,0.63160695,0.822807517,0.952667159,1.7370297279624,0.23746477851262,0.682156635517449,1.49956494944978,"UGC"
"70",70,"111",23.55,-4.733914591,137.33,-0.138869348,70.67,-0.665955136,73,-1.350555732,28,-1.41322975,211,-0.694976298,17,-0.252693548,83.26415094,0.234823476,40,-0.539616645,-0.892152492,-1.032956507,0.781731380366319,-0.216356021431248,-0.62035985884289,0.998087401797567,"UGC"
"71",71,"1115",18.17,0.176085409,114.67,1.434056735,70.67,0.767457027,60,0.965801985,22,1.567141763,185,0.775922446,18,0.904086171,67.58490566,0.021240794,34,0.385124145,1.183614378,1.370418382,-0.800644082127749,0.401303095416797,1.152390944307,-1.20194717754455,"UPC"
"72",72,"1118",21.83,2.566085409,134.67,0.005351553,76,0.573339531,75,1.421900249,32,1.102549013,219,0.698266199,26,0.013034742,89,0.874145527,47,-0.089482551,0.775785087,0.89822341,2.18515233603961,0.22350948661159,0.64210338567312,1.96164284942802,"UGC"
"74",74,"112",23.62,2.936085409,117.33,-0.138869348,65.33,0.090023366,70,-1.10178426,31,-0.851164447,204,-0.643481659,25,-0.738283726,81.71698113,-0.600697062,42,-0.539616645,-0.500448672,-0.579432011,0.951611240483086,-0.301065438330183,-0.863485367308251,1.25267667881327,"UGC"
"75",75,"1120",22.25,-1.713914591,125.33,0.365093576,60,0.656333036,68,-0.528591259,31,-0.851164447,187,0.698266199,20,0.013034742,76,0.695452908,38,-0.089482551,-0.089582274,-0.103720601,0.0875514065685726,0.146203498749626,0.420226547248168,-0.0586520921810535,"EAC"
"77",77,"1126",23.5,0.226085409,138.67,1.358435288,84,1.193866309,75,1.189390714,32,-0.339824306,220,0.698266199,22,-0.252693548,90,1.614725431,47,0.884210536,0.850467001,0.984692002,2.26091009960011,0.264992661556556,0.761164741192604,1.99591743804355,"UGC"
"78",78,"1127",19,-3.103914591,108,0.221412828,72,-0.44592234,71,-0.828317379,32,-1.063496366,216,-1.114725156,23,-1.354899639,84,-0.728042869,42,-1.16894812,-0.529080814,-0.612583023,1.10018265471506,-0.317670382557166,-0.911143415917424,1.41785303727223,"UGC"
"81",81,"113",19.64,-0.353914591,147.25,0.797216126,89.42,0.011751027,76,-0.528591259,30,-0.035776103,222,-0.069725257,21,0.294292934,87.41509434,-0.555921765,40,0.385124145,0.061149948,0.070800942,1.0680743224591,0.0204040240076545,0.0591679733495015,1.04767029845145,"UGC"
"84",84,"1134",15,-4.483914591,116,-0.067028974,56,-0.143532136,59,-1.350555732,22,-1.41322975,187,-0.370349867,20,-1.531462466,78,-0.081489395,35,-0.755508785,-0.743586648,-0.860943252,-0.160752746374381,-0.201743427321969,-0.578420078085635,0.0409906809475883,"EAC"
"88",88,"1142",22.17,-1.733914591,124,0.149032301,64,0.248971844,61,-0.026231123,26,-0.035776103,195,0.124662443,24,-0.738283726,78,0.459468012,37,0.385124145,0.08399923,0.097256413,0.076654505359898,0.030795564108305,0.0889928566174748,0.0458589412515928,"EAC"
"89",89,"1146",22,-5.643914591,129.33,-0.499151524,78.67,-1.154657797,73,-2.275460112,32,-1.871707136,211,-1.156765001,25,-0.738283726,88,-1.509355496,40,-0.539616645,-1.450244142,-1.679129004,1.11065192795126,-0.411453384860109,-1.18031113014587,1.52210531281137,"EPC"
