"","Model","P-Val","Sig"
"1","WJ3NoImputeInt-20_70",0.77070197398889,NA
"2","WJ3NoImputeNoInt-20_70",0.664301487369721,NA
"3","WJ3NoImputeInt-15_70",0.493381799141497,NA
"4","WJ3NoImputeNoInt-15_70",0.59479837126011,NA
"5","WJ3NoImputeInt-15_60",0.491943888572779,NA
"6","WJ3NoImputeNoInt-15_60",0.82992343292119,NA
"7","WJ3NoImputeInt-15_65",0.512526421221697,NA
"8","WJ3NoImputeNoInt-15_65",0.718758711110371,NA
