"","Model","P-Val","Sig"
"1","WJ3NoImputeInt-10_70",2.07327908733197e-12,"*"
"2","WJ3NoImputeInt-20_65",1.3877236935131e-15,"*"
"3","WJ3NoImputeInt-20_70",1.40624258300258e-12,"*"
"4","WJ3NoImputeInt-15_65",2.23263432748587e-15,"*"
"5","WJ3NoImputeNoInt-20_70",1.89060149735389e-13,"*"
"6","WJ3NoImputeNoInt-15_70",1.13766492567734e-12,"*"
"7","WJ3NoImputeNoInt-20_65",1.36783838176057e-14,"*"
"8","WJ3NoImputeNoInt-15_65",8.00182496448355e-14,"*"
"9","WJ3NoImputeNoInt-10_70",4.50232163265151e-13,"*"
