"","Model","P-Val","Sig"
"1","WJ3NoImputeInt-10_70",0.67542942247396,NA
"2","WJ3NoImputeInt-20_65",0.0328393613906578,"*"
"3","WJ3NoImputeInt-20_70",0.0730328075939261,NA
"4","WJ3NoImputeInt-15_65",0.042162277508597,"*"
"5","WJ3NoImputeNoInt-20_70",0.0667087395198919,NA
"6","WJ3NoImputeNoInt-15_70",0.033754387717077,"*"
"7","WJ3NoImputeNoInt-20_65",0.0406544816417102,"*"
"8","WJ3NoImputeNoInt-15_65",0.0202445307056373,"*"
"9","WJ3NoImputeNoInt-10_70",0.517319789901919,NA
