"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","wj3.rcomp.raw","wj3.rcomp.t","decode","Pred","stdPred","resid","CI_group"
"429","4189",16.09,-3.760435414,114.6666667,-0.166658523,69.15254237,0.118146116,66,-0.357666301,28,-0.06006099,200,0.060344938,20,-0.20641511,34,-0.714855583,-0.116559924522288,-0.0929943712493228,-0.11356587033842,-0.621861211750676,"UPC"
"431","4191",15.34,-4.510435414,122.6666667,0.26480347,66.66666667,-0.025456162,67,-0.191012637,28,-0.06006099,172,-1.297438923,23,0.616530895,30,-1.519325758,-0.00293157977048523,-0.658122979758488,-0.803707880196375,-0.861202778241511,"UPC"
"434","4195",17.17,-2.680435414,118.6666667,0.049072473,70.66666667,0.206641551,66,-0.357666301,28,-0.06006099,167,-1.469844157,22,0.328114835,34,-0.714855583,-0.0405033167720966,-0.771532985585169,-0.942205574669329,0.0566774025851699,"EAC"
"435","4197",15.84,-4.010435414,121.3333333,0.192893134,72,0.285205615,60,-1.21811453,26,-0.636451412,194,-0.29412573,20,-0.20641511,32,-1.126291415,-0.344116798263004,-0.343406135548632,-0.419371797880308,-0.782885279451368,"UPC"
"436","4198",17.09,-2.760435414,86.66666667,-1.676775502,60,-0.399879622,69,0.163943594,27,-0.365597421,203,0.25246606,23,0.616530895,40,0.62731058,-0.569577237770703,0.0249943140518367,0.0305233638432529,0.602316265948163,"UGC"
"437","4199",15.17,-4.680435414,105.3333333,-0.670030853,64,-0.177123521,68,-0.017208171,26,-0.636451412,210,0.742076925,19,-0.452727525,33,-0.922856738,-0.375203489264881,0.14004563389797,0.171025451190921,-1.06290237189797,"UPC"
"439","4205",16.84,-3.010435414,126.6666667,0.480534467,68,0.051303916,71,0.549087282,31,1.09549979,209,0.668454285,23,0.616530895,43,1.357650474,0.544106363712961,0.539042117334335,0.658284865877876,0.818608356665667,"UGC"
"442","4208",18.67,-1.180435414,128,0.552444797,72,0.285205615,65,-0.517363198,28,-0.06006099,200,0.060344938,20,-0.20641511,37,-0.063771287,0.0650565559792309,-0.0014533994197739,-0.00177490925177942,-0.0623178875802252,"EAC"
"444","4213",17.42,-2.430435414,120,0.120982804,77.33333333,0.605281744,76,1.654750487,29,0.283170289,211,0.816966741,28,2.273784504,37,-0.063771287,0.666046330968581,0.908731554348514,1.10975415489031,-0.972502841348512,"UPC"
"446","4215",17.09,-2.760435414,122.6666667,0.26480347,72,0.285205615,68,-0.017208171,30,0.667255005,216,1.210976399,23,0.616530895,40,0.62731058,0.300013979717743,0.759820726624176,0.927902419926132,-0.132510146624175,"EAC"
"448","4219",15.25,-4.600435414,109.3333333,-0.454299856,62.66666667,-0.252015989,66,-0.357666301,31,1.09549979,186,-0.709436903,19,-0.452727525,35,-0.502320313,0.00787941096297984,-0.511400600757909,-0.624528705739561,0.00908028775790991,"EAC"
"450","4221",17.09,-2.760435414,120,0.120982804,70.66666667,0.206641551,66,-0.357666301,27,-0.365597421,201,0.123249075,25,1.236134677,38,0.162183131,-0.0989098417677094,0.178403413762722,0.217868443902587,-0.0162202827627211,"EAC"
"451","a1950019",24.08,4.229564586,112,-0.31047919,52,-0.82748417,63,-0.816650502,27,-0.365597421,162,-1.62473084,9,-2.175313416,37,-0.063771287,-0.580052820763037,-1.26200681790065,-1.54117825331307,1.19823553090065,"EPC"
"453","a1950022",22.75,2.899564586,94.66666667,-1.245313509,48,-1.031821158,61,-1.090377422,19,-1.784567601,165,-1.533825501,8,-2.276600906,32,-1.126291415,-1.28801992249504,-1.44333469372544,-1.76261808626564,0.317043278725441,"EPC"
"454","a1950023",18.42,-1.430435414,130.6666667,0.696265464,87.37864078,1.232385385,72,0.753484457,32,1.571361153,197,-0.121723812,20,-0.20641511,42,1.109884717,1.06337411470074,0.169710433881757,0.207252469916541,0.940174283118245,"UGC"
"457","a1950026",20.83,0.979564586,104,-0.741941183,53.33333333,-0.757935589,51,-2.125416301,20,-1.684010355,142,-2.09461981,10,-2.061610351,30,-1.519325758,-1.32732585699487,-1.74536503304763,-2.13146125272253,0.226039275047631,"EPC"
"458","a1950028",23.5,3.649564586,93.33333333,-1.317223841,20,-2.250253489,58,-1.456231828,20,-1.684010355,192,-0.403876086,16,-1.109133369,38,0.162183131,-1.67692987823984,-0.771452977880889,-0.942107868276475,0.933636108880888,"UGC"
"459","a1950029",19.5,-0.350435414,122.6666667,0.26480347,90.8607864,1.456833394,68,-0.017208171,31,1.09549979,185,-0.757047839,13,-1.64421882,38,0.162183131,0.699982120705859,-0.458659317373797,-0.560120401560409,0.620842448373798,"UGC"
"460","a1950030",19.42,-0.430435414,116,-0.094748193,70.66666667,0.206641551,66,-0.357666301,25,-0.875491098,189,-0.560998323,19,-0.452727525,32,-1.126291415,-0.280316010261395,-0.443512450158485,-0.541622860955265,-0.682778964841515,"UPC"
"461","a1950031",19.75,-0.100435414,82.66666667,-1.892506499,22.66666667,-2.15302727,58,-1.456231828,22,-1.42828288,178,-1.06546898,9,-2.175313416,33,-0.922856738,-1.73251211924556,-1.35357397179936,-1.65300118826469,0.430717233799356,"EPC"
"462","a1950032",24.25,4.399564586,108,-0.526210186,52,-0.82748417,63,-0.816650502,23,-1.268890484,180,-0.981662485,20,-0.20641511,34,-0.714855583,-0.859808835501352,-0.70306083171798,-0.858586537909064,-0.0117947512820201,"EAC"
"463","a1950033",19.33,-0.520435414,134.6666667,0.91199646,71.15821347,0.235536135,68,-0.017208171,29,0.283170289,163,-1.595090534,18,-0.685210621,38,0.162183131,0.353373678225184,-0.847443024529969,-1.03490784819953,1.00962615552997,"EPC"
"464","a1950034",24.92,5.069564586,97.33333333,-1.101492844,34.66666667,-1.662469051,61,-1.090377422,21,-1.565930506,163,-1.595090534,19,-0.452727525,30,-1.519325758,-1.35506745574434,-1.18287000387044,-1.44453540234743,-0.336455754129565,"EPC"
"466","a1950036",22,2.149564586,117.3333333,-0.022837862,65.33333333,-0.101601071,66,-0.357666301,27,-0.365597421,167,-1.469844157,24,0.919173977,30,-1.519325758,-0.211925663766553,-0.649476463982703,-0.793148648747252,-0.869849294017297,"UPC"
"467","a1950037",20.17,0.319564586,122.6666667,0.26480347,64,-0.177123521,74,1.18696091,28,-0.06006099,210,0.742076925,20,-0.20641511,43,1.357650474,0.30364496722838,0.443028760064642,0.541032172665052,0.914621713935359,"UGC"
"468","a1950038",23.58,3.729564586,121.3333333,0.192893134,53.33333333,-0.757935589,64,-0.670294899,20,-1.684010355,171,-1.333387148,5,-2.508095132,28,-1.89367398,-0.729836927244089,-1.2090818132239,-1.4765455864309,-0.684592166776095,"EPC"
"469","a1950039",18,-1.850435414,145.0023463,1.469428076,71.18412047,0.237061261,66,-0.357666301,29,0.283170289,187,-0.660900309,15,-1.30080831,38,0.162183131,0.407998331227322,-0.460459146236077,-0.562318374711496,0.622642277236078,"UGC"
"470","a1950040",21.75,1.899564586,112,-0.31047919,37.33333333,-1.542973852,53,-1.958344773,20,-1.684010355,145,-2.037618066,12,-1.796228991,32,-1.126291415,-1.37395204248976,-1.67316397945839,-2.04328843774261,0.546872564458388,"EPC"
"473","a1950044",19.42,-0.430435414,113.3333333,-0.238568859,62.66666667,-0.252015989,70,0.352641611,29,0.283170289,188,-0.611425129,18,-0.685210621,35,-0.502320313,0.03630676297373,-0.419148376100855,-0.511869153948962,-0.0831719368991444,"EAC"
"475","a1950047",18.17,-1.680435414,85.33333333,-1.748685835,48,-1.031821158,64,-0.670294899,24,-1.085442292,158,-1.736918429,16,-1.109133369,33,-0.922856738,-1.13406104600667,-1.40681684646976,-1.71802204189407,0.483960108469763,"EPC"
"476","a1950048",24,4.149564586,65.33333333,-2.827340818,16,-2.386736146,59,-1.340007112,18,-1.869517876,202,0.187284574,20,-0.20641511,27,-2.073745419,-2.10590048799129,-0.435199216422437,-0.531470637633656,-1.63854620257756,"UPC"
"477","a1950049",18.75,-1.100435414,85.33333333,-1.748685835,33.33333333,-1.720878369,64,-0.670294899,26,-0.636451412,191,-0.45723712,17,-0.903974275,37,-0.063771287,-1.19407762875925,-0.71572831651834,-0.874056226203607,0.651957029518339,"UGC"
"479","a1950052",19.75,-0.100435414,132,0.768175794,80,0.768728188,74,1.18696091,29,0.283170289,214,1.049396635,25,1.236134677,44,1.609702791,0.751758795220331,0.934952597203181,1.14177561503906,0.674750193796821,"UGC"
"480","a1950053",23.75,3.899564586,94.66666667,-1.245313509,34.66666667,-1.662469051,62,-0.95661663,21,-1.565930506,196,-0.180246438,21,0.053831952,39,0.392552867,-1.35758242399496,-0.389114974511429,-0.47519199440739,0.781667841511428,"UGC"
"483","a1950056",21.42,1.569564586,117.3333333,-0.022837862,57.33333333,-0.545126525,70,0.352641611,25,-0.875491098,206,0.45503442,23,0.616530895,42,1.109884717,-0.272703468508294,0.282044800662988,0.344436580752902,0.827839916337012,"UGC"
"484","a1950057",20.08,0.229564586,113.3333333,-0.238568859,50.66666667,-0.8963219,68,-0.017208171,27,-0.365597421,207,0.524948415,24,0.919173977,39,0.392552867,-0.379424087763579,0.313192656809042,0.38247472591089,0.0793602101909588,"EAC"
"485","a1950058",20.58,0.729564586,109.3333333,-0.454299856,45.33333333,-1.164341339,60,-1.21811453,25,-0.875491098,187,-0.660900309,19,-0.452727525,30,-1.519325758,-0.928061705754214,-0.651798841402428,-0.795984764625948,-0.867526916597572,"UPC"
"486","a1950059",17.83,-2.020435414,121.3333333,0.192893134,81.33333333,0.851283737,67,-0.191012637,30,0.667255005,189,-0.560998323,12,-1.796228991,40,0.62731058,0.380104809714852,-0.493404424312293,-0.602551553645456,1.12071500431229,"UGC"
"487","a1950060",17.83,-2.020435414,112,-0.31047919,50.66666667,-0.8963219,61,-1.090377422,22,-1.42828288,194,-0.29412573,24,0.919173977,36,-0.285282158,-0.931365347997794,-0.299982270120798,-0.366342039147645,0.0147001121207979,"EAC"
"488","a1950061",23.17,3.319564586,78.66666667,-2.108237496,18.66666667,-2.297044158,50,-2.202355887,12,-2.143033345,152,-1.887179529,15,-1.30080831,28,-1.89367398,-2.18766772148467,-1.71696572887662,-2.09677967305369,-0.176708251123386,"EPC"
"490","a1950063",24.08,4.229564586,98.66666667,-1.029582512,37.33333333,-1.542973852,61,-1.090377422,20,-1.684010355,175,-1.185012116,13,-1.64421882,32,-1.126291415,-1.33673603524313,-1.15757943639308,-1.41365025017771,0.0312880213930839,"EPC"
"491","a1950064",20.33,0.479564586,143.5803037,1.392733409,96.42301711,1.822589861,70,0.352641611,31,1.09549979,203,0.25246606,20,-0.20641511,39,0.392552867,1.16586616770684,0.423831635600874,0.51758840807513,-0.0312787686008713,"EAC"
"493","a1950068",20.67,0.819564586,152.866242,1.89354959,80.87091757,0.822590188,68,-0.017208171,28,-0.06006099,209,0.668454285,19,-0.452727525,39,0.392552867,0.65971765422979,0.472111947952271,0.576548919542889,-0.0795590809522691,"EAC"
"494","a1950069",16.42,-3.430435414,97.33333333,-1.101492844,49.33333333,-0.964437981,61,-1.090377422,23,-1.268890484,175,-1.185012116,21,0.053831952,32,-1.126291415,-1.10629968275199,-0.965173522229319,-1.17868178050522,-0.161117892770682,"EPC"
"495","a1950071",19.42,-0.430435414,84,-1.820596167,45.33333333,-1.164341339,63,-0.816650502,31,1.09549979,184,-0.803745937,19,-0.452727525,31,-1.325126042,-0.67652205453578,-0.677232004257388,-0.827044056025247,-0.647894037742611,"UPC"
"496","a1950072",24.58,4.729564586,76,-2.25205816,24,-2.102675765,57,-1.566962831,19,-1.784567601,182,-0.894454344,15,-1.30080831,32,-1.126291415,-1.92656608924188,-1.10580252942036,-1.3504196543375,-0.0204888855796414,"EPC"
"497","a1950073",17.08,-2.770435414,122.6666667,0.26480347,66.66666667,-0.025456162,63,-0.816650502,25,-0.875491098,166,-1.5021797,17,-0.903974275,28,-1.89367398,-0.363198573008482,-1.06287663864209,-1.29799802837379,-0.830797341357907,"EPC"
"500","a1950076",21.33,1.479564586,100,-0.95767218,36,-1.603161109,62,-0.95661663,21,-1.565930506,185,-0.757047839,21,0.053831952,29,-1.708854315,-1.2708451062444,-0.705996115114803,-0.862171142107975,-1.0028581998852,"UPC"
"501","a1950077",21.08,1.229564586,98.66666667,-1.029582512,38.66666667,-1.481925512,57,-1.566962831,14,-2.087161298,179,-1.023984842,16,-1.109133369,34,-0.714855583,-1.54140803823728,-1.09770134371176,-1.34052638667597,0.382845760711756,"EPC"
"502","a1950078",16.5,-3.350435414,118.6666667,0.049072473,73.33333333,0.364357844,67,-0.191012637,28,-0.06006099,190,-0.509606741,19,-0.452727525,35,-0.502320313,0.0405891724768591,-0.377871992041705,-0.461461925885603,-0.124448320958294,"EAC"
"503","a1950079",24.67,4.819564586,129.3333333,0.624355128,57.92903693,-0.512910495,71,0.549087282,25,-0.875491098,209,0.668454285,24,0.919173977,30,-1.519325758,-0.0537397957567911,0.551532591397849,0.673538386482704,-2.07085834939785,"UPC"
"505","a1950081",18.25,-1.600435414,80,-2.036327163,18.66666667,-2.297044158,47,-2.408628836,14,-2.087161298,136,-2.196404384,18,-0.685210621,28,-1.89367398,-2.20729036373493,-1.87148877518191,-2.28548511839973,-0.0221852048180915,"EPC"
"506","a1950083",21.08,1.229564586,109.3333333,-0.454299856,54.66666667,-0.687686531,65,-0.517363198,26,-0.636451412,170,-1.368590627,19,-0.452727525,32,-1.126291415,-0.573950249260907,-0.916555493236798,-1.11930884532018,-0.209735921763202,"EPC"
"507","a1950084",24.67,4.819564586,112,-0.31047919,52,-0.82748417,59,-1.340007112,19,-1.784567601,181,-0.938489744,13,-1.64421882,32,-1.126291415,-1.06563451824294,-0.946052324491714,-1.15533073856747,-0.180239090508287,"EPC"
"508","a1950085",19.33,-0.520435414,106.6666667,-0.598120517,60,-0.399879622,61,-1.090377422,25,-0.875491098,189,-0.560998323,17,-0.903974275,35,-0.502320313,-0.740967164758761,-0.637655368663715,-0.778712581701044,0.135335055663715,"EAC"
"509","a1950086",18.5,-1.350435414,94.66666667,-1.245313509,38.66666667,-1.481925512,62,-0.95661663,24,-1.085442292,176,-1.14597072,18,-0.685210621,37,-0.063771287,-1.19232448575245,-1.04531088112229,-1.27654650916761,0.981539594122285,"EPC"
"510","a1950088",18.33,-1.520435414,109.3333333,-0.454299856,56,-0.616746975,64,-0.670294899,28,-0.06006099,172,-1.297438923,20,-0.20641511,35,-0.502320313,-0.45035068001893,-0.854094547783307,-1.04303077023455,0.351774234783307,"EPC"
"511","a1950089",18.5,-1.350435414,96,-1.173403176,44,-1.22945327,60,-1.21811453,23,-1.268890484,162,-1.62473084,12,-1.796228991,29,-1.708854315,-1.22246536500066,-1.47040615104244,-1.79567808301899,-0.238448163957564,"EPC"
"512","a1950090",21.58,1.729564586,57.33333333,-3.258802812,1.333333333,-2.756473645,35,-2.933504459,3,-2.20688215,118,-2.419091514,12,-1.796228991,20,-3.197588586,-2.78891576648386,-2.25765541131083,-2.75707656570084,-0.939933174689176,"EPC"
"513","a1950091",20.33,0.479564586,77.33333333,-2.180147828,41.33333333,-1.357313685,66,-0.357666301,28,-0.06006099,188,-0.611425129,18,-0.685210621,34,-0.714855583,-0.988797201020726,-0.681597193373637,-0.832374878681784,-0.0332583896263636,"EAC"
"515","a1950093",22.42,2.569564586,116,-0.094748193,83.66816355,0.997164905,76,1.654750487,31,1.09549979,216,1.210976399,22,0.328114835,44,1.609702791,0.913166747204824,0.969858916890941,1.18440364211701,0.639843874109061,"UGC"
"516","a1950094",23.42,3.569564586,106.6666667,-0.598120517,64,-0.177123521,64,-0.670294899,25,-0.875491098,172,-1.297438923,18,-0.685210621,29,-1.708854315,-0.580257508760493,-0.877770494038252,-1.07194412710172,-0.831083820961748,"EPC"
"517","a1950095",24.25,4.399564586,98.66666667,-1.029582512,61.33333333,-0.326270702,59,-1.340007112,25,-0.875491098,137,-2.180517049,10,-2.061610351,24,-2.585050259,-0.892837856010088,-1.61635575520898,-1.97391353534052,-0.968694503791023,"EPC"
"518","a1950096",18.25,-1.600435414,121.3333333,0.192893134,49.33333333,-0.964437981,65,-0.517363198,22,-1.42828288,172,-1.297438923,12,-1.796228991,30,-1.519325758,-0.679297731246729,-1.15696699937095,-1.41290233455107,-0.362358758629047,"EPC"
"519","a1950097",24.42,4.569564586,117.3333333,-0.022837862,56,-0.616746975,66,-0.357666301,26,-0.636451412,203,0.25246606,21,0.053831952,35,-0.502320313,-0.408425637510201,0.104243246133082,0.127303134752268,-0.606563559133082,"UPC"
"522","a1950101",18.5,-1.350435414,104,-0.741941183,64,-0.177123521,62,-0.95661663,26,-0.636451412,161,-1.653723551,20,-0.20641511,30,-1.519325758,-0.62803318651379,-1.08505384359672,-1.32508110392502,-0.434271914403282,"EPC"
"523","a1950102",24.17,4.319564586,113.3333333,-0.238568859,42.66666667,-1.293782073,60,-1.21811453,19,-1.784567601,181,-0.938489744,19,-0.452727525,29,-1.708854315,-1.13375826574049,-0.793131881350606,-0.968582411923409,-0.915722433649394,"UPC"
"524","a1950103",16.58,-3.270435414,109.3333333,-0.454299856,58.66666667,-0.472834433,65,-0.517363198,27,-0.365597421,179,-1.023984842,16,-1.109133369,30,-1.519325758,-0.452523727015712,-0.876983164919253,-1.07098263109458,-0.642342593080747,"EPC"
"525","a1950104",21.25,1.399564586,117.3333333,-0.022837862,62.66666667,-0.252015989,62,-0.95661663,27,-0.365597421,144,-2.057093483,17,-0.903974275,31,-1.325126042,-0.399266975514945,-1.29329824739462,-1.57939173201,-0.031827794605382,"EPC"
"526","a1950105",20.92,1.069564586,106.6666667,-0.598120517,69.33333333,0.128672103,57,-1.566962831,24,-1.085442292,159,-1.709807215,13,-1.64421882,30,-1.519325758,-0.780463384257956,-1.33245789382824,-1.62721397404146,-0.186867864171756,"EPC"
"527","a1950106",24.42,4.569564586,109.3333333,-0.454299856,61.33333333,-0.326270702,64,-0.670294899,26,-0.636451412,176,-1.14597072,14,-1.479125651,36,-0.285282158,-0.521829217262557,-0.886244975624105,-1.08229326828145,0.600962817624106,"EPC"
"528","a1950107",21.25,1.399564586,109.3333333,-0.454299856,61.33333333,-0.326270702,65,-0.517363198,26,-0.636451412,182,-0.894454344,16,-1.109133369,34,-0.714855583,-0.48359629201277,-0.741153065341571,-0.905105242283836,0.0262974823415718,"EAC"
"529","a1950110",21.58,1.729564586,124,0.336713801,58.66666667,-0.472834433,65,-0.517363198,24,-1.085442292,184,-0.803745937,17,-0.903974275,38,0.162183131,-0.434731530503511,-0.644316766388113,-0.786847562561608,0.806499897388114,"UGC"
"530","a1950111",21.83,1.979564586,93.33333333,-1.317223841,50.66666667,-0.8963219,63,-0.816650502,24,-1.085442292,177,-1.106126956,19,-0.452727525,39,0.392552867,-1.02890963375588,-0.890570000776498,-1.08757504221116,1.2831228677765,"EPC"
"531","a1950112",19.75,-0.100435414,141.5286913,1.282084312,94.08926417,1.668060978,76,1.654750487,28,-0.06006099,210,0.742076925,22,0.328114835,41,0.866429766,1.13620869672127,0.741985851290204,0.906122250734159,0.124443914709798,"EAC"
"533","a1950114",16.25,-3.600435414,126.6666667,0.480534467,83.88408744,1.010739791,67,-0.191012637,30,0.667255005,194,-0.29412573,17,-0.903974275,32,-1.126291415,0.491879156464893,-0.21557161482053,-0.263258708335505,-0.910719800179469,"UPC"
"534","a1950115",17.5,-2.350435414,96,-1.173403176,53.33333333,-0.757935589,59,-1.340007112,21,-1.565930506,173,-1.26073464,17,-0.903974275,33,-0.922856738,-1.20931909574887,-1.15911854142144,-1.41552982417495,0.236261803421435,"EPC"
"536","a1950117",20,0.149564586,94.66666667,-1.245313509,69.33333333,0.128672103,75,1.41646007,29,0.283170289,217,1.293802699,21,0.053831952,43,1.357650474,0.145747238217269,0.724249482583362,0.884462379047229,0.63340099141664,"UGC"
"537","a1950118",18,-1.850435414,129.3333333,0.624355128,72,0.285205615,67,-0.191012637,27,-0.365597421,194,-0.29412573,21,0.053831952,37,-0.063771287,0.0882376712331643,-0.151692537209116,-0.185248792810413,0.0879212502091173,"EAC"
"538","a1950119",17.83,-2.020435414,133.3333333,0.840086125,54.66666667,-0.687686531,64,-0.670294899,25,-0.875491098,213,0.97061074,21,0.053831952,39,0.392552867,-0.348346600753548,0.38646178123307,0.471951882135431,0.00609108576692977,"EAC"
"539","a1950120",16.25,-3.600435414,106.6666667,-0.598120517,33.33333333,-1.720878369,60,-1.21811453,19,-1.784567601,186,-0.709436903,17,-0.903974275,32,-1.126291415,-1.33042025423937,-0.92513192876716,-1.12978249391135,-0.201159486232841,"EPC"
"540","a1950121",17.75,-2.100435414,98.66666667,-1.029582512,53.33333333,-0.757935589,62,-0.95661663,28,-0.06006099,193,-0.349510156,23,0.616530895,36,-0.285282158,-0.70104893026953,-0.313445427704094,-0.382783412834391,0.0281632697040939,"EAC"
"541","a1950122",20.25,0.399564586,104,-0.741941183,65.33333333,-0.101601071,69,0.163943594,27,-0.365597421,201,0.123249075,19,-0.452727525,37,-0.063771287,-0.261299020269435,-0.068146609937404,-0.0832214785060599,0.00437532293740453,"EAC"
"543","a1950124",16.75,-3.100435414,117.3333333,-0.022837862,62.66666667,-0.252015989,63,-0.816650502,28,-0.06006099,178,-1.06546898,18,-0.685210621,37,-0.063771287,-0.287891335769311,-0.787367499563045,-0.961542877961484,0.723596212563046,"UGC"
"544","a1950125",19.17,-0.680435414,114.6666667,-0.166658523,50.66666667,-0.8963219,56,-1.672371765,22,-1.42828288,174,-1.223262879,12,-1.796228991,31,-1.325126042,-1.04090876699655,-1.2010494335725,-1.46673634557299,-0.124076608427505,"EPC"
"545","a1950126",16.67,-3.180435414,114.6666667,-0.166658523,73.33333333,0.364357844,62,-0.95661663,31,1.09549979,184,-0.803745937,15,-1.30080831,34,-0.714855583,0.0841456202114998,-0.644391723367432,-0.786939100946997,-0.0704638596325673,"EAC"
"546","a1950127",17.83,-2.020435414,98.66666667,-1.029582512,46.66666667,-1.098459697,57,-1.566962831,17,-1.94064961,176,-1.14597072,10,-2.061610351,32,-1.126291415,-1.40891366249125,-1.32237002235282,-1.614894541278,0.196078607352821,"EPC"
"547","a1950128",17.83,-2.020435414,101.3333333,-0.885761849,30.66666667,-1.834917841,56,-1.672371765,16,-1.999626457,184,-0.803745937,15,-1.30080831,31,-1.325126042,-1.59816947798607,-1.08057944929139,-1.31961691854796,-0.24454659270861,"EPC"
"548","a1950129",18.58,-1.270435414,114.6666667,-0.166658523,61.33333333,-0.326270702,61,-1.090377422,24,-1.085442292,150,-1.932770977,17,-0.903974275,32,-1.126291415,-0.66718723475498,-1.34488452120416,-1.64238952428584,0.218593106204156,"EPC"
"552","a1950132",20.75,0.899564586,113.3333333,-0.238568859,70.66666667,0.206641551,59,-1.340007112,26,-0.636451412,175,-1.185012116,19,-0.452727525,34,-0.714855583,-0.502096458013724,-0.806865623631835,-0.985354226972452,0.0920100406318349,"EAC"
"553","a1950133",18.58,-1.270435414,101.3333333,-0.885761849,66.66666667,-0.025456162,65,-0.517363198,32,1.571361153,187,-0.660900309,23,0.616530895,33,-0.922856738,0.0356949859542434,-0.26271244276115,-0.320827667421002,-0.660144295238849,"UPC"
"557","a1950137",17.75,-2.100435414,97.33333333,-1.101492844,32,-1.778368566,55,-1.772627754,23,-1.268890484,181,-0.938489744,17,-0.903974275,34,-0.714855583,-1.48034491199685,-1.06042123427523,-1.29499945835054,0.345565651275233,"EPC"
"559","a1950139",23.83,3.979564586,113.3333333,-0.238568859,70.66666667,0.206641551,72,0.753484457,29,0.283170289,204,0.318808273,21,0.053831952,35,-0.502320313,0.25118185947081,0.307616685072374,0.375665280621248,-0.809936998072373,"UPC"
"561","a1950142",22.25,2.399564586,117.3333333,-0.022837862,77.33333333,0.605281744,73,0.966039424,30,0.667255005,219,1.463610119,22,0.328114835,36,-0.285282158,0.553934577713863,1.00150907442392,1.22305520390886,-1.28679123242392,"UPC"
"563","a1950144",19.5,-0.350435414,121.3333333,0.192893134,76,0.524401914,63,-0.816650502,28,-0.06006099,167,-1.469844157,18,-0.685210621,29,-1.708854315,-0.0398541110226641,-0.885790821193594,-1.08173864930315,-0.823063493806405,"EPC"
"565","a1950147",17.25,-2.600435414,121.3333333,0.192893134,72,0.285205615,60,-1.21811453,28,-0.06006099,178,-1.06546898,22,0.328114835,38,0.162183131,-0.200019192770874,-0.602653069030775,-0.735967342733132,0.764836200030775,"UGC"
"567","a1950149",18.33,-1.520435414,93.33333333,-1.317223841,13.33333333,-2.470845489,50,-2.202355887,10,-2.176327164,160,-1.682078949,7,-2.365674841,30,-1.519325758,-2.04168809523094,-1.8105958086714,-2.21112187849113,0.291270050671395,"EPC"
"568","a1950151",24.08,4.229564586,109.3333333,-0.454299856,48,-1.031821158,62,-0.95661663,28,-0.06006099,176,-1.14597072,16,-1.109133369,35,-0.502320313,-0.625699658516393,-0.864177983016627,-1.05534478540457,0.361857670016627,"EPC"
"569","a1950152",23.67,3.819564586,93.33333333,-1.317223841,62.66666667,-0.252015989,61,-1.090377422,24,-1.085442292,185,-0.757047839,13,-1.64421882,30,-1.519325758,-0.936264886008814,-0.8329209338934,-1.01717329243938,-0.6864048241066,"EPC"
"571","a1950154",19.58,-0.270435414,141.5607985,1.283815942,76,0.524401914,71,0.549087282,29,0.283170289,205,0.386326069,20,-0.20641511,39,0.392552867,0.660118856724024,0.344406676239038,0.42059367048528,0.0481461907609639,"EAC"
"572","a1950155",18.33,-1.520435414,101.3333333,-0.885761849,46.66666667,-1.098459697,58,-1.456231828,19,-1.784567601,175,-1.185012116,19,-0.452727525,31,-1.325126042,-1.3062552437431,-1.06424268895628,-1.29966626582489,-0.260883353043721,"EPC"
"574","a1950157",18.75,-1.100435414,69.33333333,-2.611609822,21.33333333,-2.202233186,53,-1.958344773,15,-2.047989792,171,-1.333387148,14,-1.479125651,29,-1.708854315,-2.2050443932383,-1.5325735876921,-1.87159772154215,-0.176280727307903,"EPC"
"575","a1950158",17.25,-2.600435414,104,-0.741941183,66.66666667,-0.025456162,60,-1.21811453,30,0.667255005,184,-0.803745937,25,1.236134677,36,-0.285282158,-0.329564217532007,-0.364468675263864,-0.445093630526739,0.0791865172638648,"EAC"
"576","a1950159",16.25,-3.600435414,145.9612659,1.521145246,97.77294948,1.912670163,72,0.753484457,26,-0.636451412,213,0.97061074,17,-0.903974275,34,-0.714855583,0.887712113479854,0.550635207179256,0.672442489833853,-1.26549079017925,"UPC"
"577","a1950161",21.25,1.399564586,117.3333333,-0.022837862,37.33333333,-1.542973852,63,-0.816650502,20,-1.684010355,185,-0.757047839,11,-1.935306142,29,-1.708854315,-1.01661814274049,-0.938300287168705,-1.14586385521023,-0.770554027831295,"EPC"
"578","a1950162",23.25,3.399564586,122.6666667,0.26480347,69.33333333,0.128672103,65,-0.517363198,31,1.09549979,205,0.386326069,22,0.328114835,39,0.392552867,0.242903041213398,0.372368950970816,0.454741544425866,0.0201839160291853,"EAC"
"579","a1950163",17.17,-2.680435414,102.6666667,-0.813851513,48,-1.031821158,53,-1.958344773,18,-1.869517876,172,-1.297438923,20,-0.20641511,32,-1.126291415,-1.41838382999137,-1.13511333440297,-1.38621437001225,0.0088219194029732,"EPC"
"580","a1950165",21.67,1.819564586,121.3333333,0.192893134,61.33333333,-0.326270702,63,-0.816650502,25,-0.875491098,173,-1.26073464,11,-1.935306142,30,-1.519325758,-0.456379792007148,-1.04227962400894,-1.27284470068526,-0.477046133991057,"EPC"
"581","a1950166",24.42,4.569564586,124,0.336713801,86.99855002,1.20810133,71,0.549087282,30,0.667255005,206,0.45503442,24,0.919173977,43,1.357650474,0.690289354462416,0.637545862745017,0.778578851729349,0.720104611254985,"UGC"
