"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","decode","Pred","stdPred","resid","CI_group"
"202","1198",21.75,2.892621951,108,-0.784416306,46.66666667,-1.649387886,68,-0.403494073,25,-1.354417267,204,0.016573106,25,0.973187769,86,0.965302691,-1.04792888302604,0.256367348236177,0.30772890563986,0.708935342763822,"UGC"
"203","1199",15.92,-2.937378049,112,-0.562295321,40,-2.035550689,63,-1.264175695,24,-1.548777695,196,-0.557549819,22,-0.089879491,72,-0.692274606,-1.35269985004996,-0.923145986296588,-1.1080923766553,0.230871380296587,"EPC"
"204","1203",15.08,-3.777378049,90.66666667,-1.746940577,13.33333333,-3.319749658,66,-0.782485185,31,0.921245944,195,-0.621210111,24,0.595711907,72,-0.692274606,-1.23198236895607,-0.968185744022501,-1.16215556158998,0.2759111380225,"EPC"
"205","1204",17.42,-1.437378049,94.66666667,-1.524819592,70.66666667,-0.09900471,72,0.516151197,30,0.369301289,211,0.624749454,24,0.595711907,88,1.275958382,-0.184592953980078,0.330069117848283,0.396196353107056,0.945889264151716,"UGC"
"207","1206",15.42,-3.437378049,94.66666667,-1.524819592,56,-1.074416991,64,-1.114400548,29,-0.101336301,188,-1.021871466,20,-0.686756194,63,-1.367256164,-0.953743358022236,-1.1469799848445,-1.37677008428876,-0.2202761791555,"EPC"
"209","1210",16,-2.857378049,97.33333333,-1.376738935,57.33333333,-0.989234633,60,-1.655322263,22,-1.838136047,169,-1.783201807,18,-1.199581025,60,-1.538780043,-1.46485796957887,-1.75386545149931,-2.105241170159,0.215085408499312,"EPC"
"210","4001",14.34,-4.517378049,100,-1.228658278,73.33333333,0.086966756,73,0.783773445,29,-0.101336301,212,0.720611516,24,0.595711907,88,1.275958382,-0.1148135944874,0.219412376355403,0.263370241652272,1.0565460056446,"UGC"
"212","4003",18.75,-0.107378049,130.6666667,0.474269281,73.33333333,0.086966756,71,0.264334349,30,0.369301289,210,0.531223067,21,-0.399119802,69,-0.946368599,0.298717918750913,0.341523205056122,0.409945193381548,-1.28789180405612,"UPC"
"213","4004",14.17,-4.687378049,110.6666667,-0.636335647,70.66666667,-0.09900471,66,-0.782485185,26,-1.119390511,212,0.720611516,18,-1.199581025,81,0.275033958,-0.659304013304434,-0.375914700070686,-0.451226804479893,0.650948658070685,"UGC"
"214","4007",16.67,-2.187378049,104,-1.006537292,69.33333333,-0.191035907,71,0.264334349,28,-0.500519232,209,0.439986113,21,-0.399119802,86,0.965302691,-0.358439520508018,-0.0239582326041841,-0.0287581112557592,0.989260923604183,"UGC"
"215","4009",16.34,-2.517378049,128,0.326188622,83.18181818,0.795021303,71,0.264334349,31,0.921245944,205,0.097032206,25,0.973187769,67,-1.098999799,0.57669755450392,0.261151311034969,0.313471304768329,-1.36015111003497,"UPC"
"217","4012",14.09,-4.767378049,109.3333333,-0.71037598,46.66666667,-1.649387886,49,-2.521255044,18,-2.144400689,177,-1.51304664,18,-1.199581025,57,-1.68734775,-1.75635489985358,-1.72453904870701,-2.07003941025439,0.0371912987070042,"EPC"
"218","4013",14.92,-3.937378049,129.3333333,0.400228949,80.27681661,0.582781953,71,0.264334349,30,0.369301289,217,1.236625529,24,0.595711907,89,1.439135245,0.404161634994069,0.705410565863681,0.846735058070651,0.733724679136319,"UGC"
"219","4014",18.09,-0.767378049,146.9272428,1.377223079,80.45454545,0.595686983,75,1.3694923,32,1.565330264,222,1.818384733,26,1.374518222,90,1.607696938,1.2269331565475,1.51096079654746,1.81367212200105,0.0967361414525446,"EAC"
"220","4016",15.92,-2.937378049,110.6666667,-0.636335647,57.33333333,-0.989234633,65,-0.954027742,31,0.921245944,191,-0.859446859,19,-0.953376739,78,-0.084229987,-0.414588019499797,-0.865528760754166,-1.03893190872208,0.781298773754165,"EPC"
"221","4021",18.17,-0.687378049,134.6666667,0.696390267,118.0645161,3.542954358,75,1.3694923,30,0.369301289,208,0.350993052,14,-1.992679382,80,0.150916205,1.49453455348067,0.225352273119343,0.270500158717901,-0.0744360681193425,"EAC"
"222","4022",15.34,-3.517378049,108,-0.784416306,82.32789212,0.732346377,68,-0.403494073,30,0.369301289,184,-1.218460973,15,-1.821882902,72,-0.692274606,-0.0215656782712651,-1.03617133394425,-1.24376162934905,0.343896727944253,"EPC"
"223","4023",13.92,-4.937378049,109.3333333,-0.71037598,52,-1.325493516,64,-1.114400548,24,-1.548777695,183,-1.264250074,13,-2.146263112,60,-1.538780043,-1.17476193480538,-1.39559010929939,-1.67518765608901,-0.143189933700607,"EPC"
"224","4025",16.25,-2.607378049,109.3333333,-0.71037598,53.33333333,-1.242557705,62,-1.403904167,25,-1.354417267,177,-1.51304664,19,-0.953376739,57,-1.68734775,-1.17781377981024,-1.46724394400207,-1.76119687799433,-0.220103805997929,"EPC"
"225","4026",17,-1.857378049,94.66666667,-1.524819592,61.33333333,-0.729366128,61,-1.534116302,24,-1.548777695,184,-1.218460973,18,-1.199581025,73,-0.600499841,-1.33426992932197,-1.34174025142359,-1.6105493238235,0.741240410423591,"EPC"
"231","4036",17.34,-1.517378049,112,-0.562295321,77.33333333,0.370589482,61,-1.534116302,27,-0.837180151,178,-1.4745273,18,-1.199581025,63,-1.367256164,-0.640750573076156,-1.20907321094851,-1.45130329084996,-0.158182953051492,"EPC"
"232","4037",13.34,-5.517378049,90.66666667,-1.746940577,76,0.275435686,66,-0.782485185,29,-0.101336301,193,-0.743538513,20,-0.686756194,67,-1.098999799,-0.588831594281497,-1.04449940934702,-1.2537581813596,-0.0545003896529851,"EPC"
"235","4040",15.67,-3.187378049,141.5286913,1.077440184,78.66666667,0.466347369,71,0.264334349,32,1.565330264,209,0.439986113,26,1.374518222,83,0.536883506,0.843363041519884,0.621826018398143,0.746404881456246,-0.0849425123981429,"EAC"
"238","4048",18.25,-0.607378049,140.4545455,1.017792603,73.05080777,0.067144354,66,-0.782485185,30,0.369301289,196,-0.557549819,23,0.241542026,64,-1.304599579,0.167938265219424,-0.220638959882006,-0.264842563499394,-1.08396061911799,"UPC"
"239","4055",17.5,-1.357378049,134.6666667,0.696390267,86.60785886,1.048845763,63,-1.264175695,26,-1.119390511,179,-1.434866053,18,-1.199581025,44,-2.115574404,-0.159582544090719,-0.98207023389251,-1.17882172014558,-1.13350417010749,"EPC"
"240","4056",18.67,-0.187378049,105.3333333,-0.932496965,49.33333333,-1.489036212,70,0.027589687,30,0.369301289,179,-1.434866053,23,0.241542026,67,-1.098999799,-0.50616055022633,-0.854252400431397,-1.02539640177664,-0.244747398568603,"EPC"
"241","4057",18.17,-0.687378049,114.6666667,-0.414214662,60,-0.816699134,68,-0.403494073,30,0.369301289,206,0.179559915,20,-0.686756194,69,-0.946368599,-0.316276645000528,-0.0535781593141937,-0.0643122007164491,-0.892790439685807,"UPC"
"244","4062",15.09,-3.767378049,147.3885047,1.402837066,106.2394604,2.572432023,75,1.3694923,31,0.921245944,213,0.818856205,23,0.241542026,85,0.817598584,1.56650183325404,0.729329573990407,0.875446086395417,0.0882690100095942,"EAC"
"245","4063",18.25,-0.607378049,124,0.104067636,62.66666667,-0.641335782,63,-1.264175695,23,-1.708292335,188,-1.021871466,22,-0.089879491,71,-0.780448379,-0.877434044076897,-0.81510282073679,-0.978403454345068,0.0346544417367892,"EAC"
"249","4070",17.25,-1.607378049,120,-0.118053349,65.33333333,-0.463219614,66,-0.782485185,24,-1.548777695,175,-1.586766069,21,-0.399119802,55,-1.774690406,-0.72813396081135,-1.22271236973303,-1.46767496780719,-0.551978036266974,"EPC"
"251","4075",14.67,-4.187378049,114.6666667,-0.414214662,45.33333333,-1.728332768,67,-0.599179205,26,-1.119390511,194,-0.683194385,20,-0.686756194,59,-1.590746581,-0.965279286526724,-1.02850161556431,-1.2345553319774,-0.562244965435692,"EPC"
"252","4078",13.75,-5.107378049,94.66666667,-1.524819592,50.66666667,-1.407657172,66,-0.782485185,28,-0.500519232,181,-1.352008447,14,-1.992679382,55,-1.774690406,-1.05387029526723,-1.41051248701278,-1.69309963667499,-0.364177918987226,"EPC"
"256","4084",18.34,-0.517378049,125.3333333,0.178107963,77.86976952,0.409043211,71,0.264334349,32,1.565330264,208,0.350993052,25,0.973187769,65,-1.239062052,0.604203946774888,0.456365566192456,0.54779548658765,-1.69542761819246,"UPC"
"257","4085",18.09,-0.767378049,82.66666667,-2.191182549,52,-1.325493516,64,-1.114400548,27,-0.837180151,184,-1.218460973,18,-1.199581025,65,-1.239062052,-1.36706419103228,-1.31136465231177,-1.57408816783154,0.0723026003117645,"EPC"
"259","4091",16.17,-2.687378049,122.6666667,0.03002731,72,-0.006334704,67,-0.599179205,30,0.369301289,175,-1.586766069,22,-0.089879491,63,-1.367256164,-0.0515463275198048,-1.01880788314046,-1.22291952230171,-0.348448280859537,"EPC"
"260","4092",17.67,-1.187378049,125.3333333,0.178107963,76,0.275435686,71,0.264334349,31,0.921245944,206,0.179559915,10,-2.510746206,78,-0.084229987,0.409780985512139,-0.184423053055936,-0.22137103152025,0.100193066055936,"EAC"
"262","4097",15.5,-3.357378049,86.66666667,-1.969061563,57.33333333,-0.989234633,56,-2.059607053,20,-2.026574878,157,-2.081447822,15,-1.821882902,49,-1.987107078,-1.76111953184172,-2.01251854277621,-2.41571375290968,0.0254114647762082,"EPC"
"263","4104",14.75,-4.107378049,134.6666667,0.696390267,90.46009878,1.338682245,72,0.516151197,30,0.369301289,199,-0.356145185,25,0.973187769,90,1.607696938,0.730131249488774,0.0316818085188679,0.0380290560135283,1.57601512948113,"UGC"
"267","4110",16.67,-2.187378049,110.6666667,-0.636335647,73.33333333,0.086966756,74,1.067959269,31,0.921245944,215,1.022684864,23,0.241542026,78,-0.084229987,0.359959080541108,0.571569677888338,0.686080004762724,-0.655799664888339,"UPC"
"272","4123",16.25,-2.607378049,108,-0.784416306,65.33333333,-0.463219614,66,-0.782485185,26,-1.119390511,196,-0.557549819,24,0.595711907,64,-1.304599579,-0.787377904048468,-0.628770090753879,-0.754740154427848,-0.675829488246122,"UPC"
"273","4124",14.25,-4.607378049,110.6666667,-0.636335647,77.33333333,0.370589482,65,-0.954027742,28,-0.500519232,206,0.179559915,23,0.241542026,69,-0.946368599,-0.430073284801925,-0.291290524990144,-0.349648717511369,-0.655078074009856,"UPC"
"274","4125",18.59,-0.267378049,117.3333333,-0.266134008,62.66666667,-0.641335782,66,-0.782485185,29,-0.101336301,175,-1.586766069,19,-0.953376739,62,-1.42711639,-0.447822819025079,-1.093248050495,-1.31227330077333,-0.333868339505005,"EPC"
"275","4126",18.25,-0.607378049,136.576657,0.802452499,94.83488569,1.673376385,67,-0.599179205,31,0.921245944,211,0.624749454,17,-1.425980974,73,-0.600499841,0.699473905714846,0.27193134881393,0.32641105412474,-0.87243118981393,"UPC"
"276","4128",17.34,-1.517378049,146.513266,1.354234845,63.87410322,-0.561023513,72,0.516151197,29,-0.101336301,205,0.097032206,19,-0.953376739,59,-1.590746581,0.30200655700253,-0.0635457721515399,-0.0762767609936615,-1.52720080884846,"UPC"
"277","4132",15.84,-3.017378049,116,-0.340174335,58.66666667,-0.903325264,68,-0.403494073,29,-0.101336301,167,-1.84108425,25,0.973187769,63,-1.367256164,-0.437082493260346,-1.28717841526651,-1.54505637298467,-0.0800777487334876,"EPC"
"279","4138",14.84,-4.017378049,108,-0.784416306,72,-0.006334704,65,-0.954027742,27,-0.837180151,202,-0.138307159,21,-0.399119802,65,-1.239062052,-0.64548972580345,-0.589528122639574,-0.707636309147973,-0.649533929360427,"UPC"
"280","4142",16.34,-2.517378049,112,-0.562295321,77.33333333,0.370589482,73,0.783773445,30,0.369301289,216,1.128366355,19,-0.953376739,67,-1.098999799,0.240342223766127,0.312160402771116,0.374699741578831,-1.41116020177112,"UPC"
"282","4144",13.75,-5.107378049,100,-1.228658278,62.66666667,-0.641335782,72,0.516151197,30,0.369301289,207,0.264199038,25,0.973187769,83,0.536883506,-0.246135393473591,-0.0586415717445786,-0.0703900354217401,0.595525077744578,"UGC"
"283","4148",17.42,-1.437378049,108,-0.784416306,74.66666667,0.180892531,74,1.067959269,30,0.369301289,207,0.264199038,24,0.595711907,81,0.275033958,0.208434195777849,0.227988899226894,0.273665015991859,0.0470450587731055,"EAC"
"284","4151",15.34,-3.517378049,105.3333333,-0.932496965,64,-0.55261731,63,-1.264175695,28,-0.500519232,172,-1.689433861,13,-2.146263112,62,-1.42711639,-0.812452300545836,-1.49373443697535,-1.79299457169732,0.0666180469753544,"EPC"
"288","4159",17.17,-1.687378049,122.6666667,0.03002731,84,0.855294913,65,-0.954027742,30,0.369301289,172,-1.689433861,18,-1.199581025,59,-1.590746581,0.0751489424577885,-1.03320937169238,-1.24020625691639,-0.557537209307619,"EPC"
"290","4162",18.84,-0.017378049,122.6666667,0.03002731,76,0.275435686,71,0.264334349,29,-0.101336301,213,0.818856205,24,0.595711907,73,-0.600499841,0.117115260989512,0.582038524290385,0.698646217541462,-1.18253836529039,"UPC"
"292","4165",16.34,-2.517378049,118.6666667,-0.192093676,90.66922523,1.354548619,67,-0.599179205,30,0.369301289,177,-1.51304664,20,-0.686756194,61,-1.484263629,0.233144256711498,-0.90602163226313,-1.08753726788603,-0.578241996736869,"EPC"
"293","4167",18,-0.857378049,124,0.104067636,68,-0.28242071,68,-0.403494073,31,0.921245944,196,-0.557549819,19,-0.953376739,56,-1.732138199,0.0848496992519068,-0.383883391953832,-0.4607919727827,-1.34825480704617,"UPC"
"294","4172",13.84,-5.017378049,116,-0.340174335,72,-0.006334704,66,-0.782485185,27,-0.837180151,172,-1.689433861,17,-1.425980974,44,-2.115574404,-0.491543593800717,-1.42754306669179,-1.71354218399806,-0.688031337308206,"EPC"
"297","4177",14.5,-4.357378049,126.6666667,0.252148295,73.33333333,0.086966756,74,1.067959269,30,0.369301289,188,-1.021871466,18,-1.199581025,81,0.275033958,0.444093902274401,-0.813810455749632,-0.976852172303789,1.08884441374963,"UGC"
"299","4179",16.34,-2.517378049,121.3333333,-0.044013022,77.33333333,0.370589482,69,-0.194791532,29,-0.101336301,207,0.264199038,21,-0.399119802,78,-0.084229987,0.00761215672564516,-0.0545675109867815,-0.0654997626648513,-0.0296624760132189,"EAC"
"300","4180",13.75,-5.107378049,112,-0.562295321,69.33333333,-0.191035907,68,-0.403494073,29,-0.101336301,192,-0.802277771,25,0.973187769,70,-0.865115373,-0.314540400519641,-0.779982293486747,-0.936246754229647,-0.0851330795132534,"EAC"
"301","4181",15.42,-3.437378049,137.3333333,0.84447092,80,0.562702975,71,0.264334349,30,0.369301289,213,0.818856205,24,0.595711907,88,1.275958382,0.510202383242299,0.527819783692525,0.633565099261354,0.748138598307475,"UGC"
"306","4189",16.09,-2.767378049,114.6666667,-0.414214662,69.15254237,-0.203465118,66,-0.782485185,28,-0.500519232,200,-0.285410125,20,-0.686756194,73,-0.600499841,-0.47517104928984,-0.54018740760004,-0.648410497627744,-0.0603124333999605,"EAC"
"307","4190",18.42,-0.437378049,164.2969984,2.341769888,97.93952368,1.914383344,74,1.067959269,28,-0.500519232,216,1.128366355,24,0.595711907,76,-0.302609528,1.20589831721838,0.942274382910926,1.13105302494976,-1.24488391091093,"UPC"
"308","4191",15.34,-3.517378049,122.6666667,0.03002731,66.66666667,-0.373151302,67,-0.599179205,28,-0.500519232,172,-1.689433861,23,0.241542026,72,-0.692274606,-0.360705607284319,-1.24752542077095,-1.49745915481859,0.555250814770947,"EPC"
"309","4192",17.17,-1.687378049,129.3333333,0.400228949,81.33333333,0.659650099,66,-0.782485185,27,-0.837180151,180,-1.394035675,21,-0.399119802,62,-1.42711639,-0.139946572063807,-0.902280379315198,-1.08304647885376,-0.524836010684801,"EPC"
"310","4194",16.75,-2.107378049,140.8259986,1.038419485,94.91701245,1.679714825,75,1.3694923,31,0.921245944,216,1.128366355,23,0.241542026,85,0.817598584,1.25221813851868,0.831588205967679,0.998191580840515,-0.013989621967679,"EAC"
"311","4195",17.17,-1.687378049,118.6666667,-0.192093676,70.66666667,-0.09900471,66,-0.782485185,28,-0.500519232,167,-1.84108425,22,-0.089879491,51,-1.923995676,-0.393525700792385,-1.2136879166529,-1.4568425233084,-0.710307759347097,"EPC"
"312","4197",15.84,-3.017378049,121.3333333,-0.044013022,72,-0.006334704,60,-1.655322263,26,-1.119390511,194,-0.683194385,20,-0.686756194,72,-0.692274606,-0.706265125082918,-0.846345407547203,-1.01590529347235,0.154070801547202,"EPC"
"313","4198",17.09,-1.767378049,86.66666667,-1.969061563,60,-0.816699134,69,-0.194791532,27,-0.837180151,203,-0.061859522,23,0.241542026,83,0.536883506,-0.954433095014989,-0.339933973417689,-0.408037569516358,0.876817479417688,"UGC"
"314","4199",15.17,-3.687378049,105.3333333,-0.932496965,64,-0.55261731,68,-0.403494073,26,-1.119390511,210,0.531223067,19,-0.953376739,66,-1.170557792,-0.751999714785893,-0.319666953197147,-0.383710181502287,-0.850890838802854,"UPC"
"315","4202",18.09,-0.767378049,148.5714286,1.468525122,85.5,0.966356826,70,0.027589687,28,-0.500519232,207,0.264199038,19,-0.953376739,80,0.150916205,0.490488100707104,0.125926418256318,0.151154970152295,0.0249897867436813,"EAC"
"316","4205",16.84,-2.017378049,126.6666667,0.252148295,68,-0.28242071,71,0.264334349,31,0.921245944,209,0.439986113,23,0.241542026,70,-0.865115373,0.288826969519883,0.255802435836073,0.3070508166558,-1.12091780883607,"UPC"
"317","4207",15.09,-3.767378049,110.6666667,-0.636335647,62.66666667,-0.641335782,65,-0.954027742,28,-0.500519232,204,0.016573106,18,-1.199581025,74,-0.505028675,-0.683054600787256,-0.607121738736557,-0.728754693631948,0.102093063736556,"EAC"
"318","4208",18.67,-0.187378049,128,0.326188622,72,-0.006334704,65,-0.954027742,28,-0.500519232,200,-0.285410125,20,-0.686756194,76,-0.302609528,-0.283673264050928,-0.258492573956376,-0.310279906892811,-0.0441169540436248,"EAC"
"322","4215",17.09,-1.767378049,122.6666667,0.03002731,72,-0.006334704,68,-0.403494073,30,0.369301289,216,1.128366355,23,0.241542026,84,0.674828751,-0.00262504451433625,0.572534770622767,0.687238447649962,0.102293980377232,"EAC"
"324","4219",15.25,-3.607378049,109.3333333,-0.71037598,62.66666667,-0.641335782,66,-0.782485185,31,0.921245944,186,-1.122914187,19,-0.953376739,76,-0.302609528,-0.303237750749702,-1.00969688904216,-1.2119831988456,0.707087361042156,"EPC"
"325","4220",21.84,2.982621951,108,-0.784416306,72,-0.006334704,57,-1.969711688,28,-0.500519232,174,-1.622018198,20,-0.686756194,57,-1.68734775,-0.815245482574158,-1.02599490504004,-1.23154641804238,-0.661352844959963,"EPC"
"326","a1950049",18.75,-0.107378049,85.33333333,-2.043101892,33.33333333,-2.398980949,64,-1.114400548,26,-1.119390511,191,-0.859446859,17,-1.425980974,60,-1.538780043,-1.66896847502384,-1.18792163271056,-1.42591412928081,-0.350858410289439,"EPC"
"328","a1950206",20.33,1.472621951,72,-2.783505177,62.66666667,-0.641335782,71,0.264334349,28,-0.500519232,180,-1.394035675,22,-0.089879491,71,-0.780448379,-0.915256460493245,-0.853654354291062,-1.02467854091955,0.073205975291062,"EPC"
