"SubjectID","decode_composite"
"1",1.04665221281057
"2",0.601999150069356
"3",0.989427045564447
"11",1.35295621748976
"12",0.657419871500473
"14",1.24005616595372
"15",0.221205891282827
"17",-0.578314923564628
"18",0.124740269519776
"19",0.417147861101826
"21",0.0148909927340043
"22",-1.42403693685833
"23",-0.307921647090097
"24",1.73538131899566
"25",-0.242491296498648
"27",1.93015969150528
"28",1.51821256745417
"30",0.320301639266686
"31",2.10179759428
"32",-0.486994528286188
"33",-0.755418466619331
"34",-0.0677908153911534
"35",-2.19329449514772
"36",0.750831034862178
"37",0.875291285225725
"39",-2.61727667051438
"40",-0.653667272986392
"41",0.249232532754273
"42",-0.625097791923125
"43",-0.306709769145376
"45",-0.673963447924485
"46",0.0765574551870024
"47",-0.374219035574342
"50",2.29720863722923
"51",0.0795741331035845
"52",0.514782120198565
"54",1.39333875297132
"55",2.43383181840208
"56",1.80594257133716
"61",1.16975615276743
"62",-0.583285033323769
"65",1.04899417264258
"66",-0.133700167830641
"68",1.2720650602539
"69",-0.330802932698106
"70",0.602746098999798
"71",0.734836423102952
"73",0.635383832296211
"75",-0.274542079277744
"76",0.355189808777181
"77",-0.0599677695447425
"78",-1.12400510940638
"79",0.337815267384346
"80",-1.51765852347792
"81",-1.31034837791972
"82",-0.00697933871902298
"83",1.28496184223974
"84",-1.737733818558
"85",0.731442595209107
"86",-0.395600401271692
"87",-0.391486199319527
"88",1.13066149532926
"89",-0.721640309137772
"90",-0.891631503225559
"91",-0.221731895483628
"92",1.70091247359495
"94",1.23515790471694
"95",1.37486367489512
"97",0.553514781800161
"98",-0.489982617887402
"99",-0.0292124843200472
"100",0.44697606969043
"102",0.573828683112919
"103",0.0823902886640892
"105",-0.644120631672799
"106",0.40316350194994
"108",-1.80078597380439
"110",0.628605463063621
"111",0.573282522773176
"112",0.331092794088167
"113",1.49377046672194
"114",0.0263183863888037
"115",-2.09330740396823
"117",1.51189514583331
"118",0.708676242410469
"119",-0.888980865651735
"120",0.682881603072829
"121",0.376728076932948
"122",0.354449084332715
"123",0.161628633764342
"124",1.4005277393044
"125",1.15735928064648
"126",0.706249456907983
"127",1.54336336937946
"128",1.49064999601459
"129",0.708986035286115
"130",0.164141928254251
"131",1.10990222048201
"132",0.890008408235185
"133",1.23984900439645
"134",-0.251525838717348
"136",2.094094215857
"137",0.388100906923015
"138",0.111462535084067
"140",1.01405298833767
"141",-0.0230113399375402
"142",0.200283020178641
"143",0.646782919630063
"144",1.2150772933963
"145",0.618420249320108
"146",0.637591557529975
"147",0.70055675810121
"148",-0.342296831026562
"150",1.42839035471507
"151",-0.0473985670266376
"152",0.795549560696216
"153",0.525902283811032
"154",-0.420019583715411
"155",-1.36500556822485
"157",1.45195964542774
"158",0.0508619225854143
"159",0.603122283683892
"160",0.897306467965559
"161",0.464193913039923
"162",1.80717624456894
"163",-1.47609334804256
"164",0.321795134735372
"165",1.08521844142425
"166",-1.62442002316355
"167",-0.164491660501641
"168",0.608079425039881
"169",0.305751969187646
"170",0.0626265811350408
"171",-1.8263172477009
"172",0.676361233330999
"173",1.36658746793961
"174",0.575700670762281
"175",0.373194338626401
"176",-0.61104509090608
"177",0.807034689939861
"178",0.421377098151541
"180",-0.612741225172489
"181",-0.794207161396492
"182",1.14014596182028
"183",1.65366922392369
"184",1.44258313897674
"185",1.18442240731013
"186",1.65835529842088
"187",0.714547660636297
"188",0.899391439352703
"189",1.29951768957748
"190",0.610575690540401
"193",0.249095169056438
"194",0.793266549782895
"195",0.153492648152839
"201",-0.659205524736688
"202",-1.64863385405823
"203",0.187688903631083
"204",-1.17378457067895
"205",-1.93183521136842
"206",0.523214616309339
"207",1.56655170746998
"208",1.0375094092795
"209",-0.343075557888821
"210",-2.73351705037362
"212",1.71291323939653
"213",-0.40146905297994
"214",0.491208849134769
"215",-0.20623286810061
"216",0.360617073525339
"217",-0.691719503466576
"218",1.20339429804597
"219",0.05686099836504
"220",0.559142135441584
"221",0.466596994102298
"223",1.22802876353754
"224",-0.21714521377345
"225",0.715566630347644
"226",0.103014848031225
"227",-0.478850994216803
"228",0.0116345007626213
"229",1.86311600755087
"230",0.342416410285347
"231",-0.126134835389991
"232",-0.0128174523541705
"233",1.02851766529076
"234",-0.0277565300472228
"235",0.191270756348529
"236",-0.453557020833766
"237",1.58859337348332
"238",1.57036369790244
"239",1.28755907456625
"240",-0.0966221350920249
