"SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","gm.rcomp.raw","gm.rcomp.cs","decode","Pred1","stdPred1","CDI.1","Pred2","stdPred2","CDI.2"
"36",17.19,-3.125121951,126.67,0.806405586,85.12,1.428278722,71,1.112210043,30,1.005666497,193,0.155136651,17,-0.497145172,40,0.881660269,1.08814021200616,0.253812644451882,0.324365351647282,0.627847624548118,0.311413814387284,0.390700073174277,0.570246454612717
"40",16.63,-3.685121951,122.67,0.575636668,60,-0.010501799,63,-0.359418158,24,-0.609295646,178,-0.640717839,15,-0.941950193,21,-1.083158595,-0.100894733732052,-0.532669673178908,-0.68073671527627,-0.550488921821092,-0.572746094257834,-0.71856780473004,-0.510412500742166
"42",21.09,0.774878049,121.3333333,0.498521385,70.67,0.586638059,65,-0.018295839,29,0.683499613,183,-0.392382461,23,1.097245117,30,-0.152454923,0.437590804520167,0.0588767267681371,0.0752427847575454,-0.211331649768137,0.0573546752836626,0.0719572311384615,-0.209809598283662
"43",18.94,-1.375121951,114.67,0.11409883,70.67,0.586638059,65,-0.018295839,27,0.105336261,193,0.155136651,17,-0.497145172,27,-0.46268948,0.196944327766027,0.0499946096366977,0.0638916913033913,-0.512684089636697,0.0465063986806978,0.0583469728032582,-0.509195878680697
"45",21.73,1.414878049,117.33,0.267560161,41.33,-0.996046827,64,-0.191037682,28,0.383675823,180,-0.543351331,24,1.400038076,35,0.364602673,-0.133962131240769,-0.111725415030582,-0.142781907596663,0.476328088030582,0.0170707064533285,0.0214169248193654,0.347531966546671
"47",19.58,-0.735121951,117.33,0.267560161,58.67,-0.083337945,65,-0.018295839,28,0.383675823,178,-0.640717839,18,-0.258273678,26,-0.566100999,0.137400550012706,-0.357367844811193,-0.456705956951475,-0.208733154188807,-0.405460042489314,-0.508690562125118,-0.160640956510686
"51",23.03,2.714878049,128,0.883136252,61.33,0.062701635,68,0.526539925,29,0.683499613,202,0.709400008,17,-0.497145172,30,-0.152454923,0.538969356256822,0.456398711812237,0.58326459257007,-0.608853634812236,0.559808491116602,0.702336275227919,-0.712263414116601
"54",23.66,3.344878049,143.72,1.790058102,83.72,1.345206682,73,1.525919655,32,1.72048734,209,1.183316317,21,0.523128096,36,0.468014192,1.59541794475464,1.1218947826037,1.43374967187481,-0.653880590603698,1.33409409828993,1.67375574806646,-0.866079906289925
"56",18.67,-1.645121951,173.33,3.498325021,88.5,1.63011733,76,2.182232881,29,0.683499613,220,2.008503557,24,1.400038076,48,1.708952422,1.99854371124773,1.76797420202407,2.25942082213331,-0.0590217800240649,1.73098629520917,2.17169708280538,-0.0220338732091725
"62",18.49,-1.825121951,116,0.190829496,52,-0.442843314,63,-0.359418158,28,0.383675823,209,1.183316317,18,-0.258273678,35,0.364602673,-0.056939038233424,0.580134359917603,0.741395236927687,-0.215531686917602,0.605391443429229,0.75952469135722,-0.240788770429228
"65",22.06,1.744878049,126.67,0.806405586,76,0.892914054,74,1.739881792,32,1.72048734,204,0.840884092,12,-1.525232666,42,1.088483307,1.2899221929919,0.550166342778617,0.703096962074246,0.538316964221384,1.01483999976998,1.27321924679017,0.0736433072300199
"66",24.91,4.594878049,122.67,0.575636668,62.67,0.136820783,67,0.340448985,28,0.383675823,200,0.580988589,18,-0.258273678,30,-0.152454923,0.359145564758541,0.389662326054412,0.4979773867925,-0.542117249054411,0.43263058671897,0.542778753168746,-0.58508550971897
"68",22.82,2.504878049,141.82,1.680442865,90,1.72025961,72,1.316709947,31,1.351039833,208,1.113240293,23,1.097245117,38,0.674837231,1.51711306375985,1.14527584253872,1.46363000248204,-0.470438611538715,1.17414401786649,1.4730822222177,-0.499306786866488
"69",20.32,0.004878049,114.67,0.11409883,54.67,-0.300116126,68,0.526539925,28,0.383675823,204,0.840884092,19,-0.008547455,34,0.261191154,0.181049612999073,0.498764265622383,0.637406567216382,-0.237573111622382,0.523800493396297,0.657160606405755,-0.262609339396296
"70",24.9,4.584878049,125.33,0.729097998,81.33,1.204123445,70,0.912377121,30,1.005666497,193,0.155136651,19,-0.008547455,35,0.364602673,0.962816265258165,0.340212366672959,0.434781743013364,0.0243903063270419,0.418572995746391,0.525142085916444,-0.0539703227463902
"71",23.43,3.114878049,162.2,2.856210505,76,0.892914054,67,0.340448985,28,0.383675823,210,1.254197846,18,-0.258273678,47,1.605540903,1.11831234177561,0.928868518975841,1.18706758863697,0.67667238402416,1.22887094877025,1.54174268274554,0.376669954229755
"73",22,1.684878049,116,0.190829496,77.33,0.970118678,72,1.316709947,31,1.351039833,207,1.043964409,18,-0.258273678,43,1.191894826,0.957174488496733,0.767877053155159,0.981325067252806,0.424017772844842,0.972088590900457,1.21958328780761,0.219806235099544
"75",18.29,-2.025121951,109.33,-0.193977676,56,-0.228423505,66,0.158851687,30,1.005666497,195,0.273125761,21,0.523128096,36,0.468014192,0.185529250758084,0.258695836397336,0.330605932277683,0.209318355602665,0.254296268422832,0.319040344675413,0.213717923577168
"76",18.16,-2.155121951,116,0.190829496,79.43,1.092636104,63,-0.359418158,32,1.72048734,154,-1.619528684,16,-0.72507002,24,-0.772924037,0.661133695533587,-0.840408891260795,-1.07401869661732,0.0674848542607944,-1.01390018481437,-1.27204015410443,0.240976147814369
"77",24.07,3.754878049,118.67,0.344867749,68,0.435153811,73,1.525919655,24,-0.609295646,196,0.333214708,20,0.25194701,38,0.674837231,0.424161392231461,0.341486727733643,0.436410340258829,0.333350503266358,0.367081232685503,0.460540470098293,0.307755998314498
"78",19.8,-0.515121951,88,-1.424552934,48,-0.653559294,61,-0.683273436,28,0.383675823,151,-1.719187089,16,-0.72507002,16,-1.60021619,-0.594427460236349,-1.18639072326204,-1.51617365251005,-0.413825466737959,-1.16716545464529,-1.46432691010799,-0.43305073535471
"79",20.64,0.324878049,109.33,-0.193977676,73.33,0.738855373,72,1.316709947,30,1.005666497,195,0.273125761,21,0.523128096,33,0.157779635,0.716813535241715,0.399615286935583,0.510696988148332,-0.241835651935583,0.401313100738623,0.503487804919405,-0.243533465738623
"80",20.66,0.344878049,106.67,-0.347439007,53.33,-0.371949257,55,-1.554849283,16,-1.77914377,166,-1.172214171,16,-0.72507002,14,-1.807039229,-1.01334532921934,-0.98500263566258,-1.25880539570072,-0.82203659333742,-0.942679104228335,-1.18268611740671,-0.864360124771666
